env_id,genotype,dry_g,fresh_g,water_fraction,peak_dose
MI2020,PI576345,33.94,128.893,0.736680812767179,0.0
MI2021,PI576345,14.4,32.6345,0.5587491764850083,0.0
MI2020+MI2021,PI576345,24.17,80.76375,0.6477149946260936,0.0
MI2020,PI576348,7.7,22.4982,0.6577503978096025,0.0
MI2021,PI576348,13.69,25.9479,0.4724043178831428,0.0
MI2020+MI2021,PI576348,10.695,24.22305,0.5650773578463727,0.0
MI2020,PI576350,5.11,11.515,0.5562310030395137,0.0
MI2021,PI576350,13.1,22.2837,0.4121263524459582,0.0
MI2020+MI2021,PI576350,9.105,16.89935,0.4841786777427359,0.0
MI2020,PI576352,17.92,36.7909,0.5129230325977348,0.0
MI2021,PI576352,12.2,22.9408,0.4681964011717116,0.0
MI2020+MI2021,PI576352,15.06,29.86585,0.4905597168847231,0.0
MI2020,PI576359,16.53,42.6729,0.6126347166468649,2.0
MI2021,PI576359,15.7,31.8829,0.5075730250385003,2.0
MI2020+MI2021,PI576359,16.115000000000002,37.2779,0.5601038708426826,2.0
MI2020,PI576364,22.7,47.9073,0.5261682457579534,0.0
MI2021,PI576364,13.5,25.4785,0.4701414918460663,0.0
MI2020+MI2021,PI576364,18.1,36.6929,0.4981548688020099,0.0
MI2020,PI576366,6.6,18.9505,0.651724228912166,0.0
MI2021,PI576366,13.07,22.5749,0.421038409915437,0.0
MI2020+MI2021,PI576366,9.835,20.7627,0.5363813194138015,0.0
MI2020,PI576373,20.65,50.564,0.591606676686971,0.0
MI2021,PI576373,10.55,19.0316,0.445658799050001,0.0
MI2020+MI2021,PI576373,15.6,34.7978,0.5186327378684861,0.0
MI2020,PI576375,19.33,51.4006,0.6239343509608838,0.0
MI2021,PI576375,24.2,55.7743,0.5661084047670701,0.0
MI2020+MI2021,PI576375,21.765,53.58745,0.595021377863977,0.0
MI2020,PI576376,21.322,57.97756,0.632237024117607,0.0
MI2021,PI576376,13.82,37.0067,0.6265541104718876,0.0
MI2020+MI2021,PI576376,17.570999999999998,47.49213,0.6293955672947473,0.0
MI2020,PI576380,28.344,81.45652,0.6520352207533541,0.0
MI2021,PI576380,13.0,28.9202,0.5504872027164405,0.0
MI2020+MI2021,PI576380,20.672,55.18836,0.6012612117348972,0.0
MI2020,PI576381,20.8,61.0133,0.6590907228423967,0.0
MI2021,PI576381,15.9,26.037,0.3893305680377923,0.0
MI2020+MI2021,PI576381,18.35,43.52515,0.5242106454400945,0.0
MI2020,PI576385,18.6,47.7877,0.6107785057661281,0.0
MI2021,PI576385,15.5,25.2182,0.3853645383096335,0.0
MI2020+MI2021,PI576385,17.05,36.50295,0.4980715220378808,0.0
MI2020,PI576386,29.516,93.92924,0.6857634534251528,0.0
MI2021,PI576386,15.86,38.9017,0.5923057347108224,0.0
MI2020+MI2021,PI576386,22.688,66.41547,0.6390345940679876,0.0
MI2020,PI576387,20.96,66.8052,0.6862519684096448,0.0
MI2020+MI2021,PI576387,20.96,66.8052,0.6862519684096448,0.0
MI2020,PI576390,13.23,32.1545,0.5885490366822684,0.0
MI2021,PI576390,10.07,20.165,0.5006198859409868,0.0
MI2020+MI2021,PI576390,11.65,26.15975,0.5445844613116276,0.0
MI2020,PI576391,28.38,81.6012,0.6522109968971045,0.0
MI2021,PI576391,12.6,24.2935,0.481342746002017,0.0
MI2020+MI2021,PI576391,20.49,52.94735,0.5667768714495608,0.0
MI2020,PI576393,9.43,22.1259,0.5738026475759178,0.0
MI2021,PI576393,14.3,27.0776,0.4718882027949301,0.0
MI2020+MI2021,PI576393,11.865,24.601750000000003,0.522845425185424,0.0
MI2020,PI576396,15.0,39.7018,0.6221833770761024,0.0
MI2021,PI576396,8.4,17.7015,0.5254639437335819,0.0
MI2020+MI2021,PI576396,11.7,28.70165,0.5738236604048421,0.0
MI2020,PI576399,10.12,22.5935,0.5520835638568615,0.0
MI2021,PI576399,16.2,29.0004,0.4413870153515124,0.0
MI2020+MI2021,PI576399,13.16,25.79695,0.496735289604187,0.0
MI2020,PI576401,39.71,129.1389,0.6925016397073228,0.0
MI2021,PI576401,27.34,56.1796,0.5133464816410227,0.0
MI2020+MI2021,PI576401,33.525,92.65925,0.6029240606741728,0.0
MI2020,PI576418,18.71,43.644,0.5713041884336907,0.0
MI2021,PI576418,13.2,25.9224,0.4907878900101842,0.0
MI2020+MI2021,PI576418,15.955,34.7832,0.5310460392219375,0.0
MI2020,PI576422,24.01,72.2911,0.66787059541216,0.0
MI2021,PI576422,12.56,27.6673,0.5460344883671338,0.0
MI2020+MI2021,PI576422,18.285,49.9792,0.6069525418896469,0.0
MI2020,PI576425,33.97,99.7232,0.6593571004540568,0.0
MI2021,PI576425,24.93,55.9831,0.5546870394815578,0.0
MI2020+MI2021,PI576425,29.45,77.85315,0.6070220699678073,0.0
MI2020,PI576426,26.74,88.1921,0.6967982392980777,0.0
MI2021,PI576426,33.89,76.2804,0.55571811369631,0.0
MI2020+MI2021,PI576426,30.315,82.23625,0.6262581764971938,0.0
MI2020,PI576428,35.73,100.0982,0.6430505243850538,0.0
MI2021,PI576428,15.41,33.5125,0.540171577769489,0.0
MI2020+MI2021,PI576428,25.57,66.80535,0.5916110510772714,0.0
MI2020,PI576434,25.13,63.6464,0.6051622715503155,0.0
MI2021,PI576434,13.79,25.3235,0.455446522005252,0.0
MI2020+MI2021,PI576434,19.46,44.48495,0.5303043967777838,0.0
MI2020,PI576435,13.04,35.4841,0.6325114628805578,0.0
MI2021,PI576435,13.96,29.188,0.5217212553104015,0.0
MI2020+MI2021,PI576435,13.5,32.33605,0.5771163590954796,0.0
MI2020,PI576437,16.01,42.4447,0.6228033181999165,0.0
MI2021,PI576437,14.15,32.0471,0.5584623881724088,0.0
MI2020+MI2021,PI576437,15.080000000000002,37.2459,0.5906328531861627,0.0
MI2020,PI585291,20.17,55.4572,0.6362960986129844,0.0
MI2021,PI585291,31.48,76.7772,0.5899824427043444,0.0
MI2020+MI2021,PI585291,25.825000000000003,66.1172,0.6131392706586645,0.0
MI2020,PI585295,24.5,67.1217,0.6349913664284427,0.0
MI2021,PI585295,26.8,64.5988,0.5851316123519322,0.0
MI2020+MI2021,PI585295,25.65,65.86025000000001,0.6100614893901875,0.0
MI2020,PI595699,26.12,68.806,0.6203819434351655,2.0
MI2021,PI595699,15.1,22.6019,0.3319145735535508,2.0
MI2020+MI2021,PI595699,20.61,45.70395,0.4761482584943581,2.0
MI2020,PI595702,12.01,30.5395,0.6067388136675452,0.0
MI2021,PI595702,9.1,18.8555,0.517382196176182,0.0
MI2020+MI2021,PI595702,10.555,24.6975,0.5620605049218637,0.0
MI2020,PI595714,15.1,41.4329,0.6355553195648868,0.0
MI2021,PI595714,26.6,61.8678,0.5700509796695534,0.0
MI2020+MI2021,PI595714,20.85,51.65035,0.6028031496172201,0.0
MI2020,PI595718,10.42,20.4713,0.4909947096667041,0.0
MI2021,PI595718,14.39,25.6481,0.4389447951310233,0.0
MI2020+MI2021,PI595718,12.405,23.0597,0.4649697523988637,0.0
MI2020,PI595720,13.67,31.6239,0.5677320001644325,0.0
MI2021,PI595720,10.56,21.6325,0.511845602681151,0.0
MI2020+MI2021,PI595720,12.115,26.6282,0.5397888014227917,0.0
MI2020,PI595739,21.7,64.8858,0.6655662718191037,0.0
MI2021,PI595739,14.4,22.4259,0.3578853022621165,0.0
MI2020+MI2021,PI595739,18.05,43.65585,0.5117257870406101,0.0
MI2020,PI595740,27.05,78.1508,0.6538743045496656,0.0
MI2021,PI595740,20.1,32.0468,0.3727922912740116,0.0
MI2020+MI2021,PI595740,23.575000000000003,55.0988,0.5133332979118386,0.0
MI2020,PI595741,10.32,45.7097,0.7742273521812657,0.0
MI2021,PI595741,13.0,23.0685,0.4364609749225134,0.0
MI2020+MI2021,PI595741,11.66,34.3891,0.6053441635518896,0.0
MI2020,PI595743,26.31,54.8786,0.5205781488594826,0.0
MI2021,PI595743,22.9,58.7093,0.6099425474328599,0.0
MI2020+MI2021,PI595743,24.605,56.79395,0.5652603481461713,0.0
MI2020,PI595744,18.8,51.3867,0.6341465787840043,0.0
MI2021,PI595744,16.1,35.8459,0.5508551884594891,0.0
MI2020+MI2021,PI595744,17.450000000000003,43.6163,0.5925008836217467,0.0
MI2020,PI595745,22.38,62.242,0.640435718646573,0.0
MI2021,PI595745,13.3,23.8519,0.4423924299531693,0.0
MI2020+MI2021,PI595745,17.84,43.04695,0.5414140742998712,0.0
MI2020,PI597945,13.8,48.3896,0.7148147535834147,0.0
MI2021,PI597945,11.43,21.1365,0.4592292952948691,0.0
MI2020+MI2021,PI597945,12.615,34.76305,0.587022024439142,0.0
MI2020,PI597946,16.8,29.8558,0.4372952659114811,0.0
MI2021,PI597946,15.26,28.2398,0.4596279010474578,0.0
MI2020+MI2021,PI597946,16.03,29.0478,0.4484615834794695,0.0
MI2020,PI597949,21.1,60.9769,0.6539673220514653,0.0
MI2021,PI597949,14.64,28.0389,0.4778682473278196,0.0
MI2020+MI2021,PI597949,17.87,44.5079,0.5659177846896425,0.0
MI2020,PI597950,9.35,17.1937,0.4561961648743435,0.0
MI2021,PI597950,13.2,26.451,0.5009640467279121,0.0
MI2020+MI2021,PI597950,11.275,21.82235,0.4785801058011277,0.0
MI2020,PI597951,10.42,22.6551,0.5400594126708776,0.0
MI2021,PI597951,10.1,21.9839,0.5405728737849063,0.0
MI2020+MI2021,PI597951,10.26,22.3195,0.540316143227892,0.0
MI2020,PI597952,22.42,47.9219,0.5321554445879649,0.0
MI2021,PI597952,18.1,37.8993,0.5224186198689684,0.0
MI2020+MI2021,PI597952,20.26,42.9106,0.5272870322284666,0.0
MI2020,PI597958,17.62,51.9228,0.6606500419854092,0.0
MI2021,PI597958,9.3,21.8907,0.5751620551192972,0.0
MI2020+MI2021,PI597958,13.46,36.90675,0.6179060485523532,0.0
MI2020,PI597960,14.37,36.6327,0.6077275221318659,0.0
MI2021,PI597960,12.7,18.891,0.3277221957545921,0.0
MI2020+MI2021,PI597960,13.535,27.76185,0.467724858943229,0.0
MI2020,PI597961,16.83,38.6889,0.5649915091925591,0.0
MI2021,PI597961,16.22,30.7919,0.4732380918358399,0.0
MI2020+MI2021,PI597961,16.525,34.740399999999994,0.5191148005141996,0.0
MI2020,PI597965,24.4,57.0147,0.5720401931431719,0.0
MI2021,PI597965,10.8,18.573,0.4185107413988047,0.0
MI2020+MI2021,PI597965,17.6,37.79385,0.4952754672709882,0.0
MI2020,PI597966,16.3,36.6263,0.5549646019390437,0.0
MI2021,PI597966,17.78,30.5174,0.4173815593726857,0.0
MI2020+MI2021,PI597966,17.04,33.57185,0.4861730806558647,0.0
MI2020,PI597967,29.49,79.7769,0.6303441221707036,0.0
MI2021,PI597967,31.73,62.0011,0.4882348861552456,0.0
MI2020+MI2021,PI597967,30.61,70.889,0.5592895041629746,0.0
MI2020,PI597968,22.02,47.2427,0.533896242170748,0.0
MI2021,PI597968,14.25,27.3247,0.4784938169494999,0.0
MI2020+MI2021,PI597968,18.135,37.2837,0.506195029560124,0.0
MI2020,PI597971,33.93,101.3363,0.6651742761478364,0.0
MI2021,PI597971,13.3,28.453,0.5325624714441359,0.0
MI2020+MI2021,PI597971,23.615,64.89465,0.5988683737959861,0.0
MI2020,PI597972,16.99,44.9823,0.6222958808242354,0.0
MI2021,PI597972,20.1,40.2118,0.5001467231011791,0.0
MI2020+MI2021,PI597972,18.545,42.59705,0.5612213019627073,0.0
MI2020,PI597973,21.19,54.5352,0.6114436180668633,0.0
MI2021,PI597973,17.39,35.4828,0.5099033898114015,0.0
MI2020+MI2021,PI597973,19.29,45.009,0.5606735039391324,0.0
MI2020,PI597976,13.17,34.5343,0.6186400187639535,0.0
MI2021,PI597976,10.07,24.2128,0.5841042754245689,0.0
MI2020+MI2021,PI597976,11.62,29.37355,0.6013721470942612,0.0
MI2020,PI597980,15.12,30.1927,0.499216698076025,0.0
MI2021,PI597980,15.36,26.8323,0.4275555953086392,0.0
MI2020+MI2021,PI597980,15.239999999999998,28.5125,0.4633861466923321,0.0
MI2020,PI597982,11.598,22.72296,0.4895911448156402,0.0
MI2021,PI597982,14.5,25.1156,0.4226695758811257,0.0
MI2020+MI2021,PI597982,13.049,23.91928,0.4561303603483829,0.0
MI2020,PI598070,7.23,22.0902,0.6727055436347339,0.0
MI2021,PI598070,10.09,28.0706,0.6405491866935512,0.0
MI2020+MI2021,PI598070,8.66,25.0804,0.6566273651641426,0.0
MI2020,PI607931,30.52,94.774,0.6779707514719228,0.0
MI2021,PI607931,31.4,67.5694,0.5352926028646103,0.0
MI2020+MI2021,PI607931,30.96,81.1717,0.6066316771682665,0.0
MI2020,PI613536,52.2,106.6076,0.5103538584491162,0.0
MI2021,PI613536,45.4,83.9813,0.4594034624374712,0.0
MI2020+MI2021,PI613536,48.8,95.29445,0.4848786604432937,0.0
MI2020,PI629034,14.94,35.8923,0.583754732909287,0.0
MI2021,PI629034,10.24,22.1018,0.5366893194219475,0.0
MI2020+MI2021,PI629034,12.59,28.99705,0.5602220261656172,0.0
MI2020,PI629040,29.62,92.4517,0.6796164916383365,0.0
MI2020+MI2021,PI629040,29.62,92.4517,0.6796164916383365,0.0
MI2020,PI629059,23.19,92.2457,0.7486061680923881,0.0
MI2021,PI629059,10.9,23.862,0.5432067722739082,0.0
MI2020+MI2021,PI629059,17.045,58.05385,0.6459064701831482,0.0
MI2020,PI641824,17.26,61.4894,0.719301212891978,0.0
MI2021,PI641824,18.7,32.2223,0.4196565732427542,0.0
MI2020+MI2021,PI641824,17.98,46.85585,0.5694788930673661,0.0
MI2020,PI641836,23.99,66.1636,0.6374139254816849,0.0
MI2021,PI641836,12.88,37.2658,0.6543747886802376,0.0
MI2020+MI2021,PI641836,18.435,51.7147,0.6458943570809612,0.0
MI2020,PI641849,18.7,48.2622,0.6125332040396003,0.0
MI2021,PI641849,15.7,45.0881,0.6517928233835535,0.0
MI2020+MI2021,PI641849,17.2,46.67515,0.6321630137115769,0.0
MI2020,PI641874,13.4,34.5104,0.6117112522601882,0.0
MI2021,PI641874,12.98,30.0229,0.567663350309264,0.0
MI2020+MI2021,PI641874,13.19,32.26665,0.5896873012847261,0.0
MI2020,PI642791,27.74,76.1977,0.6359470167734722,0.0
MI2020+MI2021,PI642791,27.74,76.1977,0.6359470167734722,0.0
MI2020,PI642793,14.27,34.0148,0.5804767336571139,0.0
MI2021,PI642793,12.2,26.5644,0.5407387330412131,0.0
MI2020+MI2021,PI642793,13.235,30.2896,0.5606077333491635,0.0
MI2020,PI642992,28.803999999999995,82.25778,0.6498325143226574,0.0
MI2020+MI2021,PI642992,28.803999999999995,82.25778,0.6498325143226574,0.0
MI2020,PI642998,15.99,38.9393,0.5893608770573687,0.0
MI2021,PI642998,17.6,35.2168,0.5002385225233411,0.0
MI2020+MI2021,PI642998,16.795,37.078050000000005,0.5447996997903549,0.0
MI2020,PI651492,32.53,68.9542,0.5282375837874995,0.0
MI2021,PI651492,14.7,25.2994,0.4189585523767362,0.0
MI2020+MI2021,PI651492,23.615,47.1268,0.4735980680821178,0.0
MI2020,PI651496,53.7,108.6617,0.5058056334476637,0.0
MI2021,PI651496,31.46,77.4236,0.5936639474268827,0.0
MI2020+MI2021,PI651496,42.58,93.04265,0.5497347904372731,0.0
MI2020,PI653616,27.36,67.3905,0.5940080575155252,0.0
MI2021,PI653616,10.3,20.7158,0.5027949680919878,0.0
MI2020+MI2021,PI653616,18.83,44.05315,0.5484015128037565,0.0
MI2020,PI653617,16.26,51.1159,0.681899369863389,0.0
MI2021,PI653617,10.57,26.0222,0.5938083636279792,0.0
MI2020+MI2021,PI653617,13.415,38.56905,0.6378538667456841,0.0
MI2020,PI655970,26.32,88.8511,0.7037740669502122,0.0
MI2021,PI655970,14.4,31.5388,0.5434195340342688,0.0
MI2020+MI2021,PI655970,20.36,60.19495,0.6235968004922405,0.0
MI2020,PI655971,16.1,33.0696,0.5131480271911363,0.0
MI2021,PI655971,11.5,22.8038,0.4956980854068181,0.0
MI2020+MI2021,PI655971,13.8,27.9367,0.5044230562989772,0.0
MI2020,PI655972,28.83,81.326,0.6455008238447729,0.0
MI2021,PI655972,11.4,20.7042,0.4493870808821398,0.0
MI2020+MI2021,PI655972,20.115,51.0151,0.5474439523634564,0.0
MI2020,PI655973,31.1,82.0326,0.6208824296682051,0.0
MI2021,PI655973,13.41,27.4986,0.5123388099757806,0.0
MI2020+MI2021,PI655973,22.255000000000003,54.7656,0.5666106198219929,0.0
MI2020,PI655974,21.9,62.2978,0.6484627065482248,0.0
MI2021,PI655974,24.08,58.1058,0.5855835389926651,0.0
MI2020+MI2021,PI655974,22.99,60.201800000000006,0.617023122770445,0.0
MI2020,PI655975,29.09,86.7401,0.6646303151598857,0.0
MI2021,PI655975,14.48,27.5468,0.4743491077003499,0.0
MI2020+MI2021,PI655975,21.785,57.14345,0.5694897114301178,0.0
MI2020,PI655976,26.74,77.3993,0.6545188393176683,0.0
MI2021,PI655976,12.6,25.0028,0.496056441678532,0.0
MI2020+MI2021,PI655976,19.67,51.20105,0.5752876404981002,0.0
MI2020,PI655977,25.36,71.5703,0.6456630753259383,0.0
MI2021,PI655977,17.7,34.8687,0.4923814194392105,0.0
MI2020+MI2021,PI655977,21.53,53.2195,0.5690222473825743,0.0
MI2020,PI655978,23.13,74.6234,0.6900436056250453,0.0
MI2020+MI2021,PI655978,23.13,74.6234,0.6900436056250453,0.0
MI2020,PI655979,17.338,43.71562,0.6033911906087572,0.0
MI2021,PI655979,17.7,41.3509,0.5719561122007019,0.0
MI2020+MI2021,PI655979,17.519,42.53326,0.5876736514047296,0.0
MI2020,PI655980,6.35,15.8223,0.5986677031784254,0.0
MI2021,PI655980,15.35,36.4294,0.5786370349223429,0.0
MI2020+MI2021,PI655980,10.85,26.12585,0.5886523690503842,0.0
MI2020,PI655983,33.18,109.7442,0.6976605597380089,0.0
MI2021,PI655983,14.5,39.5373,0.6332577085435779,0.0
MI2020+MI2021,PI655983,23.84,74.64075,0.6654591341407934,0.0
MI2020,PI655984,17.2,45.8035,0.6244828451974195,0.0
MI2021,PI655984,12.9,24.7565,0.4789247268394159,0.0
MI2020+MI2021,PI655984,15.05,35.28,0.5517037860184177,0.0
MI2020,PI655985,28.56,96.8383,0.7050753679071193,0.0
MI2021,PI655985,10.95,23.0967,0.5259062983023549,0.0
MI2020+MI2021,PI655985,19.755,59.9675,0.6154908331047371,0.0
MI2020,PI655986,18.01,60.2119,0.7008896912404358,0.0
MI2021,PI655986,12.48,26.0894,0.5216448059365106,0.0
MI2020+MI2021,PI655986,15.245,43.15065,0.6112672485884731,0.0
MI2020,PI655987,20.4,52.1016,0.6084573218480814,0.0
MI2021,PI655987,10.21,17.2685,0.4087500361930682,0.0
MI2020+MI2021,PI655987,15.305,34.68505,0.5086036790205748,0.0
MI2020,PI655988,14.64,39.329,0.6277556001932416,0.0
MI2021,PI655988,10.1,21.6369,0.5332048491234882,0.0
MI2020+MI2021,PI655988,12.37,30.48295,0.5804802246583649,0.0
MI2020,PI655989,29.9,62.6594,0.5228170075040617,0.0
MI2021,PI655989,11.94,24.7512,0.5175991467080384,0.0
MI2020+MI2021,PI655989,20.92,43.7053,0.52020807710605,0.0
MI2020,PI655990,12.08,25.5982,0.5280918189560203,0.0
MI2021,PI655990,10.9,20.5634,0.4699320151336841,0.0
MI2020+MI2021,PI655990,11.49,23.0808,0.4990119170448522,0.0
MI2020,PI655991,34.08,102.273,0.6667742219354081,0.0
MI2021,PI655991,12.84,32.3692,0.6033266191317672,0.0
MI2020+MI2021,PI655991,23.46,67.3211,0.6350504205335876,0.0
MI2020,PI655992,18.33,53.195,0.6554187423630041,0.0
MI2021,PI655992,15.1,39.8571,0.6211465460357126,0.0
MI2020+MI2021,PI655992,16.715,46.52605,0.6382826441993583,0.0
MI2020,PI655993,24.29,73.3711,0.6689432215136477,0.0
MI2021,PI655993,13.91,28.6019,0.5136686723609271,0.0
MI2020+MI2021,PI655993,19.1,50.9865,0.5913059469372874,0.0
MI2020,PI655995,13.88,38.4912,0.6393980961882195,0.0
MI2020+MI2021,PI655995,13.88,38.4912,0.6393980961882195,0.0
MI2020,PI655996,19.31,55.5418,0.6523339178780667,0.0
MI2021,PI655996,27.8,64.8607,0.5713891462781006,0.0
MI2020+MI2021,PI655996,23.555,60.20125,0.6118615320780836,0.0
MI2020,PI655997,18.6,51.7289,0.6404331041255469,0.0
MI2021,PI655997,13.75,23.0366,0.4031237248552303,0.0
MI2020+MI2021,PI655997,16.175,37.38275,0.5217784144903886,0.0
MI2020,PI655998,14.05,37.298,0.6233041986165478,0.0
MI2021,PI655998,9.3,18.2125,0.4893617021276595,0.0
MI2020+MI2021,PI655998,11.675,27.75525,0.5563329503721037,0.0
MI2020,PI655999,55.5,154.3784,0.6404937478300073,0.0
MI2021,PI655999,74.4,141.5624,0.4744367148338824,0.0
MI2020+MI2021,PI655999,64.95,147.97039999999998,0.5574652313319448,0.0
MI2020,PI656000,19.24,47.7984,0.5974760661444735,0.0
MI2021,PI656000,11.17,21.4661,0.4796446490047097,0.0
MI2020+MI2021,PI656000,15.204999999999998,34.63225,0.5385603575745916,0.0
MI2020,PI656001,19.2,60.2697,0.6814319633248548,0.0
MI2021,PI656001,17.47,34.8124,0.4981673196906849,0.0
MI2020+MI2021,PI656001,18.335,47.54105,0.5897996415077699,0.0
MI2020,PI656002,32.61,109.2755,0.7015799515902467,0.0
MI2021,PI656002,8.95,21.197,0.5777704392130962,0.0
MI2020+MI2021,PI656002,20.78,65.23625,0.6396751954016715,0.0
MI2020,PI656003,14.54,43.671,0.6670559410134872,0.0
MI2021,PI656003,12.79,30.7409,0.5839419145177923,0.0
MI2020+MI2021,PI656003,13.665,37.20595,0.6254989277656398,0.0
MI2020,PI656004,23.49,70.7909,0.6681776895052896,0.0
MI2021,PI656004,14.62,30.8624,0.5262844108040853,0.0
MI2020+MI2021,PI656004,19.055,50.82665,0.5972310501546874,0.0
MI2020,PI656005,17.4,37.185,0.5320693828156515,0.0
MI2021,PI656005,13.4,26.4485,0.493355010681135,0.0
MI2020+MI2021,PI656005,15.4,31.81675,0.5127121967483933,0.0
MI2020,PI656006,30.81,94.9951,0.6756674817964294,0.0
MI2021,PI656006,14.45,29.759,0.5144326086226017,0.0
MI2020+MI2021,PI656006,22.63,62.37705,0.5950500452095155,0.0
MI2020,PI656007,19.84,54.0755,0.6331055653669407,0.0
MI2021,PI656007,17.27,33.9144,0.4907767791852429,0.0
MI2020+MI2021,PI656007,18.555,43.99495,0.5619411722760919,0.0
MI2020,PI656008,32.244,111.30422,0.7103074798062463,0.0
MI2021,PI656008,28.8,64.5197,0.5536247068724747,0.0
MI2020+MI2021,PI656008,30.522,87.91196,0.6319660933393605,0.0
MI2020,PI656010,19.8,54.7511,0.6383634301411295,0.0
MI2021,PI656010,13.6,31.1885,0.5639418375362715,0.0
MI2020+MI2021,PI656010,16.7,42.9698,0.6011526338387005,0.0
MI2020,PI656011,22.02,60.3605,0.6351918887351828,0.0
MI2021,PI656011,19.3,40.6895,0.5256761572395827,0.0
MI2020+MI2021,PI656011,20.66,50.525000000000006,0.5804340229873828,0.0
MI2020,PI656012,24.81,77.2005,0.678629024423417,0.0
MI2021,PI656012,15.5,34.1061,0.5455358425618877,0.0
MI2020+MI2021,PI656012,20.155,55.6533,0.6120824334926523,0.0
MI2020,PI656013,33.936,86.03788,0.6055690818974154,2.0
MI2021,PI656013,50.7,90.5551,0.4401198828116803,2.0
MI2020+MI2021,PI656013,42.318,88.29649,0.522844482354548,2.0
MI2020,PI656014,14.73,42.3461,0.652152146242511,0.0
MI2021,PI656014,10.6,23.9446,0.5573114606216015,0.0
MI2020+MI2021,PI656014,12.665,33.14535,0.6047318034320563,0.0
MI2020,PI656015,18.28,61.0006,0.7003308164181992,0.0
MI2021,PI656015,17.4,34.6512,0.4978528882116637,0.0
MI2020+MI2021,PI656015,17.84,47.8259,0.5990918523149315,0.0
MI2020,PI656016,18.9,51.5769,0.6335568830232139,0.0
MI2021,PI656016,14.32,37.2658,0.6157334607065996,0.0
MI2020+MI2021,PI656016,16.61,44.42135,0.6246451718649068,0.0
MI2020,PI656017,38.84,123.478,0.6854500396831824,0.0
MI2021,PI656017,25.1,63.7743,0.6064245315119099,0.0
MI2020+MI2021,PI656017,31.97,93.62615,0.6459372855975462,0.0
MI2020,PI656018,23.12,69.4216,0.6669624439655668,0.0
MI2021,PI656018,14.35,31.8934,0.5500636495325051,0.0
MI2020+MI2021,PI656018,18.735,50.6575,0.608513046749036,0.0
MI2020,PI656019,10.99,25.6757,0.5719688265558485,0.0
MI2021,PI656019,9.7,19.5678,0.504287656251597,0.0
MI2020+MI2021,PI656019,10.345,22.62175,0.5381282414037227,0.0
MI2020,PI656020,13.51,36.7123,0.6320034429877726,0.0
MI2021,PI656020,14.9,28.2356,0.4722973834450127,0.0
MI2020+MI2021,PI656020,14.205,32.47395,0.5521504132163926,0.0
MI2020,PI656021,12.19,30.8231,0.6045173911773961,0.0
MI2021,PI656021,10.89,21.0816,0.4834357923497268,0.0
MI2020+MI2021,PI656021,11.54,25.952350000000003,0.5439765917635615,0.0
MI2020,PI656022,14.18,36.4247,0.6107037257685033,0.0
MI2021,PI656022,14.94,32.9272,0.5462717753103817,0.0
MI2020+MI2021,PI656022,14.56,34.67595,0.5784877505394426,0.0
MI2020,PI656023,24.1,69.0085,0.650767659056493,0.0
MI2021,PI656023,15.36,24.9845,0.3852188356781205,0.0
MI2020+MI2021,PI656023,19.73,46.9965,0.5179932473673068,0.0
MI2020,PI656024,28.32,84.7961,0.6660223760290862,0.0
MI2021,PI656024,22.5,56.547,0.6021009072099316,0.0
MI2020+MI2021,PI656024,25.41,70.67155,0.6340616416195088,0.0
MI2020,PI656025,30.2,70.9409,0.5742935316580421,2.0
MI2021,PI656025,12.3,20.6608,0.4046697126926352,2.0
MI2020+MI2021,PI656025,21.25,45.80085,0.4894816221753386,2.0
MI2020,PI656026,32.8,122.8238,0.7329507798977072,0.0
MI2021,PI656026,13.2,28.8971,0.543206757771541,0.0
MI2020+MI2021,PI656026,23.0,75.86045,0.6380787688346241,0.0
MI2020,PI656027,32.0,107.1746,0.701421792103726,0.0
MI2021,PI656027,34.3,79.6524,0.5693789515444607,0.0
MI2020+MI2021,PI656027,33.15,93.4135,0.6354003718240934,0.0
MI2020,PI656028,26.370000000000005,73.92678000000001,0.6432957042089483,0.0
MI2021,PI656028,18.59,42.135,0.5587990981369407,0.0
MI2020+MI2021,PI656028,22.480000000000004,58.03089,0.6010474011729445,0.0
MI2020,PI656029,22.0,61.4483,0.6419754492801265,0.0
MI2021,PI656029,29.48,72.5684,0.5937625743436536,0.0
MI2020+MI2021,PI656029,25.74,67.00835000000001,0.6178690118118901,0.0
MI2020,PI656031,20.454,51.66423999999999,0.6040975343874215,0.0
MI2021,PI656031,15.6,31.6473,0.5070669535789782,0.0
MI2020+MI2021,PI656031,18.027,41.65577,0.5555822439831999,0.0
MI2020,PI656032,31.33,76.7273,0.5916707612544687,0.0
MI2021,PI656032,17.58,32.4984,0.4590502917066686,0.0
MI2020+MI2021,PI656032,24.455,54.61285,0.5253605264805686,0.0
MI2020,PI656033,28.96,80.114,0.6385151159597574,0.0
MI2021,PI656033,15.0,30.4542,0.5074570995133676,0.0
MI2020+MI2021,PI656033,21.98,55.2841,0.5729861077365626,0.0
MI2020,PI656034,19.3,69.4233,0.7219953531451256,0.0
MI2021,PI656034,12.97,20.2671,0.3600465779514582,0.0
MI2020+MI2021,PI656034,16.135,44.8452,0.5410209655482919,0.0
MI2020,PI656035,14.96,57.6104,0.7403246636024051,0.0
MI2021,PI656035,10.98,19.2968,0.4309937398946976,0.0
MI2020+MI2021,PI656035,12.97,38.4536,0.5856592017485514,0.0
