feature,mean_feature_importance,sd_feature_importance,min_feature_importance,max_feature_importance,rank
embedding_mean_602,0.0011245153872804336,0.00024122454887427175,0.0007553220000654022,0.0014177378530575893,140
embedding_mean_185,0.001112393017819363,0.00015608686976680052,0.0009340607296566356,0.001260466941376676,141
embedding_std_462,0.0011115605603981284,0.0005501206330493106,0.00045299224250944394,0.0019462803824436522,142
embedding_mean_906,0.0011083492820040783,0.00023056083257546483,0.0008249353046824424,0.0013745316035786298,143
embedding_std_452,0.0010830388216960488,0.0005063357780988739,0.0004877355674614188,0.0016143977921003205,144
embedding_std_466,0.0010789253549243392,0.00024147259741237302,0.0008692914216795204,0.0014578713763883512,145
embedding_std_741,0.0010729682488772722,0.00023699305293147814,0.0007415715788101676,0.0013334506829016028,146
embedding_std_595,0.0010720873105128348,0.0005462878748229909,0.0007172558419882685,0.002031754737163505,147
embedding_mean_696,0.0010720043630984897,0.00027676570293055594,0.0008229401401026276,0.0015017966170703051,148
embedding_mean_191,0.0010652216479338356,0.000417984103360064,0.0005045957934518761,0.0014835759588776956,149
embedding_std_28,0.0010458832711712556,0.00034504521163459677,0.0005270158502532507,0.001400497217999833,150
embedding_std_27,0.0010362557538507,0.00043005801792956076,0.0005921022890737412,0.0017262572676692862,151
embedding_mean_834,0.0010154481345512646,0.0001556462911151488,0.000779483916808286,0.0011813795282626077,152
embedding_std_318,0.0010043426117294688,0.0004875879957178155,0.00050386104684095,0.001759056451868033,153
embedding_mean_42,0.0009995667227892554,0.000272653728638075,0.0006681554374889942,0.0013793146779780207,154
embedding_mean_507,0.0009951886287758844,8.27055905320817e-05,0.0008675962716134427,0.0010724308351864834,155
embedding_mean_145,0.0009927016965113214,0.00050093164478922,0.0006544980908163205,0.0017863919011125193,156
embedding_std_15,0.0009869684063132517,0.00042772563519599314,0.0006147820763734625,0.0016964192825090322,157
embedding_mean_197,0.0009822581778074371,0.00018000196624871076,0.000777530581891336,0.0012478019966996805,158
embedding_mean_827,0.0009746473318053099,0.00028091871933979043,0.0006269140482443934,0.0013345356133703263,159
