trait,environment,broad_sense_h2,genotype_vcov,residual_vcov,phenotypic_v_for_h2,total_vcov,mean_environments_per_genotype_harmonic,mean_plot_reps_per_genotype_environment_harmonic,mean_plot_reps_per_genotype_harmonic,genotype_x_environment_vcov,n_plot_means,n_genotypes,model,heritability_method,converged,has_warning,boundary_solution,boundary_vcov_sources,genotype_boundary,singular,h2_reliable,status,warning,error
embedding_mean_0,Nebraska2025,0.2103957162326166,0.00039835861042830526,0.002639314802583745,0.0018933779525618958,0.003987197369438869,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_1,Nebraska2025,0.31532514451983035,0.0009381447039937595,0.0035961681358755646,0.00297516617465551,0.006932739223120963,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_2,Nebraska2025,0.31223124265770547,0.0014154995283739771,0.005504529418779004,0.004533497405081171,0.010829228291722568,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_3,Nebraska2025,0.4115059646922129,0.0015433830668459517,0.003896584009146484,0.0037505727723784747,0.005911129293966438,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,"block,row",False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_4,Nebraska2025,0.08809338185697317,0.00025733300662810074,0.004702696606630952,0.0029211389233064293,0.005540109056462732,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_5,Nebraska2025,0.15161453037616476,0.00018415482972223172,0.00181919767385529,0.0012146252029098564,0.003076787207843815,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_6,Nebraska2025,0.34553677877012556,0.0008986073888201348,0.0030047291663336784,0.002600612855217792,0.004703312767550738,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_7,Nebraska2025,0.3224511438519952,0.0006693905910202043,0.0024831369943775178,0.0020759442283989973,0.003864528490119453,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_8,Nebraska2025,0.4017488048487464,0.0015166056460044126,0.0039869981293729675,0.0037750097267256247,0.006678485787637306,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_9,Nebraska2025,0.31287063377008095,0.0009656806075692953,0.003744135866057759,0.003086517248144626,0.0073489086132577245,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_10,Nebraska2025,0.274853016770244,0.000661176109134489,0.003079548660870788,0.002405562496289358,0.0056758859374437635,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_11,Nebraska2025,0.37780827542857487,0.0010750599410449813,0.0031255742881414013,0.002845517186793921,0.005119605305499202,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_12,Nebraska2025,0.25499840546235125,0.0005813173596892702,0.0029983160663056988,0.002279690175455225,0.004801735650724547,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_13,Nebraska2025,0.2650519511447635,0.0005816834310757331,0.002847453961924567,0.0021946015811746843,0.004221272129597984,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,block,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_14,Nebraska2025,0.31188107464230086,0.0007469346099356905,0.0029093866776220595,0.002394934065147609,0.005282024603810424,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_15,Nebraska2025,0.3488227025118326,0.0009400732950051924,0.003098136913307563,0.0026949888531790835,0.005585022062051908,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,block,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_16,Nebraska2025,0.2652989640564522,0.000562140174104108,0.002748299785315121,0.0021188932120537484,0.0044946729568750045,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,block,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_17,Nebraska2025,0.29141811363107767,0.0006938944926731516,0.0029785941083540096,0.0023810959587487793,0.0044208591447799156,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_18,Nebraska2025,0.3256108809643642,0.0012326325763014692,0.004507021900817087,0.003785600077770043,0.0067644662746005274,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_19,Nebraska2025,0.3424332045047466,0.0014176960777954094,0.004806085856304988,0.004140066030821372,0.009035348623608653,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_20,Nebraska2025,0.1991093354781382,0.0009071078500149699,0.006441468922042906,0.004555827821114739,0.010558935951165725,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_21,Nebraska2025,0.19402700802347103,0.000553049392889891,0.004055707296842965,0.0028503732471254197,0.005335843155373603,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_22,Nebraska2025,0.31645190475182755,0.0007976444663933313,0.003041691065177391,0.002520586712912572,0.004744033487811571,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_23,Nebraska2025,0.29366092949042266,0.0009386078580333093,0.003985617602728871,0.00319622995017429,0.0065365438343030595,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_24,Nebraska2025,0.2975182715155788,0.001010389508438017,0.0042116725724603956,0.0033960586799964333,0.007272008235253091,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,"block,row",False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_25,Nebraska2025,0.24593544549919583,0.00033228326065607805,0.0017986234293281614,0.001351099513051544,0.002953987502119227,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_26,Nebraska2025,0.32907651306745145,0.0014930888887853173,0.005374105083076688,0.004537208914934856,0.008175815210442684,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_27,Nebraska2025,0.22362220050046575,0.0007214397938790707,0.004421836369603822,0.0032261546137391135,0.006616243158520047,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_28,Nebraska2025,0.04412717512889318,8.759041071004369e-05,0.003349615314069937,0.001984953953073059,0.00426511280124172,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_29,Nebraska2025,0.31231267220935227,0.0006566710104666857,0.0025526639293358077,0.0021026076393931914,0.003752774310298437,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_30,Nebraska2025,0.2519612324769271,0.0004643970061791633,0.002434020184121076,0.001843128808403847,0.004496421821567096,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_31,Nebraska2025,0.1699981512434736,0.0013124287563451528,0.011312405933687654,0.0077202531130204765,0.01831294635012154,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_32,Nebraska2025,0.2850969938222329,0.000727859045389276,0.0032221529433420887,0.002553022519217159,0.004510697865842798,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_33,Nebraska2025,0.06572725996446423,0.00013677663908676993,0.003432293828664062,0.0020809727829932192,0.005400870181396753,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_34,Nebraska2025,0.3802892631007076,0.0006106898412006118,0.001756871647987312,0.0016058561217882448,0.0030449995691301224,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_35,Nebraska2025,0.18296042189038936,0.001737594734820523,0.013698682991961735,0.009497107171416051,0.02019769794793377,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,"block,row",False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_36,Nebraska2025,0.19057853387960533,0.0004980035588027284,0.0037340279513688223,0.0026131146497188054,0.00546724086385106,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,"block,row",False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_37,Nebraska2025,0.29926467937642737,0.0007869261926972055,0.003252946564721381,0.0026295324738519425,0.004952511461069259,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_38,Nebraska2025,0.21247491692976808,0.0006028954975393905,0.003944964956034918,0.002837490214144538,0.0052021357020750735,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,"block,row",False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_39,Nebraska2025,0.2938461297600572,0.0005782498735075573,0.002453235819567992,0.0019678662229777625,0.003212635549007539,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_40,Nebraska2025,0.18681739949591022,0.0005728055594171994,0.004401719479330626,0.003066125323245061,0.006858247709982845,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_41,Nebraska2025,0.2619073955422484,0.0005441606912770323,0.00270728913447472,0.00207768356502653,0.003676393974024784,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,"block,row",False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_42,Nebraska2025,0.35159454930063844,0.0007576744459997788,0.0024667864004041034,0.0021549664165922923,0.004996830954197411,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_43,Nebraska2025,0.23434031474829128,0.0004383376418245935,0.0025283775211978185,0.0018705174237536508,0.003136996282548144,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_44,Nebraska2025,0.13903715493409388,0.00032145153366911096,0.0035140943818505166,0.002311982964708137,0.004738929644923694,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_45,Nebraska2025,0.22895361828157837,0.00029332189714784455,0.0017439011315583688,0.0012811411295850451,0.0024495448121784657,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_46,Nebraska2025,0.1790675739229478,0.0005341884425640997,0.004323438944067959,0.002983166806034683,0.007441603972165095,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_47,Nebraska2025,0.3756430346826861,0.0013845225973451976,0.004062581169010132,0.0036857401030069253,0.007432465543310531,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_48,Nebraska2025,0.22182487308478835,0.0005038848599143908,0.003120633705465054,0.002271543551032667,0.004932189742867843,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_49,Nebraska2025,0.35048102273668574,0.0020031481103232793,0.006553673190430661,0.005715425316560527,0.011544067407620037,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_50,Nebraska2025,0.38194397185004775,0.001736244814075037,0.004960021170964559,0.004545810228827728,0.008075535845795356,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_51,Nebraska2025,0.22799031236139522,0.0005483914841307258,0.003278245250570721,0.0024053280091193164,0.005050060218444488,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_52,Nebraska2025,0.3251828492383845,0.0006286593388337227,0.0023031288382423464,0.001933248756218586,0.0033379793573223727,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_53,Nebraska2025,0.2895424903364456,0.0010073156933939494,0.004363508093693285,0.0034789909150241068,0.007369926459343798,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,"block,row",False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_54,Nebraska2025,0.27366327896556275,0.0006992280706076511,0.003276307920043055,0.0025550672097868145,0.005745718566911275,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_55,Nebraska2025,0.2829197224085354,0.0006976299905643926,0.003121577192786996,0.0024658231127380244,0.004415000683697783,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_56,Nebraska2025,0.1964405858383239,0.0003950379600437442,0.0028527911908599684,0.0020109793419618056,0.004117162024432672,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,"block,row",False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_57,Nebraska2025,0.12860448529939653,0.0005693802213650874,0.0068109228914669685,0.004427374519944206,0.008999092622937414,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_58,Nebraska2025,0.1965277004485322,0.0005026842019157673,0.003628162705407328,0.0025578287476447276,0.004766505941388183,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_59,Nebraska2025,0.21390935113681456,0.0009572334586947621,0.006210193210186442,0.004474949101605773,0.0111614097602733,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,block,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_60,Nebraska2025,0.11441144559465938,0.00026254631374794825,0.003587672808414959,0.002294755672243719,0.005898866265514022,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_61,Nebraska2025,0.2058738763309462,0.0003275676791813527,0.0022306614752999076,0.0015911085224566395,0.0034645217278189743,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_62,Nebraska2025,0.32718059887871404,0.0016100000898179045,0.005844955988798963,0.004920829949378301,0.011238723870407401,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,"block,row",False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_63,Nebraska2025,0.26574427899653996,0.0007458483233686702,0.003638130851673292,0.002806639248020768,0.007757949853049071,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_64,Nebraska2025,0.28360864149227805,0.0007497627163697821,0.003343482861222167,0.002643652578513537,0.007146655482720351,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_65,Nebraska2025,0.4550871736470801,0.0013404875999891092,0.0028336070099420894,0.0029455622518349783,0.004381185048723414,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_66,Nebraska2025,0.12838000399530333,0.00043434206817562687,0.00520602293506795,0.003383253268877581,0.00815281354706783,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_67,Nebraska2025,0.26219113760604906,0.0011580268305666852,0.005752927003422302,0.004416727587134006,0.009109414832567459,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_68,Nebraska2025,0.2949934230461728,0.0011246859035348553,0.00474522127664003,0.0038125795887958415,0.00806536215410669,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_69,Nebraska2025,0.2380682134497245,0.0005471307124045189,0.00309136407145121,0.002298209846985988,0.005312249857128769,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_70,Nebraska2025,0.3389498317835433,0.0009099106246312436,0.003132868135535211,0.0026844994135070744,0.004607244155941638,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_71,Nebraska2025,0.31279252726816137,0.00037003627103487853,0.0014352256327761312,0.0011830086679712822,0.002479244305075445,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,True,row,False,False,True,ok,,
embedding_mean_72,Nebraska2025,0.29275026020312345,0.0006082783812202672,0.0025943123921213836,0.0020778064579625513,0.003912284086244788,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_73,Nebraska2025,0.35859412299368476,0.0009253892699242495,0.00292212378173212,0.0025806035586939794,0.006613304690741946,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_74,Nebraska2025,0.24705903608553148,0.0008279172711568857,0.004454423528091314,0.003351090833489134,0.005601284781905783,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_75,Nebraska2025,0.23661757856274354,0.0005509918732860749,0.003138229675863317,0.0023286176649803267,0.004671739400299507,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_76,Nebraska2025,0.10072515920256266,0.00021680122236177767,0.003417122824378665,0.0021524038688862336,0.0042956987888733604,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,True,False,False,,False,False,True,ok,,
embedding_mean_77,Nebraska2025,0.3764745979526015,0.000758439037497029,0.0022176016360693504,0.002014582236415635,0.0035468414953286507,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,row,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_78,Nebraska2025,0.3694500552594149,0.0038366900027828783,0.011560186712947272,0.010384867854706069,0.016897026847141366,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,block,False,True,False,ok,boundary (singular) fit: see help('isSingular'),
embedding_mean_79,Nebraska2025,0.19048948442829905,0.0008557219818263847,0.006419904365299489,0.004492226877481426,0.014022030883895562,,,1.76540512099134,,1953,954,trait ~ mask_pixels_scaled + (1|row) + (1|column) + (1|block) + (1|device) + (1|genotype),lme4_2.0.1_reml_line_mean,False,True,True,"block,row",False,True,False,ok,boundary (singular) fit: see help('isSingular'),
