genotype,dry,fresh,water_frac,peak_dose
PI533938,-0.5065377989955735,-0.5179080025111586,-0.0694694878239901,0.0
PI533940,-0.9555493227764306,-0.8801435550189372,-0.0232136612186934,0.0
PI533943,0.831698437414178,1.0841115865654978,0.9669849960374576,2.0
PI533948,-0.2960537498050917,-0.4447572229233162,-0.4242780350437248,0.0
PI533949,-0.519513592818716,-0.8043864596266349,-1.402366070570392,0.0
PI533954,-0.7756847881047542,-0.7513005828126482,-0.0450091140677553,0.0
PI533955,-0.752341477299296,-0.6073805708894497,0.4945808434308659,0.0
PI533956,-0.7728998733653558,-0.5565304507774109,0.7636824492358428,0.0
PI533957,-1.0749760339835568,-0.9670950705853298,0.0653863198090819,0.0
PI533962,-0.1565632760129444,-0.4162260550214111,-0.8110698156256418,0.0
PI533964,0.4244466077970754,0.5483853952679418,0.6210676728609104,0.0
PI533965,0.3467041389443326,0.3879175298531446,0.5166484015065418,0.0
PI533967,0.4225201580140454,0.3472312869060386,0.087507431468587,0.0
PI533970,1.0416679567044107,1.269026650789896,0.8747046192868106,0.0
PI533972,0.2473849750970386,0.2816187393687829,0.2024637409038856,0.0
PI533976,-0.4303499962091206,-0.6003636863659989,-0.6785311256438766,0.0
PI533979,-0.7411269188510566,-0.8622394533103409,-0.7190211861925236,0.0
PI533980,0.2654252356773009,-0.0103032087951926,-0.3118052445221784,0.0
PI533985,-0.1542228198004286,-0.1421429514548702,0.2504273579923164,0.0
PI533986,-0.4895438911982448,-0.6674891127363657,-0.9559646246454812,0.0
PI533987,-0.6856931786361874,-0.4677617403894643,0.814368198782493,0.0
PI533989,0.0826572755632209,0.2723864831337304,0.8965852144455998,0.0
PI533991,-0.5260773438144177,-0.5832652509366137,-0.45986735548402,0.0
PI533996,-0.580801408310869,-0.6617577803103818,-0.3667584999754525,0.0
PI533997,-0.913250027051034,-1.050683810301583,-1.4504605781332844,0.0
PI534009,0.4509582141115688,0.9554374638646996,1.4995010236311788,0.0
PI534021,1.283701965930402,1.3601051964481818,0.6024913618881222,0.0
PI534028,2.073682587765101,2.1732424109292587,0.7794005673847081,0.0
PI534037,-0.3958895263020557,-0.6710002987596347,-1.164325804124226,0.0
PI534046,-0.7813930247057668,-0.9042190839045724,-0.8251012452267755,0.0
PI534047,-0.630763794480775,-0.9577542494706937,-1.98815049300723,0.0
PI534053,0.1305949100787153,0.2694179093506665,0.5035840492078769,0.0
PI534054,-0.3273229036597794,-0.2238825206101685,0.3256285767195724,0.0
PI534063,-0.804033744221959,-0.9812110598316724,-1.146147642846595,0.0
PI534070,0.5497986805920142,0.1037223004047007,-0.9704705453071618,0.0
PI534075,-0.6040836413590815,-0.6326685648639108,-0.1747800497868184,0.0
PI534079,-0.4846076230100579,-0.0510668630737289,1.2142307542026258,0.0
PI534088,0.0134852605475423,-0.1765875970490201,-0.4274137308971418,0.0
PI534092,-0.0086697922354147,-0.175977142149836,-0.2683826721625145,0.0
PI534096,-0.4182048186817257,-0.4270103426948357,-0.1336113844787907,0.0
PI534097,-0.544858947147657,-0.5344739000602696,0.0333042957246244,0.0
PI534099,-0.72831824862301,-0.8745408328161854,-0.9681662493678238,0.0
