image_id,ExG_P20_disease_pct,genotype,score_A,score_B,human_score
1114_LeafPhotoA_2025-09-08 09_56_53.006,0.06,SC0860,2.5,NA,2.5
1115_LeafPhotoA_2025-09-08 09_57_42.464,0.94,PI597972,2.5,NA,2.5
1115_LeafPhotoA_2025-09-08 09_58_09.096,1.48,PI597972,3,NA,3
1115_LeafPhotoA_2025-09-08 09_58_32.273,1.83,PI597972,3,NA,3
1116_LeafPhotoA_2025-09-08 09_59_24.734,0.02,PI534135,1.5,NA,1.5
1116_LeafPhotoA_2025-09-08 09_59_50.648,0.06,PI534135,2.5,NA,2.5
1116_LeafPhotoA_2025-09-08 10_00_12.748,0.02,PI534135,2,NA,2
1117_LeafPhotoA_2025-09-08 10_00_48.141,0.23,PI576365,2,NA,2
1117_LeafPhotoA_2025-09-08 10_01_14.938,0.88,PI576365,3,NA,3
1117_LeafPhotoA_2025-09-08 10_01_40.986,0.27,PI576365,2.5,NA,2.5
1118_LeafPhotoA_2025-09-08 10_02_17.783,0.22,PI533988,1.5,2,1.75
1118_LeafPhotoA_2025-09-08 10_02_36.914,0.09,PI533988,2,NA,2
1118_LeafPhotoA_2025-09-08 10_03_02.378,0,PI533988,1,1,1
1119_LeafPhotoA_2025-09-08 10_03_34.150,0.72,PI534100,2,NA,2
1119_LeafPhotoA_2025-09-08 10_03_58.358,0.33,PI534100,1.5,2,1.75
1120_LeafPhotoA_2025-09-08 10_05_09.393,0.21,PI655987,2.5,NA,2.5
1120_LeafPhotoA_2025-09-08 10_05_30.399,0.36,PI655987,2,NA,2
1120_LeafPhotoA_2025-09-08 10_05_52.986,0.64,PI655987,2.5,NA,2.5
1121_LeafPhotoA_2025-09-08 10_06_22.472,0.16,PI533968,2.5,NA,2.5
1121_LeafPhotoA_2025-09-08 10_06_38.077,0.19,PI533968,1.5,1.5,1.5
1121_LeafPhotoA_2025-09-08 10_06_53.769,5.14,PI533968,3,3,3
1122_LeafPhotoA_2025-09-08 10_07_20.326,2.04,PI534069,2.5,NA,2.5
1122_LeafPhotoA_2025-09-08 10_07_49.073,2.16,PI534069,2.5,2.5,2.5
1122_LeafPhotoA_2025-09-08 10_08_12.180,2.17,PI534069,2,2.5,2.25
1123_LeafPhotoA_2025-09-08 10_08_49.730,0.71,PI534002,2.5,NA,2.5
1123_LeafPhotoA_2025-09-08 10_09_09.535,0.09,PI534002,1.5,1.5,1.5
1123_LeafPhotoA_2025-09-08 10_09_23.984,0.7,PI534002,2.5,NA,2.5
1124_LeafPhotoA_2025-09-08 10_10_04.044,0.87,PI597945,2.5,NA,2.5
1124_LeafPhotoA_2025-09-08 10_10_32.893,0.52,PI597945,2.5,NA,2.5
1124_LeafPhotoA_2025-09-08 10_10_51.695,1.99,PI597945,1.5,NA,1.5
1125_LeafPhotoA_2025-09-08 10_11_23.578,0.64,PI595708,3,NA,3
1125_LeafPhotoA_2025-09-08 10_12_23.672,0.47,PI595708,2,1.5,1.75
1125_LeafPhotoA_2025-09-08 10_13_03.747,0.26,PI595708,1.5,1,1.25
1126_LeafPhotoA_2025-09-08 10_13_29.753,5.67,PI597981,3.5,NA,3.5
1126_LeafPhotoA_2025-09-08 10_13_57.176,0.67,PI597981,3,NA,3
1126_LeafPhotoA_2025-09-08 10_14_23.671,2.32,PI597981,3,NA,3
1127_LeafPhotoA_2025-09-08 10_15_03.979,1.61,PI534153,3,NA,3
1127_LeafPhotoA_2025-09-08 10_15_24.325,2.88,PI534153,2.5,2.5,2.5
1127_LeafPhotoA_2025-09-08 10_15_40.241,0.8,PI534153,2,NA,2
1128_LeafPhotoA_2025-09-08 10_16_08.428,0.27,NA,2,NA,2
1128_LeafPhotoA_2025-09-08 10_16_35.243,0.36,NA,2.5,NA,2.5
1128_LeafPhotoA_2025-09-08 10_16_55.291,0.15,NA,1.5,NA,1.5
1129_LeafPhotoA_2025-09-08 10_17_39.978,3.9,PI656046,3,NA,3
1129_LeafPhotoA_2025-09-08 10_18_06.081,4.89,PI656046,4,NA,4
1129_LeafPhotoA_2025-09-08 10_18_24.399,1.43,PI656046,3,NA,3
1130_LeafPhotoA_2025-09-08 10_19_32.229,2.28,PI656067,2.5,NA,2.5
1130_LeafPhotoA_2025-09-08 10_20_05.265,2.73,PI656067,3,3.5,3.25
1130_LeafPhotoA_2025-09-08 10_20_33.571,0.03,PI656067,2,1.5,1.75
1131_LeafPhotoA_2025-09-08 10_20_55.815,0.17,PI597947,2,NA,2
1131_LeafPhotoA_2025-09-08 10_21_15.490,0.1,PI597947,3,NA,3
1131_LeafPhotoA_2025-09-08 10_21_33.523,0.2,PI597947,2.5,NA,2.5
1132_LeafPhotoA_2025-09-08 10_22_32.821,0.04,PI533759,1.5,NA,1.5
1132_LeafPhotoA_2025-09-08 10_23_11.796,0.18,PI533759,2.5,NA,2.5
1133_LeafPhotoA_2025-09-08 10_23_49.097,0.27,SC0652,2.5,NA,2.5
1133_LeafPhotoA_2025-09-08 10_24_21.231,0.15,SC0652,3.5,NA,3.5
1133_LeafPhotoA_2025-09-08 10_24_42.824,0.65,SC0652,3,NA,3
1134_LeafPhotoA_2025-09-08 10_25_05.676,0.04,PI576374,3,NA,3
1134_LeafPhotoA_2025-09-08 10_25_22.077,0.05,PI576374,2,2,2
1134_LeafPhotoA_2025-09-08 10_25_38.944,0.05,PI576374,2.5,NA,2.5
1135_LeafPhotoA_2025-09-08 10_26_12.206,0.95,PI656086,2.5,NA,2.5
1135_LeafPhotoA_2025-09-08 10_26_37.579,0.02,PI656086,1,NA,1
1135_LeafPhotoA_2025-09-08 10_27_12.155,0.08,PI656086,1.5,NA,1.5
1136_LeafPhotoA_2025-09-08 10_28_06.923,0.22,PI656105,2.5,NA,2.5
1136_LeafPhotoA_2025-09-08 10_28_29.129,0,PI656105,1.5,1.5,1.5
1136_LeafPhotoA_2025-09-08 10_28_43.366,0.2,PI656105,2.5,NA,2.5
1137_LeafPhotoA_2025-09-08 10_29_15.612,0.18,PI534121,1,NA,1
1137_LeafPhotoA_2025-09-08 10_29_33.365,0.08,PI534121,2.5,NA,2.5
1137_LeafPhotoA_2025-09-08 10_30_17.775,0.21,PI534121,2,1,1.5
1138_LeafPhotoA_2025-09-08 10_30_50.978,0.83,PI533841,2,2.5,2.25
1138_LeafPhotoA_2025-09-08 10_31_08.551,1.64,PI533841,3,NA,3
1138_LeafPhotoA_2025-09-08 10_31_28.640,2.09,PI533841,3,NA,3
1139_LeafPhotoA_2025-09-08 10_32_13.831,0.33,PI533920,3,NA,3
1139_LeafPhotoA_2025-09-08 10_32_30.914,0.04,PI533920,2,NA,2
1139_LeafPhotoA_2025-09-08 10_32_54.266,0.37,PI533920,3,NA,3
1140_LeafPhotoA_2025-09-08 10_33_49.348,0.08,PI533772,2,NA,2
1140_LeafPhotoA_2025-09-08 10_34_08.475,1.52,PI533772,3,NA,3
1141_LeafPhotoA_2025-09-08 10_34_36.614,0.17,PI533962,2.5,NA,2.5
1141_LeafPhotoA_2025-09-08 10_34_59.433,2.39,PI533962,2.5,NA,2.5
1141_LeafPhotoA_2025-09-08 10_35_31.807,0.05,PI533962,1.5,NA,1.5
1142_LeafPhotoA_2025-09-08 10_36_24.487,0.21,PI595703,1.5,NA,1.5
1142_LeafPhotoA_2025-09-08 10_36_54.046,0.2,PI595703,2.5,NA,2.5
1142_LeafPhotoA_2025-09-08 10_37_21.587,0,PI595703,1,1,1
1143_LeafPhotoA_2025-09-08 10_37_49.962,10.88,SC0871,4,NA,4
1143_LeafPhotoA_2025-09-08 10_38_21.557,27.63,SC0871,4,4.5,4.25
1143_LeafPhotoA_2025-09-08 10_38_47.981,17.73,SC0871,3.5,NA,3.5
1144_LeafPhotoA_2025-09-08 10_39_57.505,3.45,PI533817,3.5,NA,3.5
1144_LeafPhotoA_2025-09-08 10_40_26.306,0.78,PI533817,2,2.5,2.25
1145_LeafPhotoA_2025-09-08 10_41_08.586,0.4,NA,2,NA,2
1145_LeafPhotoA_2025-09-08 10_41_37.289,0.33,NA,1.5,1.5,1.5
1145_LeafPhotoA_2025-09-08 10_41_59.930,0.37,NA,1.5,NA,1.5
1146_LeafPhotoA_2025-09-08 10_42_38.302,0.01,PI533847,1.5,NA,1.5
1146_LeafPhotoA_2025-09-08 10_42_56.482,0.12,PI533847,2.5,NA,2.5
1146_LeafPhotoA_2025-09-08 10_43_16.185,0.19,PI533847,2.5,NA,2.5
1147_LeafPhotoA_2025-09-08 10_43_48.976,1.53,PI533976,2.5,NA,2.5
1147_LeafPhotoA_2025-09-08 10_44_08.415,0.25,PI533976,2.5,NA,2.5
1147_LeafPhotoA_2025-09-08 10_44_29.060,1.99,PI533976,2.5,NA,2.5
1148_LeafPhotoA_2025-09-08 10_45_23.150,3.06,PI576414,3,NA,3
1148_LeafPhotoA_2025-09-08 10_45_54.020,1.01,PI576414,3,NA,3
1148_LeafPhotoA_2025-09-08 10_46_19.368,0.11,PI576414,3,NA,3
1149_LeafPhotoA_2025-09-08 10_46_42.123,0.55,PI576378,2,3.5,2.75
1149_LeafPhotoA_2025-09-08 10_47_03.744,0.45,PI576378,3,NA,3
1149_LeafPhotoA_2025-09-08 10_47_32.215,2.51,PI576378,2.5,2,2.25
1150_LeafPhotoA_2025-09-08 10_48_11.571,5.28,SC0027,2,1.5,1.75
1150_LeafPhotoA_2025-09-08 10_48_38.053,0.06,SC0027,2.5,NA,2.5
1150_LeafPhotoA_2025-09-08 10_48_59.635,0.23,SC0027,2,NA,2
1151_LeafPhotoA_2025-09-08 16_59_29.011,0,PI576354,1.5,2.5,2
1151_LeafPhotoA_2025-09-08 17_00_01.150,1.4,PI576354,3,NA,3
1151_LeafPhotoA_2025-09-08 17_00_17.575,0.05,PI576354,2.5,NA,2.5
1152_LeafPhotoA_2025-09-08 16_57_46.339,2.55,PI533777,3.5,NA,3.5
1152_LeafPhotoA_2025-09-08 16_58_21.742,0.28,PI533777,2,2,2
1152_LeafPhotoA_2025-09-08 16_58_45.213,0.28,PI533777,3,NA,3
1153_LeafPhotoA_2025-09-08 16_56_31.378,0.21,PI597982,3,NA,3
1153_LeafPhotoA_2025-09-08 16_56_51.165,0.01,PI597982,2.5,NA,2.5
1153_LeafPhotoA_2025-09-08 16_57_12.409,0.04,PI597982,2.5,NA,2.5
1154_LeafPhotoA_2025-09-08 16_55_14.008,0.01,PI533999,3,NA,3
1154_LeafPhotoA_2025-09-08 16_55_32.237,0,PI533999,2.5,NA,2.5
1154_LeafPhotoA_2025-09-08 16_55_54.587,0.01,PI533999,2,NA,2
1155_LeafPhotoA_2025-09-08 16_53_26.883,0.05,PI533903,2.5,NA,2.5
1155_LeafPhotoA_2025-09-08 16_53_48.092,0.09,PI533903,2,1.5,1.75
1155_LeafPhotoA_2025-09-08 16_54_35.831,0.01,PI533903,1.5,NA,1.5
1156_LeafPhotoA_2025-09-08 16_51_40.451,0.07,PI641824,2.5,NA,2.5
1156_LeafPhotoA_2025-09-08 16_52_15.162,0.07,PI641824,1.5,2,1.75
1156_LeafPhotoA_2025-09-08 16_52_57.211,0.32,PI641824,3,NA,3
1157_LeafPhotoA_2025-09-08 16_50_24.357,1.3,PI533801,2,3,2.5
1157_LeafPhotoA_2025-09-08 16_50_48.963,1.01,PI533801,3,NA,3
1157_LeafPhotoA_2025-09-08 16_51_09.176,0.2,PI533801,2,NA,2
1158_LeafPhotoA_2025-09-08 16_48_52.735,1.16,PI534088,2,NA,2
1158_LeafPhotoA_2025-09-08 16_49_27.616,1.14,PI534088,3,NA,3
1158_LeafPhotoA_2025-09-08 16_49_58.058,0.03,PI534088,1.5,NA,1.5
1159_LeafPhotoA_2025-09-08 16_47_54.035,0.01,PI659753,1.5,1,1.25
1159_LeafPhotoA_2025-09-08 16_48_08.020,0.04,PI659753,2.5,NA,2.5
1159_LeafPhotoA_2025-09-08 16_48_24.109,1.13,PI659753,3,NA,3
1160_LeafPhotoA_2025-09-08 16_46_05.404,1.46,SC0159,3.5,NA,3.5
1160_LeafPhotoA_2025-09-08 16_46_51.942,0.04,SC0159,2,NA,2
1160_LeafPhotoA_2025-09-08 16_47_23.883,9.49,SC0159,3,NA,3
1161_LeafPhotoA_2025-09-08 16_45_12.965,0.33,PI576350,2.5,NA,2.5
1161_LeafPhotoA_2025-09-08 16_45_23.833,0.12,PI576350,3,NA,3
1161_LeafPhotoA_2025-09-08 16_45_39.714,0,PI576350,3.5,NA,3.5
1162_LeafPhotoA_2025-09-08 16_43_44.001,2.77,PI655981,2.5,NA,2.5
1162_LeafPhotoA_2025-09-08 16_44_28.928,0.06,PI655981,1.5,NA,1.5
1162_LeafPhotoA_2025-09-08 16_44_44.447,0.07,PI655981,2.5,NA,2.5
1163_LeafPhotoA_2025-09-08 16_42_10.758,0.09,PI534093,1.5,1,1.25
1163_LeafPhotoA_2025-09-08 16_43_05.979,1.7,PI534093,3.5,NA,3.5
1164_LeafPhotoA_2025-09-08 16_41_07.769,0.02,PI595729,2.5,NA,2.5
1164_LeafPhotoA_2025-09-08 16_41_25.344,0.01,PI595729,2,NA,2
1164_LeafPhotoA_2025-09-08 16_41_39.534,0,PI595729,2,NA,2
1165_LeafPhotoA_2025-09-08 16_39_18.501,0.38,PI534061,3,NA,3
1165_LeafPhotoA_2025-09-08 16_39_46.444,0.11,PI534061,1.5,NA,1.5
1165_LeafPhotoA_2025-09-08 16_40_06.930,0.01,PI534061,2.5,NA,2.5
1166_LeafPhotoA_2025-09-08 16_38_04.088,0,PI656109,2.5,NA,2.5
1166_LeafPhotoA_2025-09-08 16_38_17.988,0,PI656109,2.5,NA,2.5
1166_LeafPhotoA_2025-09-08 16_38_31.082,0.01,PI656109,1.5,NA,1.5
1167_LeafPhotoA_2025-09-08 16_36_51.710,0.13,SC0616,2,NA,2
1167_LeafPhotoA_2025-09-08 16_37_11.962,0.38,SC0616,2,1.5,1.75
1167_LeafPhotoA_2025-09-08 16_37_34.329,0.1,SC0616,2.5,NA,2.5
1168_LeafPhotoA_2025-09-08 16_35_21.707,0.17,PI534133,2,NA,2
1168_LeafPhotoA_2025-09-08 16_35_40.609,0.8,PI534133,3,NA,3
1168_LeafPhotoA_2025-09-08 16_36_01.267,0.07,PI534133,2,NA,2
1169_LeafPhotoA_2025-09-08 16_34_08.310,0,PI534102,1.5,NA,1.5
1169_LeafPhotoA_2025-09-08 16_34_32.395,0,PI534102,1,NA,1
1169_LeafPhotoA_2025-09-08 16_34_51.077,0.05,PI534102,2.5,NA,2.5
1170_LeafPhotoA_2025-09-08 16_32_45.562,0.02,PI534149,1.5,2,1.75
1170_LeafPhotoA_2025-09-08 16_33_09.280,0.12,PI534149,1.5,NA,1.5
1170_LeafPhotoA_2025-09-08 16_33_32.773,0.02,PI534149,2,NA,2
1171_LeafPhotoA_2025-09-08 16_30_33.870,0.26,PI533963,2,2,2
1171_LeafPhotoA_2025-09-08 16_31_27.281,0,PI533963,1.5,1,1.25
1171_LeafPhotoA_2025-09-08 16_32_06.873,0.12,PI533963,2,NA,2
1172_LeafPhotoA_2025-09-08 16_28_54.331,0.01,PI276837,2.5,NA,2.5
1172_LeafPhotoA_2025-09-08 16_29_18.586,0,PI276837,2,NA,2
1172_LeafPhotoA_2025-09-08 16_30_06.055,0.03,PI276837,2,NA,2
1173_LeafPhotoA_2025-09-08 16_27_48.628,1.01,PI597953,3,NA,3
1173_LeafPhotoA_2025-09-08 16_28_11.383,1,PI597953,2.5,NA,2.5
1173_LeafPhotoA_2025-09-08 16_28_29.349,0.43,PI597953,2,NA,2
1174_LeafPhotoA_2025-09-08 16_26_09.463,0,PI656012,2,NA,2
1174_LeafPhotoA_2025-09-08 16_26_26.879,0,PI656012,2.5,NA,2.5
1174_LeafPhotoA_2025-09-08 16_26_52.134,0.01,PI656012,1.5,1.5,1.5
1175_LeafPhotoA_2025-09-08 16_24_37.781,0.09,PI534008,2,1.5,1.75
1175_LeafPhotoA_2025-09-08 16_25_03.869,0,PI534008,2,NA,2
1175_LeafPhotoA_2025-09-08 16_25_27.149,0.02,PI534008,1.5,NA,1.5
1176_LeafPhotoA_2025-09-08 16_22_58.961,0.01,PI534041,2,NA,2
1176_LeafPhotoA_2025-09-08 16_23_35.938,0.35,PI534041,3.5,NA,3.5
1176_LeafPhotoA_2025-09-08 16_24_00.200,0.01,PI534041,1.5,NA,1.5
1177_LeafPhotoA_2025-09-08 16_21_29.985,7.75,PI576406,3.5,NA,3.5
1177_LeafPhotoA_2025-09-08 16_21_52.403,0.05,PI576406,2.5,NA,2.5
1177_LeafPhotoA_2025-09-08 16_22_14.380,1.14,PI576406,3,NA,3
1178_LeafPhotoA_2025-09-08 16_19_24.244,1.21,PI534141,3.5,NA,3.5
1178_LeafPhotoA_2025-09-08 16_19_57.203,0.4,PI534141,2.5,NA,2.5
1178_LeafPhotoA_2025-09-08 16_20_21.931,0.15,PI534141,3.5,NA,3.5
1179_LeafPhotoA_2025-09-08 16_17_18.972,0.05,PI576368,2,NA,2
1179_LeafPhotoA_2025-09-08 16_17_37.143,0,PI576368,2.5,NA,2.5
1179_LeafPhotoA_2025-09-08 16_18_00.937,0.05,PI576368,3,NA,3
1180_LeafPhotoA_2025-09-08 16_14_42.983,0.53,SC0759,3,NA,3
1180_LeafPhotoA_2025-09-08 16_15_10.466,0.58,SC0759,3.5,NA,3.5
1180_LeafPhotoA_2025-09-08 16_15_29.779,0.04,SC0759,2,2,2
1181_LeafPhotoA_2025-09-08 16_13_30.089,1.67,PI533891,2.5,2.5,2.5
1181_LeafPhotoA_2025-09-08 16_13_46.902,0.56,PI533891,2.5,2.5,2.5
1181_LeafPhotoA_2025-09-08 16_14_15.468,0.38,PI533891,3.5,NA,3.5
1182_LeafPhotoA_2025-09-08 16_12_25.242,0.05,PI533917,2.5,NA,2.5
1182_LeafPhotoA_2025-09-08 16_12_39.461,0,PI533917,2.5,NA,2.5
1182_LeafPhotoA_2025-09-08 16_12_58.388,0,PI533917,1.5,1.5,1.5
1183_LeafPhotoA_2025-09-08 16_10_25.603,0.94,PI534020,4,NA,4
1183_LeafPhotoA_2025-09-08 16_10_58.782,0.61,PI534020,3.5,NA,3.5
1183_LeafPhotoA_2025-09-08 16_11_43.574,3.77,PI534020,3.5,NA,3.5
1184_LeafPhotoA_2025-09-08 16_08_30.015,0.76,PI576383,2.5,3,2.75
1184_LeafPhotoA_2025-09-08 16_08_54.473,0.51,PI576383,3.5,NA,3.5
1184_LeafPhotoA_2025-09-08 16_09_22.530,1.55,PI576383,3.5,NA,3.5
1185_LeafPhotoA_2025-09-08 16_07_03.874,0,PI629059,2.5,NA,2.5
1185_LeafPhotoA_2025-09-08 16_07_28.096,0.03,PI629059,1,NA,1
1185_LeafPhotoA_2025-09-08 16_07_58.771,0,PI629059,1.5,NA,1.5
1186_LeafPhotoA_2025-09-08 16_05_12.767,0.12,PI576381,2.5,NA,2.5
1186_LeafPhotoA_2025-09-08 16_05_34.142,0.09,PI576381,1.5,1,1.25
1186_LeafPhotoA_2025-09-08 16_05_54.823,0,PI576381,1.5,NA,1.5
1187_LeafPhotoA_2025-09-08 16_02_51.706,0,PI534006,2.5,NA,2.5
1187_LeafPhotoA_2025-09-08 16_03_30.325,0.01,PI534006,2,2,2
1187_LeafPhotoA_2025-09-08 16_04_03.683,0,PI534006,3,NA,3
1188_LeafPhotoA_2025-09-08 16_01_18.490,0.23,PI656003,2.5,NA,2.5
1188_LeafPhotoA_2025-09-08 16_01_44.544,3.36,PI656003,2,2.5,2.25
1188_LeafPhotoA_2025-09-08 16_02_11.270,0.63,PI656003,2.5,NA,2.5
1189_LeafPhotoA_2025-09-08 15_58_05.450,0.18,PI534077,2.5,NA,2.5
1189_LeafPhotoA_2025-09-08 15_58_26.047,0.4,PI534077,2.5,NA,2.5
1189_LeafPhotoA_2025-09-08 15_59_09.423,0.25,PI534077,2.5,NA,2.5
1190_LeafPhotoA_2025-09-08 15_56_14.852,2.06,PI574455,2.5,NA,2.5
1190_LeafPhotoA_2025-09-08 15_56_54.318,0.07,PI574455,3,NA,3
1190_LeafPhotoA_2025-09-08 15_57_15.298,0,PI574455,1.5,NA,1.5
1191_LeafPhotoA_2025-09-08 15_53_40.792,8.29,PI534143,3.5,NA,3.5
1191_LeafPhotoA_2025-09-08 15_54_08.755,0.19,PI534143,2,2.5,2.25
1191_LeafPhotoA_2025-09-08 15_54_25.154,0,PI534143,2,2,2
1192_LeafPhotoA_2025-09-08 15_52_20.871,0.18,NA,1.5,NA,1.5
1192_LeafPhotoA_2025-09-08 15_52_44.412,0.15,NA,2.5,NA,2.5
1192_LeafPhotoA_2025-09-08 15_53_09.891,0.33,NA,2,NA,2
1193_LeafPhotoA_2025-09-08 15_50_58.786,0.03,PI533848,2.5,NA,2.5
1193_LeafPhotoA_2025-09-08 15_51_23.244,0.84,PI533848,3.5,NA,3.5
1193_LeafPhotoA_2025-09-08 15_51_41.936,0,PI533848,2.5,NA,2.5
1194_LeafPhotoA_2025-09-08 15_49_13.610,0.17,PI533866,3,NA,3
1194_LeafPhotoA_2025-09-08 15_49_50.617,0,PI533866,1,NA,1
1194_LeafPhotoA_2025-09-08 15_50_20.191,1.78,PI533866,2.5,NA,2.5
1195_LeafPhotoA_2025-09-08 15_47_39.608,0.18,PI576362,2.5,NA,2.5
1195_LeafPhotoA_2025-09-08 15_48_23.868,0.02,PI576362,2.5,NA,2.5
1196_LeafPhotoA_2025-09-08 15_45_29.366,0.19,SC0854,3,NA,3
1196_LeafPhotoA_2025-09-08 15_46_27.438,0.31,SC0854,2,1.5,1.75
1196_LeafPhotoA_2025-09-08 15_47_01.365,0.86,SC0854,3,NA,3
1197_LeafPhotoA_2025-09-08 09_32_09.193,0.16,PI659692,2,NA,2
1197_LeafPhotoA_2025-09-08 15_42_33.635,0,PI659692,1.5,1,1.25
1197_LeafPhotoA_2025-09-08 15_43_16.821,0,PI659692,2,NA,2
1197_LeafPhotoA_2025-09-08 15_43_50.293,0.05,PI659692,2,NA,2
1198_LeafPhotoA_2025-09-08 09_25_24.531,0.07,PI534080,1.5,1,1.25
1198_LeafPhotoA_2025-09-08 09_27_02.711,0.71,PI534080,3,NA,3
1198_LeafPhotoA_2025-09-08 09_27_47.775,0.36,PI534080,3,NA,3
1198_LeafPhotoA_2025-09-08 15_40_27.792,0.45,PI534080,2,NA,2
1198_LeafPhotoA_2025-09-08 15_40_47.993,1.66,PI534080,3.5,NA,3.5
1198_LeafPhotoA_2025-09-08 15_41_15.856,2.04,PI534080,2.5,NA,2.5
1198_LeafPhotoA_2025-09-09 08_45_40.843,4.23,PI534080,4,NA,4
1198_LeafPhotoA_2025-09-09 08_46_13.604,0.75,PI534080,2,NA,2
1198_LeafPhotoA_2025-09-09 08_47_22.322,0.57,PI534080,3,NA,3
1199_LeafPhotoA_2025-09-08 17_02_26.759,0.08,PI533972,2,NA,2
1199_LeafPhotoA_2025-09-08 17_02_43.707,0.01,PI533972,2.5,NA,2.5
1199_LeafPhotoA_2025-09-08 17_03_02.869,1.72,PI533972,3,NA,3
1200_LeafPhotoA_2025-09-08 17_00_53.346,0,PI656037,1,NA,1
1200_LeafPhotoA_2025-09-08 17_01_20.552,0,PI656037,2,NA,2
1200_LeafPhotoA_2025-09-08 17_01_52.096,0.01,PI656037,1,1,1
1201_LeafPhotoA_2025-09-08 10_44_12.793,0,PI548797,1.5,NA,1.5
1201_LeafPhotoA_2025-09-08 10_44_32.680,0,PI548797,1,NA,1
1201_LeafPhotoA_2025-09-08 10_45_01.777,0.05,PI548797,2,NA,2
1202_LeafPhotoA_2025-09-08 10_45_39.926,0.01,PI576356,1,1,1
1202_LeafPhotoA_2025-09-08 10_45_58.475,0.01,PI576356,1,NA,1
1202_LeafPhotoA_2025-09-08 10_46_25.784,0.03,PI576356,1.5,1,1.25
1203_LeafPhotoA_2025-09-08 09_17_24.189,1.22,SC1166,3,NA,3
1203_LeafPhotoA_2025-09-08 09_17_50.777,0.44,SC1166,2,2,2
1203_LeafPhotoA_2025-09-08 09_19_50.867,2.31,SC1166,2.5,2,2.25
1204_LeafPhotoA_2025-09-08 09_23_23.652,0.31,PI534038,3,NA,3
1204_LeafPhotoA_2025-09-08 09_24_34.513,0,PI534038,2.5,NA,2.5
1204_LeafPhotoA_2025-09-08 09_25_21.477,0.09,PI534038,2.5,NA,2.5
1205_LeafPhotoA_2025-09-08 09_26_48.852,0.1,PI655991,1,NA,1
1205_LeafPhotoA_2025-09-08 09_27_17.999,0.03,PI655991,1.5,1,1.25
1205_LeafPhotoA_2025-09-08 09_28_04.109,0.35,PI655991,2,NA,2
1206_LeafPhotoA_2025-09-08 09_30_08.342,0.33,PI655992,1.5,2.5,2
1206_LeafPhotoA_2025-09-08 09_30_31.899,0.01,PI655992,1.5,NA,1.5
1206_LeafPhotoA_2025-09-08 09_31_09.977,0.01,PI655992,1,NA,1
1207_LeafPhotoA_2025-09-08 09_33_35.033,0.22,PI533855,1,NA,1
1207_LeafPhotoA_2025-09-08 09_34_30.630,0.33,PI533855,2.5,NA,2.5
1207_LeafPhotoA_2025-09-08 09_35_06.843,0.01,PI533855,2,NA,2
1209_LeafPhotoA_2025-09-08 09_36_46.496,0.06,PI595736,1,1,1
1209_LeafPhotoA_2025-09-08 09_37_14.965,0.05,PI595736,1,1.5,1.25
1209_LeafPhotoA_2025-09-08 09_37_46.150,0.12,PI595736,2,NA,2
1210_LeafPhotoA_2025-09-08 09_38_24.164,0.06,PI533878,1.5,1,1.25
1210_LeafPhotoA_2025-09-08 09_39_04.129,0.13,PI533878,1,1.5,1.25
1210_LeafPhotoA_2025-09-08 09_39_32.955,0.06,PI533878,2.5,NA,2.5
1211_LeafPhotoA_2025-09-08 09_40_17.651,1,PI533890,2,3,2.5
1211_LeafPhotoA_2025-09-08 09_40_41.006,0.33,PI533890,2,1.5,1.75
1211_LeafPhotoA_2025-09-08 09_41_08.074,0.11,PI533890,2.5,NA,2.5
1212_LeafPhotoA_2025-09-08 09_42_02.733,0.36,PI534083,3,NA,3
1212_LeafPhotoA_2025-09-08 09_42_24.685,0.18,PI534083,2.5,NA,2.5
1212_LeafPhotoA_2025-09-08 09_42_54.332,1.11,PI534083,2,2.5,2.25
1213_LeafPhotoA_2025-09-08 09_43_59.948,0.35,PI533800,2,NA,2
1213_LeafPhotoA_2025-09-08 09_44_31.820,0.13,PI533800,2.5,NA,2.5
1213_LeafPhotoA_2025-09-08 09_45_05.304,0,PI533800,1,NA,1
1214_LeafPhotoA_2025-09-08 09_46_06.613,0.68,PI533763,2.5,NA,2.5
1214_LeafPhotoA_2025-09-08 09_46_46.292,0.94,PI533763,2.5,NA,2.5
1214_LeafPhotoA_2025-09-08 09_47_10.824,0.21,PI533763,1.5,1.5,1.5
1215_LeafPhotoA_2025-09-08 09_48_15.511,0.2,PI534118,2.5,NA,2.5
1215_LeafPhotoA_2025-09-08 09_49_06.447,0.39,PI534118,2.5,NA,2.5
1215_LeafPhotoA_2025-09-08 09_50_40.556,0.29,PI534118,2.5,NA,2.5
1216_LeafPhotoA_2025-09-08 09_51_18.258,0.14,PI595714,1.5,1.5,1.5
1216_LeafPhotoA_2025-09-08 09_51_38.597,0.22,PI595714,2,2,2
1216_LeafPhotoA_2025-09-08 09_52_09.164,0.05,PI595714,2.5,NA,2.5
1217_LeafPhotoA_2025-09-08 09_52_51.663,0.08,PI655974,1,NA,1
1217_LeafPhotoA_2025-09-08 09_53_36.339,0.01,PI655974,1.5,1.5,1.5
1217_LeafPhotoA_2025-09-08 09_54_02.015,0.54,PI655974,2,NA,2
1218_LeafPhotoA_2025-09-08 09_55_19.524,0.48,PI533931,2,NA,2
1218_LeafPhotoA_2025-09-08 09_55_48.140,10.23,PI533931,3.5,3.5,3.5
