hotspot,response_embedding,predictor_embedding,n,raw_spearman_r,raw_spearman_p,partial_r,partial_p,pct_of_raw_removed_by_covariates,response_R2_by_covariates,predictor_R2_by_covariates
2:52490664:GGAGT:G,dino2:embedding_mean_274,sam3:embedding_std_821,891,0.5503029319072046,1.1188704725179501e-71,0.24235551724628243,2.2393626693035969e-13,0.5595961729545176,0.45095900620866813,0.39078745984709673
2:52490664:GGAGT:G,dino2:embedding_mean_274,sam3:embedding_std_874,891,0.3355025032407004,7.002860580873623e-25,0.1857619838968324,2.3258921502092634e-08,0.44631714487220764,0.45095900620866813,0.16910220780561624
2:52490664:GGAGT:G,dino2:embedding_mean_274,sam3:embedding_std_878,891,0.23305034354563248,1.869159120278501e-12,0.03965144261283879,0.23705333622796607,0.8298588965389153,0.45095900620866813,0.1252440895042255
2:52490664:GGAGT:G,dino2:embedding_std_274,dino2:embedding_std_405,891,0.012256065296827122,0.714858311594002,-0.1860883015433416,2.1958747603406347e-08,-14.183364076194712,0.4458994725923633,0.20055017139150055
2:52490664:GGAGT:G,dino2:embedding_std_274,dino2:embedding_std_550,891,0.2861596261908651,2.9697407822557642e-18,0.19796583798274836,2.522514040733888e-09,0.3081978732712368,0.4458994725923633,0.07045102357459954
2:52490664:GGAGT:G,dino2:embedding_std_274,dino2:embedding_std_828,891,0.5432255407062682,1.5330456411385788e-69,0.37964490793391326,6.31469893980627e-32,0.30112839053862883,0.4458994725923633,0.21738693949649412
2:52490664:GGAGT:G,dino2:embedding_std_274,dino2:embedding_std_837,891,0.47473765212970126,2.819816150807869e-51,0.38965453241492354,1.1079216105040059e-33,0.1792213432684132,0.4458994725923633,0.11753722449038695
2:52490664:GGAGT:G,dino2:embedding_std_274,dino2:embedding_std_909,891,0.5520302706275397,3.307238712786343e-72,0.37000233315680714,2.7222136571083104e-30,0.3297426738280239,0.4458994725923633,0.23351235555549754
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_mean_106,891,-0.5118260246440828,1.1936029904726888e-60,-0.16709200736368382,5.277607763624723e-07,0.6735374925886635,0.4458994725923633,0.418679680995357
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_mean_108,891,-0.5112679336995354,1.6850787905190174e-60,-0.3429581701263701,5.400264327312865e-26,0.32920070373918353,0.4458994725923633,0.2406758578755569
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_mean_119,891,0.6639302617888801,2.494945798045837e-114,0.47524993748437766,2.1302828151563654e-51,0.2841869623416864,0.4458994725923633,0.3376691139800174
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_mean_201,891,-0.5313521842770595,4.5492609728527157e-66,-0.26404402935574456,1.1177686641465671e-15,0.503071527380669,0.4458994725923633,0.3198227810741199
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_mean_433,891,0.5416707000472808,4.44828842741117e-69,0.20458067577219652,7.120640533534763e-10,0.6223154109049294,0.4458994725923633,0.43876321130957596
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_mean_597,891,0.45435634794731883,1.3533150700239204e-46,0.33021127281109586,4.137749001019657e-24,0.27323283959183775,0.4458994725923633,0.19145795367603546
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_mean_711,891,-0.5783973661133937,1.0986685543712508e-80,-0.4409367754338176,1.1092888725148415e-43,0.23765770512279127,0.4458994725923633,0.22127865326348217
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_mean_776,891,-0.23813018073107758,5.934965251642163e-13,-0.1465621515798752,1.120943087805308e-05,0.3845292892739661,0.4458994725923633,0.09081419878322106
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_mean_883,891,-0.5783639793918425,1.1274434778402903e-80,-0.31853680310537136,1.8456555899558074e-22,0.44924508708111954,0.4458994725923633,0.3509972323641489
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_124,891,0.3757291936512977,2.956538043713054e-31,0.1926208281009727,6.793639821116778e-09,0.4873413315875105,0.4458994725923633,0.17466987467202943
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_161,891,0.4854388598027434,7.292151390981579e-54,0.22541555716861028,9.971168478786536e-12,0.5356458334213146,0.4458994725923633,0.3581861612708622
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_166,891,0.6979153656787556,4.987811645443969e-131,0.49474379829886644,3.4462769319839255e-56,0.2911120421919572,0.4458994725923633,0.37797820399285176
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_20,891,0.5208749119314947,4.0685020261275795e-63,0.2508247570733596,3.000378778562018e-14,0.5184549086012651,0.4458994725923633,0.315325058089054
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_244,891,0.5216562765764156,2.470959467640319e-63,0.29965465675507613,6.078025160987036e-20,0.42557068665657893,0.4458994725923633,0.2563253324870698
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_252,891,0.36784678887767513,6.2061431138486136e-30,0.19706233542160773,2.9882382117376543e-09,0.46428148517251455,0.4458994725923633,0.16329745774595872
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_270,891,0.7012899523102576,8.137444201097264e-133,0.43452704129615205,2.4625151175836115e-42,0.38038889639771567,0.4458994725923633,0.5184867394525794
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_314,891,0.14559789799372605,1.2816677478297158e-05,0.08109491387674402,0.015467523695772848,0.443021396639679,0.4458994725923633,0.038543941167875184
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_320,891,0.3307928888318871,3.409559226240941e-24,0.25931858035794597,3.702334031384009e-15,0.21606966439434327,0.4458994725923633,0.10281544437814583
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_322,891,0.4614598649364608,3.432876196703612e-48,0.33955118557849834,1.7567994165477843e-25,0.2641804599295938,0.4458994725923633,0.14812278964808268
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_337,891,0.3622840148007679,5.057789163517996e-29,0.22950350027616542,4.0988251552778375e-12,0.3665094486645316,0.4458994725923633,0.13603930048418023
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_342,891,0.5386662174388278,3.4303572303008646e-68,0.26561717967253,7.462176632410218e-16,0.5068983888845895,0.4458994725923633,0.36460045928604257
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_391,891,0.37039673366574155,2.3396067582906433e-30,0.163416627581995,9.386638838038114e-07,0.5588065100771984,0.4458994725923633,0.16522601022271244
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_395,891,0.3888279343713414,1.555327110151209e-33,0.26376860658835516,1.1993763246056437e-15,0.32163154117304527,0.4458994725923633,0.13260361119789343
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_422,891,0.3444621896226673,3.193192525529144e-26,0.29320651591095004,4.000039328234244e-19,0.14879912877481272,0.4458994725923633,0.09464393538566451
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_466,891,0.5481805000170495,4.953859653362966e-71,0.36246883440455413,4.720370061163297e-29,0.3387783140894639,0.4458994725923633,0.27298010070001266
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_480,891,0.4635519976982162,1.1440995535560137e-48,0.21720926252954859,5.6429286768252506e-11,0.531424169007773,0.4458994725923633,0.25578301674382165
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_489,891,0.5960085902948803,8.566503621142538e-87,0.3958563462292314,8.428959935335898e-35,0.33582107258994687,0.4458994725923633,0.28917076200835845
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_523,891,0.35346796935953984,1.2929182501640451e-27,0.05385700990481432,0.10815955067101458,0.8476325591753063,0.4458994725923633,0.2558928150861596
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_528,891,0.5293491506319641,1.6991169789103398e-65,0.2505145163095238,3.233956793024918e-14,0.5267499418664472,0.4458994725923633,0.3526685026642967
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_533,891,0.5086241566162965,8.556566693206449e-60,0.37016831988378934,2.5541684999459137e-30,0.2722163997353305,0.4458994725923633,0.1877715783684677
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_545,891,0.5153617259577858,1.323094066706805e-61,0.23775191573371224,6.470214535930705e-13,0.5386698240117527,0.4458994725923633,0.35877003004576347
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_567,891,0.6281576111122138,5.651353560895443e-99,0.32759480209884606,9.833475106536727e-24,0.47848311267166244,0.4458994725923633,0.49700422535982436
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_677,891,0.577796456019865,1.7488682401213193e-80,0.35598362441148457,5.181052071927161e-28,0.3838944135039041,0.4458994725923633,0.31042940584787404
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_767,891,0.5021987734790677,4.185659300790762e-58,0.356524498371783,4.2516807035164395e-28,0.2900729408359588,0.4458994725923633,0.18541178748879883
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_771,891,0.45493890212991334,1.0044898500851492e-46,0.2302197338386182,3.5014616534823484e-12,0.4939546106943473,0.4458994725923633,0.2308023100954809
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_792,891,0.5768335510765096,3.676174783045626e-80,0.39730125925308396,4.5886827092214567e-35,0.31123760309776605,0.4458994725923633,0.24085071198727492
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_796,891,0.4937279616677006,6.233454103239768e-56,0.2838723667154139,5.624191244815645e-18,0.4250429613980993,0.4458994725923633,0.24353571096463678
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_821,891,0.6500823386448417,3.870862132681229e-108,0.41585593543578636,1.4197898404095405e-38,0.36030267134671345,0.4458994725923633,0.39078745984709673
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_874,891,0.40262718551124854,4.752429559848573e-36,0.26825154889713454,3.770310209891012e-16,0.333747052980256,0.4458994725923633,0.16910220780561624
2:52490664:GGAGT:G,dino2:embedding_std_274,sam3:embedding_std_878,891,0.27444346557562654,7.353475255144505e-17,0.10861087174524028,0.0011660697103044358,0.6042504727979718,0.4458994725923633,0.1252440895042255
2:52490664:GGAGT:G,dino2:embedding_std_405,dino2:embedding_std_550,891,-0.09423451355733312,0.004874952522732309,-0.1631330092218058,9.80798135218225e-07,-0.7311386567783811,0.20055017139150055,0.07045102357459954
2:52490664:GGAGT:G,dino2:embedding_std_405,dino2:embedding_std_828,891,-0.019905916625823916,0.552907617739305,-0.10346711192445424,0.0019853049691535033,-4.1978069570645395,0.20055017139150055,0.21738693949649412
2:52490664:GGAGT:G,dino2:embedding_std_405,dino2:embedding_std_837,891,-0.15314970975776132,4.3868231032452335e-06,-0.19498768694976132,4.396070248514245e-09,-0.27318352256870493,0.20055017139150055,0.11753722449038695
2:52490664:GGAGT:G,dino2:embedding_std_405,dino2:embedding_std_909,891,0.04917490858942967,0.14246332720509433,-0.03791363003931045,0.2582549338915826,0.2290045649935356,0.20055017139150055,0.23351235555549754
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_mean_106,891,-0.167848366603846,4.680504431933352e-07,-0.015286690550752186,0.6486143454048852,0.9089255924257418,0.20055017139150055,0.418679680995357
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_mean_108,891,0.04159142354839437,0.21487104060581722,0.06761897981151083,0.0436040229034503,-0.6257914262740172,0.20055017139150055,0.2406758578755569
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_mean_119,891,0.06102739831766888,0.06863956339507993,-0.09503343961249494,0.004523274793769353,-0.5572258072974496,0.20055017139150055,0.3376691139800174
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_mean_201,891,-0.06252265860770924,0.06211370415345682,0.0714939923957492,0.03285883827996199,-0.14348932031712702,0.20055017139150055,0.3198227810741199
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_mean_433,891,0.12661395025480277,0.00015105234545429003,-0.09536481502913588,0.004384264485554418,0.24680641558674954,0.20055017139150055,0.43876321130957596
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_mean_597,891,-0.12484864431758168,0.00018691105709127748,-0.14712418674489408,1.0363234178451762e-05,-0.1784203789241745,0.20055017139150055,0.19145795367603546
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_mean_711,891,0.029282953991978018,0.3826383870244862,0.16040548412103928,1.4904150075211485e-06,-4.477776735399779,0.20055017139150055,0.22127865326348217
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_mean_776,891,0.012480187237077445,0.7098776545511863,0.07521336053796601,0.024760462514202965,-5.026621164345539,0.20055017139150055,0.09081419878322106
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_mean_883,891,-0.05807986653454482,0.08315057733053148,0.08049850122997285,0.016244387622832805,-0.3859966634409162,0.20055017139150055,0.3509972323641489
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_124,891,0.05080334254012895,0.12969382638457194,-0.082307938006073,0.013987554068331584,-0.6201283988560191,0.20055017139150055,0.17466987467202943
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_161,891,0.28789149451214247,1.8239544287445637e-18,0.12550369093384983,0.00017276211402231413,0.5640590523644093,0.20055017139150055,0.3581861612708622
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_166,891,0.056419606623667684,0.09235949672857602,-0.09186471033748805,0.00606804176507832,-0.6282408870775671,0.20055017139150055,0.37797820399285176
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_20,891,0.0626906101033173,0.061413830591080895,-0.09462706371191386,0.004699182654383953,-0.5094296188211225,0.20055017139150055,0.315325058089054
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_244,891,-0.016540202583433295,0.6219705836140933,-0.14427135762505566,1.5389692760673474e-05,-7.722466178833757,0.20055017139150055,0.2563253324870698
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_252,891,-0.08353133796777672,0.012622756789587963,-0.14955187188003394,7.358894418687663e-06,-0.7903684475606687,0.20055017139150055,0.16329745774595872
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_270,891,0.15505012334256046,3.321960310357724e-06,-0.010739578310945217,0.7488685947913867,0.9307347967262323,0.20055017139150055,0.5184867394525794
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_314,891,0.011954736562989699,0.7215738505035199,-0.00580334170200922,0.8626625593269881,0.5145571237449424,0.20055017139150055,0.038543941167875184
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_320,891,-0.026087973671991404,0.43671324230772096,-0.11353272846182705,0.0006859483878015735,-3.3519182397718446,0.20055017139150055,0.10281544437814583
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_322,891,-0.007930907129778494,0.8131176618961348,-0.10541474134380052,0.0016273702069015427,-12.291637339692905,0.20055017139150055,0.14812278964808268
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_337,891,-0.06032447889655527,0.07189626717056745,-0.11940747439638033,0.0003541953751452423,-0.9794199068199312,0.20055017139150055,0.13603930048418023
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_342,891,0.09066990422862846,0.006764044876086539,-0.11682348356715845,0.00047546227995511953,-0.28844829561728114,0.20055017139150055,0.36460045928604257
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_391,891,-0.022040495311014784,0.5111444482563687,-0.13045869879554517,9.407822097754417e-05,-4.919045690881011,0.20055017139150055,0.16522601022271244
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_395,891,0.021784666164169363,0.5160615858683906,-0.08747352240201073,0.008991026719024688,-3.015371258976832,0.20055017139150055,0.13260361119789343
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_422,891,-0.030561336310316004,0.36220234377514027,-0.0200911035604058,0.5492192770636024,0.34259734730172675,0.20055017139150055,0.09464393538566451
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_466,891,-0.11694019857974107,0.00046924000852793606,-0.1808170140450469,5.491980413743376e-08,-0.5462348810853821,0.20055017139150055,0.27298010070001266
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_480,891,-0.02501958161755612,0.4557317936547075,-0.12543560664134815,0.00017418448781585702,-4.013497370129107,0.20055017139150055,0.25578301674382165
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_489,891,-0.06995425781640321,0.036821752792791096,-0.18436550658379744,2.9716506529541873e-08,-1.6355151543122588,0.20055017139150055,0.28917076200835845
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_523,891,0.09083916201364681,0.006661280098432553,-0.036494716601652585,0.2765126600143082,0.5982490834055694,0.20055017139150055,0.2558928150861596
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_528,891,0.11630936258335864,0.000503796526532926,-0.06429365741853978,0.055056202229501514,0.4472185558367181,0.20055017139150055,0.3526685026642967
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_533,891,-0.12442162339879875,0.00019671256532419765,-0.1828205819121265,3.8883895338811904e-08,-0.46936341865711073,0.20055017139150055,0.1877715783684677
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_545,891,0.26127859607478693,2.25949719758243e-15,0.11622355891736709,0.0005086756551789003,0.55517382340764,0.20055017139150055,0.35877003004576347
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_567,891,0.19169172791382696,8.047521224441673e-09,-0.015062664278121241,0.6534250605532451,0.9214224607287567,0.20055017139150055,0.49700422535982436
2:52490664:GGAGT:G,dino2:embedding_std_405,sam3:embedding_std_677,891,0.045299504169862406,0.1767055377451116,-0.10157973497058927,0.002399655571016348,-1.2424027995911242,0.20055017139150055,0.31042940584787404
