environment,genotype,embedding_mean_30,embedding_std_897
Nebraska2025,SC0287,-0.04977795155852249,0.829234045837664
Nebraska2025,SC0297,-0.03334106810099779,0.8233843674617369
Nebraska2025,SC0314,-0.20378180752830516,0.8392408215055628
Nebraska2025,SC0343,-0.107472576221615,0.8435617932806957
Nebraska2025,SC0371,-0.18106412823715015,0.8348174963626024
Nebraska2025,SC0400,-0.1562774918168506,0.8492879268473478
Nebraska2025,SC0409,-0.0597130901587434,0.8733484636297919
Nebraska2025,SC0412,-0.17827018945477505,0.8512909072871638
Nebraska2025,SC0436,-0.18813312977480665,0.8275655262132149
Nebraska2025,SC0438,-0.19873072576299905,0.8387890197923583
Nebraska2025,SC0445,-0.13330201329127334,0.8307901762215486
Nebraska2025,SC0448,-0.13767445419697577,0.8243754401460932
Nebraska2025,SC0456,-0.18319810250938384,0.8413216469349339
Nebraska2025,SC0458,-0.2298225789703278,0.8126186152899054
Nebraska2025,SC0463,-0.13843779692263164,0.8729452107149036
Nebraska2025,SC0470,-0.13253072032567637,0.8660626390321892
Nebraska2025,SC0479,-0.13648978369503517,0.8247427523624834
Nebraska2025,SC0505,-0.00836529680738817,0.8740489035427627
Nebraska2025,SC0517,-0.172964761384946,0.8455509629638182
Nebraska2025,SC0521,-0.10558885340125485,0.8710303625198217
Nebraska2025,SC0540,-0.04653525740818703,0.8781161683007598
Nebraska2025,SC0542,-0.17728242735006863,0.875753590909182
Nebraska2025,SC0550,-0.06380644310145814,0.8505596226241686
Nebraska2025,SC0551,-0.14669279644180394,0.8483875883617766
Nebraska2025,SC0556,-0.14938280523823225,0.8472199081543057
Nebraska2025,SC0581,-0.19144024368883517,0.8109926900775474
Nebraska2025,SC0582,-0.14858906661558186,0.8483571399148819
Nebraska2025,SC0602,-0.2585257530633269,0.8112812180928772
Nebraska2025,SC0604,-0.20811998249140687,0.8461759185843541
Nebraska2025,SC0615,-0.14871043590742525,0.9014120457906124
Nebraska2025,SC0616,-0.18205973416333537,0.7966915232879942
Nebraska2025,SC0618,-0.18522651510033628,0.8469556014037256
Nebraska2025,SC0631,-0.19988963130854404,0.8523992394449975
Nebraska2025,SC0636,-0.20777592067326675,0.8250052303158272
Nebraska2025,SC0640,-0.05281716015976323,0.8850225772685392
Nebraska2025,SC0652,-0.17635122518537494,0.829741287764138
Nebraska2025,SC0685,-0.06298457945961244,0.879737807450539
Nebraska2025,SC0713,-0.15072078435645775,0.8764035584067599
Nebraska2025,SC0741,-0.17618718174009318,0.8864989237871269
Nebraska2025,SC0747,-0.20603367706119383,0.817384642997724
Nebraska2025,SC0753,-0.06003564443023049,0.854847022658728
Nebraska2025,SC0759,-0.07893547084698639,0.8620076379251775
Nebraska2025,SC0777,-0.07870830989168484,0.8911009884210395
Nebraska2025,SC0814,-0.1759946613779552,0.8701100110528407
Nebraska2025,SC0823,-0.06845732505216959,0.8357722997919091
Nebraska2025,SC0834,-0.16223907147830322,0.8394495357643939
Nebraska2025,SC0837,-0.1801912266888763,0.8398564952945332
Nebraska2025,SC0847,-0.13275420999295423,0.8887108595308402
Nebraska2025,SC0848,-0.12123148849630598,0.8436816736377152
Nebraska2025,SC0854,-0.09796669278969657,0.8628732113927827
Nebraska2025,SC0858,-0.12447113913448296,0.8509694652556012
Nebraska2025,SC0860,-0.15537023851465595,0.8489180583990749
Nebraska2025,SC0864,0.00469241216177543,0.8804177240610288
Nebraska2025,SC0868,-0.1248190741292002,0.8341204414082042
Nebraska2025,SC0870,-0.14068978619253794,0.8416284893616796
Nebraska2025,SC0871,-0.12642858666727558,0.9113723460035172
Nebraska2025,SC0877,-0.14617062649760088,0.8980642754437628
Nebraska2025,SC0893,-0.14168294216981692,0.8641812234803162
Nebraska2025,SC0914,-0.19582480614009787,0.8190289498422549
Nebraska2025,SC0921,-0.03780251978445034,0.8770054000264771
Nebraska2025,SC0923,-0.17177110947908553,0.8441541482692004
Nebraska2025,SC0965,-0.14511545384919697,0.904154086290731
Nebraska2025,SC0999,-0.03429329092826874,0.8431623014040958
Nebraska2025,SC1021,-0.10383533094660984,0.8488321714448324
Nebraska2025,SC1023,0.05015218321182865,0.8550611483081556
Nebraska2025,SC1024,-0.03308342315951168,0.8618373598982422
Nebraska2025,SC1058,-0.2034926891364875,0.8416505065767154
Nebraska2025,SC1082,-0.05961950054181161,0.8611544073112998
Nebraska2025,SC1097,-0.05427835811970336,0.8610205418510349
Nebraska2025,SC1107,-0.1786456920320357,0.826400039570603
Nebraska2025,SC1114,-0.1552062057423948,0.8478161087192662
Nebraska2025,SC1119,-0.0927599541120194,0.8509027955917713
Nebraska2025,SC1120,-0.14376172199635168,0.8676813716097735
Nebraska2025,SC1133,-0.04895525416919732,0.8370501697107312
Nebraska2025,SC1166,-0.26834885725655483,0.8259666733942498
Nebraska2025,SC1170,-0.08779349276526821,0.8178445836616575
Nebraska2025,SC1178,-0.10155251682329562,0.8595393130889513
Nebraska2025,SC1193,-0.20941268757633813,0.8465454808984259
Nebraska2025,SC1216,-0.23248248216760456,0.8447369441804136
Nebraska2025,SC1442,-0.15553277052563527,0.8491287768904261
Nebraska2025,SC1446,-0.07530290698954759,0.8508181441704257
Nebraska2025-Common,PI24969,-0.1289891824045884,0.8542530586661926
Nebraska2025-Common,PI276837,-0.1141601504162027,0.8295012099782721
Nebraska2025-Common,PI329440,-0.18341313625623584,0.8477232769910172
Nebraska2025-Common,PI34911,-0.09710203833636478,0.8805175196188384
Nebraska2025-Common,PI35038,-0.23188832420259872,0.8243965260553586
Nebraska2025-Common,PI533750,-0.22533624578480788,0.8128430531192384
Nebraska2025-Common,PI533752,-0.23540213950321104,0.7952960155644108
Nebraska2025-Common,PI533754,-0.21113757815781956,0.8590983238133634
Nebraska2025-Common,PI533757,-0.10111619450280908,0.8545585868644806
Nebraska2025-Common,PI533758,-0.22007424511153031,0.8453696442308559
Nebraska2025-Common,PI533759,-0.12279015184986412,0.837741657672792
Nebraska2025-Common,PI533766,-0.1056397910322796,0.8556179999953779
Nebraska2025-Common,PI533769,-0.04504747577769477,0.8412667070438657
Nebraska2025-Common,PI533785,0.03793354082346772,0.876143659801549
Nebraska2025-Common,PI533789,0.04568333990819887,0.9007535970181736
Nebraska2025-Common,PI533792,0.00569977486168535,0.9182054249050764
Nebraska2025-Common,PI533794,-0.13436525810475297,0.8168992378114808
Nebraska2025-Common,PI533799,-0.1764284388394802,0.8109220222632043
Nebraska2025-Common,PI533800,-0.14875691567119242,0.8395481834410606
Nebraska2025-Common,PI533807,-0.14195210986795964,0.8507712214201579
Nebraska2025-Common,PI533810,-0.24637635188992343,0.8644695476717783
Nebraska2025-Common,PI533814,-0.2011710702298928,0.8433150540186737
Nebraska2025-Common,PI533822,0.00163620057940253,0.8936782684720799
Nebraska2025-Common,PI533833,-0.17589329973724832,0.8313105940867853
Nebraska2025-Common,PI533838,-0.1346719542200678,0.8155443877282417
Nebraska2025-Common,PI533839,-0.19493600953442408,0.8414813850957306
Nebraska2025-Common,PI533843,-0.20378309984658757,0.8187542356004922
Nebraska2025-Common,PI533845,-0.25774985349122004,0.8161612289005766
Nebraska2025-Common,PI533852,-0.2467265061524474,0.8523016743728172
Nebraska2025-Common,PI533855,-0.13512480152205367,0.869916080302074
Nebraska2025-Common,PI533863,-0.17391829949968748,0.8408546961694414
Nebraska2025-Common,PI533866,-0.1793370558063714,0.8147581526142121
Nebraska2025-Common,PI533869,-0.1226583450477616,0.8286007528929671
Nebraska2025-Common,PI533871,-0.08442700052252433,0.8745544597157826
Nebraska2025-Common,PI533877,-0.07439021183447882,0.8659262188535698
Nebraska2025-Common,PI533878,-0.17444674804802282,0.8726064685869067
Nebraska2025-Common,PI533902,-0.01823725284519753,0.8476796603156014
Nebraska2025-Common,PI533903,-0.2185580338243789,0.8399688601855626
Nebraska2025-Common,PI533910,-0.17169075603789621,0.8331965910952428
Nebraska2025-Common,PI533911,-0.1726980078320658,0.8387350983056021
Nebraska2025-Common,PI533915,-0.16922852344283304,0.8818974766828817
Nebraska2025-Common,PI533921,-0.06828189666042928,0.817448927675702
Nebraska2025-Common,PI533936,-0.11254113145607184,0.8090800347753393
Nebraska2025-Common,PI533939,-0.09735345828927802,0.8954444494022034
Nebraska2025-Common,PI533943,-0.18924630294640585,0.8610923095933815
Nebraska2025-Common,PI533948,-0.22418546397668915,0.8446817492804786
Nebraska2025-Common,PI533949,-0.15151811806820747,0.8507498670809089
Nebraska2025-Common,PI533954,-0.1385278290184657,0.8303215776147461
Nebraska2025-Common,PI533955,-0.1634743621582685,0.867203364068182
Nebraska2025-Common,PI533957,-0.08242675865906923,0.8543488455109651
Nebraska2025-Common,PI533961,-0.17356281400855136,0.8527786842914797
Nebraska2025-Common,PI533962,-0.06708743637343012,0.8866908652202118
Nebraska2025-Common,PI533964,-0.25353290913134796,0.8137008108659534
Nebraska2025-Common,PI533965,-0.18006081848795086,0.8091584493461358
Nebraska2025-Common,PI533967,-0.2412017269976242,0.8195967655946347
Nebraska2025-Common,PI533970,-0.00116157989053,0.9051945740150328
Nebraska2025-Common,PI533972,-0.02011358278461517,0.8607265458302045
Nebraska2025-Common,PI533976,-0.04597205090972312,0.8381332156435181
Nebraska2025-Common,PI533979,-0.1986756443357331,0.829701573258648
Nebraska2025-Common,PI533980,-0.09010712667900043,0.845510296297973
Nebraska2025-Common,PI533985,-0.12454365817791944,0.8465481358774092
Nebraska2025-Common,PI533986,-0.13037345842140663,0.8671795139466681
Nebraska2025-Common,PI533991,-0.08199843097034944,0.8566787391258643
Nebraska2025-Common,PI533996,0.01351536142733758,0.8154417154427616
Nebraska2025-Common,PI533997,-0.14896615557997284,0.8574207112273198
Nebraska2025-Common,PI533998,-0.2111171322339004,0.8250214543895229
Nebraska2025-Common,PI534021,-0.19166251095031717,0.8303431571001509
Nebraska2025-Common,PI534028,-0.13767808288371003,0.8318530526764124
Nebraska2025-Common,PI534037,-0.08035987296280352,0.8789729738091377
Nebraska2025-Common,PI534046,-0.09348273909585655,0.8829083937571883
Nebraska2025-Common,PI534053,-0.1250161195181696,0.8437106691146302
Nebraska2025-Common,PI534054,-0.14599183293442725,0.8197036812093521
Nebraska2025-Common,PI534070,-0.05972966887237774,0.8626161240006478
Nebraska2025-Common,PI534075,-0.14782905961795453,0.8317665750853156
Nebraska2025-Common,PI534079,-0.156198948982954,0.8654628567903819
Nebraska2025-Common,PI534092,-0.1407982124015133,0.8212776889824587
Nebraska2025-Common,PI534097,-0.223619776769504,0.8246063207234271
Nebraska2025-Common,PI534099,-0.18759564770355652,0.8269197612992759
Nebraska2025-Common,PI534101,-0.1465016775336787,0.7907719011227287
Nebraska2025-Common,PI534104,-0.10953853760749932,0.8521345139992399
Nebraska2025-Common,PI534105,-0.03681606631299922,0.8344952107920225
Nebraska2025-Common,PI534108,-0.13548833943359934,0.8631037824071951
Nebraska2025-Common,PI534114,-0.07345072140481287,0.8342619812448187
Nebraska2025-Common,PI534115,-0.09670223694692393,0.8711363933288403
Nebraska2025-Common,PI534116,-0.14833533134166493,0.8349731080961468
Nebraska2025-Common,PI534117,-0.08058088291407885,0.8438663597709265
Nebraska2025-Common,PI534123,0.05998658276984084,0.8540726815505277
Nebraska2025-Common,PI534127,-0.11440832485530032,0.8534551588958872
Nebraska2025-Common,PI534128,-0.03121386996001421,0.8756985806714752
Nebraska2025-Common,PI534132,-0.23104439483685404,0.791572346344326
Nebraska2025-Common,PI534133,-0.18839731282299896,0.8393790572656754
Nebraska2025-Common,PI534135,-0.17833026523928822,0.7956760178148923
Nebraska2025-Common,PI534139,-0.08512238119650628,0.8677152766930076
Nebraska2025-Common,PI534144,-0.00230348239634417,0.8578554478579914
Nebraska2025-Common,PI534148,-0.10201715343354202,0.8404555998334973
Nebraska2025-Common,PI534163,-0.16971486546354334,0.8583473924865002
Nebraska2025-Common,PI534167,-0.16596664539268996,0.8472683313130018
Nebraska2025-Common,PI548797,-0.2720172069179638,0.8088288009136078
Nebraska2025-Common,PI552856,-0.23080968575508076,0.8072569787252764
Nebraska2025-Common,PI561071,-0.16936453545313584,0.8057252171572165
Nebraska2025-Common,PI561072,-0.1812981940981707,0.8279156896631394
Nebraska2025-Common,PI561073,-0.20698797479445444,0.81499602979828345
Nebraska2025-Common,PI561472,-0.2819593008256097,0.8463990833713181
Nebraska2025-Common,PI564164,-0.1741577944622364,0.8425579883053803
Nebraska2025-Common,PI564165,-0.17396144396247903,0.8153096223959008
Nebraska2025-Common,PI565121,-0.21327437038461375,0.8318971832198592
Nebraska2025-Common,PI574455,-0.04836631600235791,0.8374813394354707
Nebraska2025-Common,PI576130,-0.26141480005014917,0.8099658044837542
Nebraska2025-Common,PI576333,-0.23629785836618392,0.8232001437712446
Nebraska2025-Common,PI576337,-0.07984161162593705,0.8439970596393799
Nebraska2025-Common,PI576339,-0.2574802810087755,0.8472890193451427
Nebraska2025-Common,PI576340,-0.12538950769224513,0.8462994120399754
Nebraska2025-Common,PI576345,-0.14987162638359308,0.8487942008017906
Nebraska2025-Common,PI576347,-0.20966375909004192,0.8564389793895412
Nebraska2025-Common,PI576359,-0.22022970173112663,0.8614548944646785
Nebraska2025-Common,PI576364,-0.10098057291060453,0.8938643703385711
Nebraska2025-Common,PI576366,-0.08638410571006433,0.8289319522816018
Nebraska2025-Common,PI576373,-0.14929476262839184,0.8648549775607403
Nebraska2025-Common,PI576375,-0.16355332428188293,0.8370900537562029
Nebraska2025-Common,PI576380,-0.13388405256471786,0.8242292161769459
Nebraska2025-Common,PI576385,-0.12069989094338585,0.857181693556406
Nebraska2025-Common,PI576386,-0.1754343597787819,0.8444562850981563
Nebraska2025-Common,PI576390,-0.2067762574275879,0.8637620373386248
Nebraska2025-Common,PI576393,-0.0200585535926453,0.8467909871528129
Nebraska2025-Common,PI576394,-0.1764426179100368,0.8384802234972905
Nebraska2025-Common,PI576396,-0.2106952803556679,0.8688713299949669
Nebraska2025-Common,PI576399,-0.03854529145303051,0.8670796895020081
Nebraska2025-Common,PI576422,-0.1634725698705668,0.864209380507504
Nebraska2025-Common,PI576425,-0.06520620234535815,0.8125106840352269
Nebraska2025-Common,PI576426,-0.10684243835853471,0.8065550197981071
Nebraska2025-Common,PI576428,-0.11288553736979796,0.8246229405735995
Nebraska2025-Common,PI576434,-0.2782804226363156,0.8666438261678511
Nebraska2025-Common,PI595699,-0.2231772079907739,0.8248834307375192
Nebraska2025-Common,PI595702,-0.11104330404142304,0.8483274472901998
Nebraska2025-Common,PI595714,-0.1028379517858699,0.8438734919471919
Nebraska2025-Common,PI595718,-0.0500068669839637,0.8463580080654737
Nebraska2025-Common,PI595739,-0.1266407400638188,0.8270538033522442
Nebraska2025-Common,PI595740,0.01364778655986628,0.8858521851814278
Nebraska2025-Common,PI595741,-0.1293806039420316,0.8367512358521653
Nebraska2025-Common,PI595743,0.03590010010169039,0.850345118598546
Nebraska2025-Common,PI595744,-0.1867766526523033,0.8676333451001234
Nebraska2025-Common,PI595745,-0.08383887079327838,0.8395355964845563
Nebraska2025-Common,PI597952,-0.11335292475515994,0.8863803831538607
Nebraska2025-Common,PI597957,-0.12962921380190956,0.8561159204464983
Nebraska2025-Common,PI597958,-0.18883529657239848,0.8192845917945496
Nebraska2025-Common,PI597961,-0.12291729948222446,0.833605477422286
Nebraska2025-Common,PI597965,-0.1655125928554,0.8621585302702722
Nebraska2025-Common,PI597966,-0.0512412966757324,0.8342905057039706
Nebraska2025-Common,PI597968,-0.13855125044098135,0.8670716920552175
Nebraska2025-Common,PI597972,-0.07152721620271546,0.8888863987571759
Nebraska2025-Common,PI597973,-0.0967374071615408,0.8496692996826868
Nebraska2025-Common,PI597976,-0.11440500401764148,0.8436544448819014
Nebraska2025-Common,PI597980,0.0038844541783144,0.83201668297695075
Nebraska2025-Common,PI597982,-0.16795488160827912,0.8416129822102909
Nebraska2025-Common,PI607931,-0.12678473855966044,0.8663191458492117
Nebraska2025-Common,PI609456,-0.01740950989269937,0.8642852179015427
Nebraska2025-Common,PI629034,-0.2612109860057652,0.8178495389289218
Nebraska2025-Common,PI629040,-0.16771621243882218,0.8346329207722719
Nebraska2025-Common,PI629059,-0.24439543500758565,0.8289271008767358
Nebraska2025-Common,PI641824,-0.1860836555566375,0.8400929227643007
Nebraska2025-Common,PI641874,-0.1438621315636006,0.8558557629323279
Nebraska2025-Common,PI642791,-0.2157025342632592,0.8156601687294683
Nebraska2025-Common,PI651496,-0.09846808901151335,0.8291222097571382
Nebraska2025-Common,PI655970,-0.1265188917629667,0.823502295829247
Nebraska2025-Common,PI655971,-0.22381069191803632,0.8436116764151693
Nebraska2025-Common,PI655972,-0.12059787551676218,0.8845450523369891
Nebraska2025-Common,PI655973,-0.1414424149860856,0.8234302910246596
Nebraska2025-Common,PI655974,-0.24959047866048356,0.8337092526621956
Nebraska2025-Common,PI655975,-0.13654731784022703,0.8274262367875537
Nebraska2025-Common,PI655976,-0.0919340278355875,0.8583117828216246
Nebraska2025-Common,PI655977,-0.0655838824603362,0.8673602403179579
Nebraska2025-Common,PI655981,-0.04596918753001,0.8070928619861479
Nebraska2025-Common,PI655982,-0.16037598280413531,0.8222836188205135
Nebraska2025-Common,PI655983,-0.24252796937865828,0.8310034732341137
Nebraska2025-Common,PI655984,-0.13388317817538564,0.8571003726421653
Nebraska2025-Common,PI655985,-0.12566992851321884,0.825174758482703
Nebraska2025-Common,PI655986,-0.08059185955753988,0.8352432014404516
Nebraska2025-Common,PI655988,-0.2195064266484729,0.8324531575436152
Nebraska2025-Common,PI655989,-0.23431074033638,0.8405652704397696
Nebraska2025-Common,PI655990,-0.2549076822584957,0.8507725928035864
Nebraska2025-Common,PI655991,-0.17206127677951266,0.8337784920769291
Nebraska2025-Common,PI655992,-0.14592691608856312,0.847368242226615
Nebraska2025-Common,PI655993,-0.15830007786801928,0.8290532193618488
Nebraska2025-Common,PI655994,-0.24358511310544584,0.823397791500454
Nebraska2025-Common,PI655995,-0.27558904128655665,0.8326433240883018
Nebraska2025-Common,PI655997,-0.06347429864698273,0.8374348840777901
Nebraska2025-Common,PI655998,-0.0699890586706502,0.8003635338421116
Nebraska2025-Common,PI656001,-0.09781132107975332,0.8100785480433399
Nebraska2025-Common,PI656002,-0.1586409004697247,0.8140846458558338
Nebraska2025-Common,PI656004,-0.2630685412024538,0.8051630540272869
Nebraska2025-Common,PI656006,-0.14797602243917518,0.7964693257983421
Nebraska2025-Common,PI656007,-0.11383444210478268,0.8365018705671333
Nebraska2025-Common,PI656008,-0.31633939478598994,0.7938250771550284
Nebraska2025-Common,PI656009,-0.14420614055325054,0.8043320397791023
Nebraska2025-Common,PI656010,-0.0925923251234333,0.8659533326939216
Nebraska2025-Common,PI656012,-0.2956977534029176,0.7916137914533793
Nebraska2025-Common,PI656018,-0.1898418870007283,0.8234264071972432
Nebraska2025-Common,PI656022,-0.1480023709394102,0.8390902704429912
Nebraska2025-Common,PI656023,-0.0876248912479463,0.850558345798832
Nebraska2025-Common,PI656024,-0.18937311788233663,0.7998806930876639
Nebraska2025-Common,PI656028,-0.24412861521212537,0.842415485951049
Nebraska2025-Common,PI656029,-0.13723440844068222,0.8181932389994088
Nebraska2025-Common,PI656031,-0.2125027297301187,0.8041132597393623
Nebraska2025-Common,PI656034,-0.2292872223728653,0.805776931392551
Nebraska2025-Common,PI656036,-0.23223058343891365,0.7925888877735471
Nebraska2025-Common,PI656037,-0.19238498447278785,0.8305387907279123
Nebraska2025-Common,PI656038,-0.1427520891679463,0.8464758051681844
Nebraska2025-Common,PI656039,-0.2537402849300832,0.8145909043938326
Nebraska2025-Common,PI656041,-0.1361154158984508,0.8404672860120761
Nebraska2025-Common,PI656043,-0.2848822367254456,0.8069170121289007
Nebraska2025-Common,PI656044,-0.260304937596884,0.8211027946663352
Nebraska2025-Common,PI656047,-0.07637401915806777,0.8620120791307404
Nebraska2025-Common,PI656052,-0.02846321596062442,0.8761114505648935
Nebraska2025-Common,PI656053,-0.22313647164255457,0.8156538306732944
Nebraska2025-Common,PI656055,-0.17438114708352756,0.827166477991568
Nebraska2025-Common,PI656056,-0.12807210418859577,0.8186504897934682
Nebraska2025-Common,PI656058,-0.27763244422002176,0.8191531362789385
Nebraska2025-Common,PI656059,-0.30954904037937464,0.8091201385753933
Nebraska2025-Common,PI656060,-0.1344904492042433,0.8277805808808415
Nebraska2025-Common,PI656062,-0.096207715364179755,0.8054839334991464
Nebraska2025-Common,PI656068,-0.03316569693095583,0.8149055270545528
Nebraska2025-Common,PI656070,-0.04073243481361341,0.8582221270717768
Nebraska2025-Common,PI656071,-0.00997773526597153,0.85098667706872
Nebraska2025-Common,PI656072,-0.1099542005294946,0.7913374494623675
Nebraska2025-Common,PI656075,-0.2864249548178618,0.8093549560946047
Nebraska2025-Common,PI656076,-0.15566524313348884,0.8075879952077869
Nebraska2025-Common,PI656078,-0.06728437388059363,0.8205172668551741
Nebraska2025-Common,PI656079,-0.15325826777803528,0.8274221896316563
Nebraska2025-Common,PI656081,-0.119874064316575,0.8416138501965755
Nebraska2025-Common,PI656082,-0.05916339930658212,0.8275312825589282
Nebraska2025-Common,PI656087,-0.15462239029386982,0.8415018420722232
Nebraska2025-Common,PI656089,-0.08327712907732876,0.8745659379559103
Nebraska2025-Common,PI656090,-0.2449355707912763,0.8441067035991929
Nebraska2025-Common,PI656092,-0.03324933867703264,0.8240323333406453
Nebraska2025-Common,PI656097,-0.11739391070134304,0.8489544528077781
Nebraska2025-Common,PI656098,-0.1114301562997974,0.8922612263707469
Nebraska2025-Common,PI656099,-0.21228799900057477,0.820075252508878
Nebraska2025-Common,PI656102,-0.0437987990148658,0.8985881974375268
Nebraska2025-Common,PI656104,-0.1827082087039928,0.8401691212197836
Nebraska2025-Common,PI656105,-0.1852124681101301,0.8548466823814148
Nebraska2025-Common,PI656106,-0.07567658845985648,0.8483765504963761
Nebraska2025-Common,PI656109,-0.11928167097830498,0.8790072004265301
Nebraska2025-Common,PI656111,-0.1640965829232588,0.849779096274318
Nebraska2025-Common,PI656112,-0.17960773498178695,0.851479799373456
Nebraska2025-Common,PI656115,-0.06419825219579209,0.8917958729890989
Nebraska2025-Common,PI656117,-0.08718320255230293,0.8164272399919492
Nebraska2025-Common,PI656118,-0.07439048931688577,0.8365793503427987
Nebraska2025-Common,PI656119,-0.00425770658483398,0.8657162168626792
Nebraska2025-Common,PI656120,-0.2629371985308611,0.8517539537255894
Nebraska2025-Common,PI656121,-0.11766051075946632,0.8524782641412296
Nebraska2025-Common,PI659693,-0.1557542432260831,0.8392030897139269
Nebraska2025-Common,PI659753,-0.24632224399630132,0.8655907860254134
Alabama2025,PI17548,-0.08314161705224096,0.9003337859123991
Alabama2025,PI24969,-0.14572594311856252,0.826758994699007
Alabama2025,PI276837,-0.1985904276959191,0.8705377767783952
Alabama2025,PI329440,-0.1433124641745233,0.8817744910451671
Alabama2025,PI34911,-0.1138204910856569,0.9017571604702942
Alabama2025,PI35038,-0.14701418518888232,0.8599139249674939
Alabama2025,PI533750,-0.11649660235541873,0.9688553473491092
Alabama2025,PI533752,-0.1556948457734086,0.8779883583338738
Alabama2025,PI533754,-0.15619277187396718,0.860355459994553
Alabama2025,PI533757,-0.08042767661519597,0.9145422495378944
Alabama2025,PI533758,-0.17956959712388462,0.8903748501865155
Alabama2025,PI533759,-0.14092285774867175,0.8794667873780284
Alabama2025,PI533762,-0.19707604999159828,0.920700989443003
Alabama2025,PI533766,-0.1047168653348727,0.875734205425612
Alabama2025,PI533769,-0.14791238836481507,0.9106120774539088
Alabama2025,PI533785,-0.07756194740507506,0.9050372054381988
Alabama2025,PI533789,-0.18392999060831983,0.9442390001310532
Alabama2025,PI533792,-0.1979906610635736,0.8547732886603123
Alabama2025,PI533794,-0.14885494908195457,0.8508012678158761
Alabama2025,PI533799,-0.2268078293902234,0.8831161516851752
Alabama2025,PI533800,-0.09460216853668066,0.9074007191258312
Alabama2025,PI533807,-0.2016944556921641,0.8844344717266783
Alabama2025,PI533810,-0.13266330239611307,0.8632636212350799
Alabama2025,PI533814,-0.1338278912570133,0.9156685472051336
Alabama2025,PI533821,-0.2135224624708633,0.9183522127354252
Alabama2025,PI533822,-0.2164289136152507,0.865172477510403
Alabama2025,PI533830,-0.10049075262515314,0.8988315472024654
Alabama2025,PI533831,-0.10609074677466532,0.88756394771428615
Alabama2025,PI533833,-0.1420420749830982,0.9155795675887638
Alabama2025,PI533838,-0.2114347217698393,0.9446747398361084
Alabama2025,PI533839,-0.20896868721095785,0.9081912033749322
Alabama2025,PI533843,-0.11420195569478428,0.8785683543247897
Alabama2025,PI533845,-0.11027212091258642,0.8799274561878475
Alabama2025,PI533852,-0.14750483414123972,0.8912471726600729
Alabama2025,PI533855,-0.09078743798431922,0.887007599465593
Alabama2025,PI533863,-0.20167338323025383,0.9086004117234482
Alabama2025,PI533866,-0.18094949170884383,0.8554710135138162
Alabama2025,PI533869,-0.03864287990203966,0.8763257826701241
Alabama2025,PI533871,-0.09672608669049908,0.8886468580686894
Alabama2025,PI533876,-0.13730515877801697,0.8653597544545062
Alabama2025,PI533877,-0.08658299443831072,0.92670027709875
Alabama2025,PI533878,-0.13799186354795015,0.8986894160208292
Alabama2025,PI533901,-0.12347519534046862,0.8758946407904609
Alabama2025,PI533902,-0.13308792995135943,0.9191331687811592
Alabama2025,PI533903,-0.09240107819897024,0.8787079589649313
Alabama2025,PI533910,-0.16202086452878411,0.9074487361818367
Alabama2025,PI533911,-0.122210291244876,0.9010655501204432
Alabama2025,PI533915,-0.1355003941912705,0.9229113989651254
Alabama2025,PI533921,-0.19919708477771617,0.9207930637503274
Alabama2025,PI533927,-0.15020027069952102,0.9077904178888108
Alabama2025,PI533936,-0.11632833626921352,0.8860212983708763
Alabama2025,PI533938,-0.2364305351561996,0.9242935300780196
Alabama2025,PI533939,-0.14516340194482097,0.9025952101180272
Alabama2025,PI533943,-0.13718299467383727,0.8993641886084157
Alabama2025,PI533948,-0.24807034226656224,0.8956555876446338
Alabama2025,PI533949,-0.077845371934676,0.9137472055475448
Alabama2025,PI533954,-0.13514010548331554,0.8984021154988364
Alabama2025,PI533955,-0.16648927823516185,0.9153412119544176
Alabama2025,PI533957,-0.20088949538035897,0.9108938796269266
Alabama2025,PI533961,-0.14345457480638718,0.8808531602485508
Alabama2025,PI533962,-0.09743336556298222,0.9357841586047166
Alabama2025,PI533964,-0.20266789490437545,0.8737621545691112
Alabama2025,PI533965,-0.26933387342558723,0.8465668982173147
Alabama2025,PI533967,-0.17476404590469985,0.8697600581729678
Alabama2025,PI533970,-0.08079164983868403,0.9118630390599736
Alabama2025,PI533972,-0.15684200446050717,0.9094825162561356
Alabama2025,PI533976,-0.13823924405219068,0.9369555182930662
Alabama2025,PI533979,-0.2054154066698601,0.8797094785169246
Alabama2025,PI533980,-0.15208707141115663,0.9117938370288884
Alabama2025,PI533985,-0.12381551113866364,0.907666831958596
Alabama2025,PI533986,-0.18323099588689157,0.9418563862292392
Alabama2025,PI533987,-0.1573891618343583,0.9018593286526944
Alabama2025,PI533991,-0.15367815014673775,0.9261748810743304
Alabama2025,PI533996,-0.13219532525102434,0.9320092562711548
Alabama2025,PI533997,-0.1803243138432895,0.9057442263368636
Alabama2025,PI533998,-0.1437152221498276,0.8749508323217132
Alabama2025,PI534021,-0.17627858744782676,0.8773854295593542
Alabama2025,PI534028,-0.2915065412000222,0.8733560393355561
Alabama2025,PI534037,-0.2188612664606049,0.9159393157387448
Alabama2025,PI534046,-0.16455107317562595,0.8888121402584093
Alabama2025,PI534047,-0.13713506398935116,0.8695472256337654
Alabama2025,PI534053,-0.28450481807557804,0.891710044191718
Alabama2025,PI534054,-0.1704604001700965,0.8901297818512501
Alabama2025,PI534063,-0.10494929810460324,0.9189117441444518
