image_id,image_path,environment,plotNumber,genotype,estimated_leaf_area,log_estimated_leaf_area,sam3_n_crops,leaf_area_segmentation_method,leaf_area_status
251331_LeafPhotoA_2025-10-10 10_32_10.263,data/externalsourcerequired/fvsu2025/images/251331_LeafPhotoA_2025-10-10 10_32_10.263-05_00.jpg,Georgia2025,251331,PI155516,3327834,15.017832199871505,4,CV2,ok
251331_LeafPhotoA_2025-10-10 10_32_28.342,data/externalsourcerequired/fvsu2025/images/251331_LeafPhotoA_2025-10-10 10_32_28.342-05_00.jpg,Georgia2025,251331,PI155516,2702399,14.80965045499416,4,CV2,ok
251332_LeafPhotoA_2025-10-10 10_32_58.771,data/externalsourcerequired/fvsu2025/images/251332_LeafPhotoA_2025-10-10 10_32_58.771-05_00.jpg,Georgia2025,251332,PI535795,1001252,13.816761774865832,4,CV2,ok
251332_LeafPhotoA_2025-10-10 10_33_13.559,data/externalsourcerequired/fvsu2025/images/251332_LeafPhotoA_2025-10-10 10_33_13.559-05_00.jpg,Georgia2025,251332,PI535795,1384266,14.140680593224157,4,CV2,ok
251332_LeafPhotoA_2025-10-10 10_33_35.498,data/externalsourcerequired/fvsu2025/images/251332_LeafPhotoA_2025-10-10 10_33_35.498-05_00.jpg,Georgia2025,251332,PI535795,1794423,14.400194079760917,4,CV2,ok
251333_LeafPhotoA_2025-10-10 10_34_03.229,data/externalsourcerequired/fvsu2025/images/251333_LeafPhotoA_2025-10-10 10_34_03.229-05_00.jpg,Georgia2025,251333,PI152651,2759234,14.830463662941142,4,CV2,ok
251333_LeafPhotoA_2025-10-10 10_34_16.070,data/externalsourcerequired/fvsu2025/images/251333_LeafPhotoA_2025-10-10 10_34_16.070-05_00.jpg,Georgia2025,251333,PI152651,4451779,15.308814349534476,4,CV2,ok
251333_LeafPhotoA_2025-10-10 10_34_27.647,data/externalsourcerequired/fvsu2025/images/251333_LeafPhotoA_2025-10-10 10_34_27.647-05_00.jpg,Georgia2025,251333,PI152651,4280446,15.26956776773643,4,CV2,ok
251334_LeafPhotoA_2025-10-10 10_34_48.338,data/externalsourcerequired/fvsu2025/images/251334_LeafPhotoA_2025-10-10 10_34_48.338-05_00.jpg,Georgia2025,251334,PI152965,3909332,15.178877073376281,4,CV2,ok
251334_LeafPhotoA_2025-10-10 10_35_02.819,data/externalsourcerequired/fvsu2025/images/251334_LeafPhotoA_2025-10-10 10_35_02.819-05_00.jpg,Georgia2025,251334,PI152965,3261899,14.997820099084112,3,CV2,ok
251334_LeafPhotoA_2025-10-10 10_35_12.051,data/externalsourcerequired/fvsu2025/images/251334_LeafPhotoA_2025-10-10 10_35_12.051-05_00.jpg,Georgia2025,251334,PI152965,3128921,14.956198774649325,4,CV2,ok
251335_LeafPhotoA_2025-10-10 10_35_27.182,data/externalsourcerequired/fvsu2025/images/251335_LeafPhotoA_2025-10-10 10_35_27.182-05_00.jpg,Georgia2025,251335,PI152963,5241256,15.472071722231538,4,CV2,ok
251335_LeafPhotoA_2025-10-10 10_35_37.788,data/externalsourcerequired/fvsu2025/images/251335_LeafPhotoA_2025-10-10 10_35_37.788-05_00.jpg,Georgia2025,251335,PI152963,4607950,15.34329363060455,4,CV2,ok
251335_LeafPhotoA_2025-10-10 10_36_05.728,data/externalsourcerequired/fvsu2025/images/251335_LeafPhotoA_2025-10-10 10_36_05.728-05_00.jpg,Georgia2025,251335,PI152963,4290537,15.27192245789566,4,CV2,ok
251336_LeafPhotoA_2025-10-10 10_36_32.347,data/externalsourcerequired/fvsu2025/images/251336_LeafPhotoA_2025-10-10 10_36_32.347-05_00.jpg,Georgia2025,251336,PI152730,2830093,14.855820131270283,4,CV2,ok
251336_LeafPhotoA_2025-10-10 10_36_51.621,data/externalsourcerequired/fvsu2025/images/251336_LeafPhotoA_2025-10-10 10_36_51.621-05_00.jpg,Georgia2025,251336,PI152730,3080898,14.940731670896414,4,CV2,ok
251336_LeafPhotoA_2025-10-10 10_37_05.905,data/externalsourcerequired/fvsu2025/images/251336_LeafPhotoA_2025-10-10 10_37_05.905-05_00.jpg,Georgia2025,251336,PI152730,2771037,14.834732176336267,2,CV2,ok
251337_LeafPhotoA_2025-10-10 10_37_29.027,data/externalsourcerequired/fvsu2025/images/251337_LeafPhotoA_2025-10-10 10_37_29.027-05_00.jpg,Georgia2025,251337,PI330199,1666797,14.326414378672805,4,CV2,ok
251337_LeafPhotoA_2025-10-10 10_37_51.784,data/externalsourcerequired/fvsu2025/images/251337_LeafPhotoA_2025-10-10 10_37_51.784-05_00.jpg,Georgia2025,251337,PI330199,1646696,14.314281414102515,4,CV2,ok
251337_LeafPhotoA_2025-10-10 10_38_06.887,data/externalsourcerequired/fvsu2025/images/251337_LeafPhotoA_2025-10-10 10_38_06.887-05_00.jpg,Georgia2025,251337,PI330199,1913294,14.464336921925042,4,CV2,ok
251338_LeafPhotoA_2025-10-10 10_38_36.153,data/externalsourcerequired/fvsu2025/images/251338_LeafPhotoA_2025-10-10 10_38_36.153-05_00.jpg,Georgia2025,251338,PI156203,2448095,14.710820729050917,4,CV2,ok
251338_LeafPhotoA_2025-10-10 10_39_10.223,data/externalsourcerequired/fvsu2025/images/251338_LeafPhotoA_2025-10-10 10_39_10.223-05_00.jpg,Georgia2025,251338,PI156203,2105357,14.559995606918335,4,CV2,ok
251338_LeafPhotoA_2025-10-10 10_39_37.490,data/externalsourcerequired/fvsu2025/images/251338_LeafPhotoA_2025-10-10 10_39_37.490-05_00.jpg,Georgia2025,251338,PI156203,1950350,14.48351940161352,4,CV2,ok
251339_LeafPhotoA_2025-10-10 10_40_50.245,data/externalsourcerequired/fvsu2025/images/251339_LeafPhotoA_2025-10-10 10_40_50.245-05_00.jpg,Georgia2025,251339,PI563350,4837582,15.391925567080902,4,CV2,ok
251339_LeafPhotoA_2025-10-10 10_41_01.626,data/externalsourcerequired/fvsu2025/images/251339_LeafPhotoA_2025-10-10 10_41_01.626-05_00.jpg,Georgia2025,251339,PI563350,4842449,15.3929311424577,4,CV2,ok
251339_LeafPhotoA_2025-10-10 10_41_26.800,data/externalsourcerequired/fvsu2025/images/251339_LeafPhotoA_2025-10-10 10_41_26.800-05_00.jpg,Georgia2025,251339,PI563350,2214379,14.610482560979017,4,CV2,ok
251340_LeafPhotoA_2025-10-10 10_41_55.826,data/externalsourcerequired/fvsu2025/images/251340_LeafPhotoA_2025-10-10 10_41_55.826-05_00.jpg,Georgia2025,251340,PI226096,1203148,14.000452013158677,4,CV2,ok
251340_LeafPhotoA_2025-10-10 10_42_30.199,data/externalsourcerequired/fvsu2025/images/251340_LeafPhotoA_2025-10-10 10_42_30.199-05_00.jpg,Georgia2025,251340,PI226096,1324624,14.09663920354621,4,CV2,ok
251340_LeafPhotoA_2025-10-10 10_42_54.242,data/externalsourcerequired/fvsu2025/images/251340_LeafPhotoA_2025-10-10 10_42_54.242-05_00.jpg,Georgia2025,251340,PI226096,1529240,14.240281437930252,4,CV2,ok
251341_LeafPhotoA_2025-10-10 10_43_24.603,data/externalsourcerequired/fvsu2025/images/251341_LeafPhotoA_2025-10-10 10_43_24.603-05_00.jpg,Georgia2025,251341,PI513898,3270845,15.00055891927731,4,CV2,ok
251341_LeafPhotoA_2025-10-10 10_43_36.341,data/externalsourcerequired/fvsu2025/images/251341_LeafPhotoA_2025-10-10 10_43_36.341-05_00.jpg,Georgia2025,251341,PI513898,2682221,14.802155740622108,4,CV2,ok
251341_LeafPhotoA_2025-10-10 10_43_55.689,data/externalsourcerequired/fvsu2025/images/251341_LeafPhotoA_2025-10-10 10_43_55.689-05_00.jpg,Georgia2025,251341,PI513898,2862145,14.867081901686582,4,CV2,ok
251342_LeafPhotoA_2025-10-10 10_44_27.423,data/externalsourcerequired/fvsu2025/images/251342_LeafPhotoA_2025-10-10 10_44_27.423-05_00.jpg,Georgia2025,251342,PI152728,1828401,14.418952372365851,2,CV2,ok
251342_LeafPhotoA_2025-10-10 10_44_51.045,data/externalsourcerequired/fvsu2025/images/251342_LeafPhotoA_2025-10-10 10_44_51.045-05_00.jpg,Georgia2025,251342,PI152728,1616572,14.295818415830015,2,CV2,ok
251342_LeafPhotoA_2025-10-10 10_45_02.279,data/externalsourcerequired/fvsu2025/images/251342_LeafPhotoA_2025-10-10 10_45_02.279-05_00.jpg,Georgia2025,251342,PI152728,1300734,14.078439278481087,4,CV2,ok
251343_LeafPhotoA_2025-10-10 10_45_47.085,data/externalsourcerequired/fvsu2025/images/251343_LeafPhotoA_2025-10-10 10_45_47.085-05_00.jpg,Georgia2025,251343,PI154944,3996415,15.200908267211997,4,CV2,ok
251343_LeafPhotoA_2025-10-10 10_45_57.831,data/externalsourcerequired/fvsu2025/images/251343_LeafPhotoA_2025-10-10 10_45_57.831-05_00.jpg,Georgia2025,251343,PI154944,2872730,14.870773355125408,4,CV2,ok
251343_LeafPhotoA_2025-10-10 10_46_09.605,data/externalsourcerequired/fvsu2025/images/251343_LeafPhotoA_2025-10-10 10_46_09.605-05_00.jpg,Georgia2025,251343,PI154944,3488454,15.064969216091317,4,CV2,ok
251344_LeafPhotoA_2025-10-10 11_02_47.274,data/externalsourcerequired/fvsu2025/images/251344_LeafPhotoA_2025-10-10 11_02_47.274-05_00.jpg,Georgia2025,251344,PI570071,2987599,14.909980612748162,4,CV2,ok
251344_LeafPhotoA_2025-10-10 11_03_06.096,data/externalsourcerequired/fvsu2025/images/251344_LeafPhotoA_2025-10-10 11_03_06.096-05_00.jpg,Georgia2025,251344,PI570071,3031845,14.924681903065625,4,CV2,ok
251344_LeafPhotoA_2025-10-10 11_03_23.242,data/externalsourcerequired/fvsu2025/images/251344_LeafPhotoA_2025-10-10 11_03_23.242-05_00.jpg,Georgia2025,251344,PI570071,2874505,14.871391043476915,4,CV2,ok
251345_LeafPhotoA_2025-10-10 11_01_58.504,data/externalsourcerequired/fvsu2025/images/251345_LeafPhotoA_2025-10-10 11_01_58.504-05_00.jpg,Georgia2025,251345,PI156890,2570619,14.759657283901374,4,CV2,ok
251345_LeafPhotoA_2025-10-10 11_02_08.027,data/externalsourcerequired/fvsu2025/images/251345_LeafPhotoA_2025-10-10 11_02_08.027-05_00.jpg,Georgia2025,251345,PI156890,2206405,14.606875052153487,4,CV2,ok
251345_LeafPhotoA_2025-10-10 11_02_17.788,data/externalsourcerequired/fvsu2025/images/251345_LeafPhotoA_2025-10-10 11_02_17.788-05_00.jpg,Georgia2025,251345,PI156890,2295231,14.64634405000632,4,CV2,ok
251346_LeafPhotoA_2025-10-10 11_01_11.392,data/externalsourcerequired/fvsu2025/images/251346_LeafPhotoA_2025-10-10 11_01_11.392-05_00.jpg,Georgia2025,251346,PI330181,3409675,15.042127536799724,4,CV2,ok
251346_LeafPhotoA_2025-10-10 11_01_22.617,data/externalsourcerequired/fvsu2025/images/251346_LeafPhotoA_2025-10-10 11_01_22.617-05_00.jpg,Georgia2025,251346,PI330181,3696799,15.122977868033937,4,CV2,ok
251346_LeafPhotoA_2025-10-10 11_01_40.572,data/externalsourcerequired/fvsu2025/images/251346_LeafPhotoA_2025-10-10 11_01_40.572-05_00.jpg,Georgia2025,251346,PI330181,4783469,15.380676573468929,4,CV2,ok
251347_LeafPhotoA_2025-10-10 10_59_51.816,data/externalsourcerequired/fvsu2025/images/251347_LeafPhotoA_2025-10-10 10_59_51.816-05_00.jpg,Georgia2025,251347,PI570145,3188640,14.975105051567178,4,CV2,ok
251347_LeafPhotoA_2025-10-10 11_00_19.281,data/externalsourcerequired/fvsu2025/images/251347_LeafPhotoA_2025-10-10 11_00_19.281-05_00.jpg,Georgia2025,251347,PI570145,3774533,15.14378722440345,4,CV2,ok
251347_LeafPhotoA_2025-10-10 11_00_45.430,data/externalsourcerequired/fvsu2025/images/251347_LeafPhotoA_2025-10-10 11_00_45.430-05_00.jpg,Georgia2025,251347,PI570145,2921782,14.887704262075633,4,CV2,ok
251348_LeafPhotoA_2025-10-10 10_58_58.354,data/externalsourcerequired/fvsu2025/images/251348_LeafPhotoA_2025-10-10 10_58_58.354-05_00.jpg,Georgia2025,251348,PI562994,3535314,15.078312679393472,4,CV2,ok
251348_LeafPhotoA_2025-10-10 10_59_14.495,data/externalsourcerequired/fvsu2025/images/251348_LeafPhotoA_2025-10-10 10_59_14.495-05_00.jpg,Georgia2025,251348,PI562994,3255344,14.99580851160444,4,CV2,ok
251348_LeafPhotoA_2025-10-10 10_59_25.111,data/externalsourcerequired/fvsu2025/images/251348_LeafPhotoA_2025-10-10 10_59_25.111-05_00.jpg,Georgia2025,251348,PI562994,2832934,14.856823481682824,4,CV2,ok
251349_LeafPhotoA_2025-10-10 10_57_45.805,data/externalsourcerequired/fvsu2025/images/251349_LeafPhotoA_2025-10-10 10_57_45.805-05_00.jpg,Georgia2025,251349,PI329338,2727467,14.818883897624419,4,CV2,ok
251349_LeafPhotoA_2025-10-10 10_58_01.890,data/externalsourcerequired/fvsu2025/images/251349_LeafPhotoA_2025-10-10 10_58_01.890-05_00.jpg,Georgia2025,251349,PI329338,3369048,15.030140769838397,4,CV2,ok
251349_LeafPhotoA_2025-10-10 10_58_39.620,data/externalsourcerequired/fvsu2025/images/251349_LeafPhotoA_2025-10-10 10_58_39.620-05_00.jpg,Georgia2025,251349,PI329338,3130913,14.956835213272853,4,CV2,ok
251350_LeafPhotoA_2025-10-10 10_56_56.722,data/externalsourcerequired/fvsu2025/images/251350_LeafPhotoA_2025-10-10 10_56_56.722-05_00.jpg,Georgia2025,251350,PI154844,3980314,15.196871268620978,4,CV2,ok
251350_LeafPhotoA_2025-10-10 10_57_06.017,data/externalsourcerequired/fvsu2025/images/251350_LeafPhotoA_2025-10-10 10_57_06.017-05_00.jpg,Georgia2025,251350,PI154844,3666872,15.114849540526594,4,CV2,ok
251350_LeafPhotoA_2025-10-10 10_57_25.060,data/externalsourcerequired/fvsu2025/images/251350_LeafPhotoA_2025-10-10 10_57_25.060-05_00.jpg,Georgia2025,251350,PI154844,2786250,14.840207163682216,4,CV2,ok
251351_LeafPhotoA_2025-10-10 10_55_55.089,data/externalsourcerequired/fvsu2025/images/251351_LeafPhotoA_2025-10-10 10_55_55.089-05_00.jpg,Georgia2025,251351,PI511355,2950572,14.89750960782524,4,CV2,ok
251351_LeafPhotoA_2025-10-10 10_56_13.163,data/externalsourcerequired/fvsu2025/images/251351_LeafPhotoA_2025-10-10 10_56_13.163-05_00.jpg,Georgia2025,251351,PI511355,3211720,14.982317177148122,2,CV2,ok
251351_LeafPhotoA_2025-10-10 10_56_25.201,data/externalsourcerequired/fvsu2025/images/251351_LeafPhotoA_2025-10-10 10_56_25.201-05_00.jpg,Georgia2025,251351,PI511355,2999120,14.913829470268412,4,CV2,ok
251352_LeafPhotoA_2025-10-10 10_55_09.613,data/externalsourcerequired/fvsu2025/images/251352_LeafPhotoA_2025-10-10 10_55_09.613-05_00.jpg,Georgia2025,251352,PI273465,3235080,14.989564215132233,4,CV2,ok
251352_LeafPhotoA_2025-10-10 10_55_16.776,data/externalsourcerequired/fvsu2025/images/251352_LeafPhotoA_2025-10-10 10_55_16.776-05_00.jpg,Georgia2025,251352,PI273465,2928520,14.890007733923518,4,CV2,ok
251352_LeafPhotoA_2025-10-10 10_55_24.500,data/externalsourcerequired/fvsu2025/images/251352_LeafPhotoA_2025-10-10 10_55_24.500-05_00.jpg,Georgia2025,251352,PI273465,2964038,14.902063085828752,4,CV2,ok
251353_LeafPhotoA_2025-10-10 10_53_53.027,data/externalsourcerequired/fvsu2025/images/251353_LeafPhotoA_2025-10-10 10_53_53.027-05_00.jpg,Georgia2025,251353,PI570074,1460833,14.19451737892913,4,CV2,ok
251353_LeafPhotoA_2025-10-10 10_54_14.507,data/externalsourcerequired/fvsu2025/images/251353_LeafPhotoA_2025-10-10 10_54_14.507-05_00.jpg,Georgia2025,251353,PI570074,1295845,14.074673549976422,0,CV2,failed_cropping
251353_LeafPhotoA_2025-10-10 10_54_30.358,data/externalsourcerequired/fvsu2025/images/251353_LeafPhotoA_2025-10-10 10_54_30.358-05_00.jpg,Georgia2025,251353,PI570074,1437436,14.17837152892339,4,CV2,ok
251354_LeafPhotoA_2025-10-10 10_52_07.505,data/externalsourcerequired/fvsu2025/images/251354_LeafPhotoA_2025-10-10 10_52_07.505-05_00.jpg,Georgia2025,251354,PI562781,3400593,15.039460386143132,4,CV2,ok
251354_LeafPhotoA_2025-10-10 10_52_41.011,data/externalsourcerequired/fvsu2025/images/251354_LeafPhotoA_2025-10-10 10_52_41.011-05_00.jpg,Georgia2025,251354,PI562781,3184745,14.973882780988856,4,CV2,ok
251354_LeafPhotoA_2025-10-10 10_53_08.718,data/externalsourcerequired/fvsu2025/images/251354_LeafPhotoA_2025-10-10 10_53_08.718-05_00.jpg,Georgia2025,251354,PI562781,3060059,14.933944754788438,4,CV2,ok
251355_LeafPhotoA_2025-10-10 10_50_47.378,data/externalsourcerequired/fvsu2025/images/251355_LeafPhotoA_2025-10-10 10_50_47.378-05_00.jpg,Georgia2025,251355,PI329286,1649128,14.31575722133094,4,CV2,ok
251355_LeafPhotoA_2025-10-10 10_51_09.892,data/externalsourcerequired/fvsu2025/images/251355_LeafPhotoA_2025-10-10 10_51_09.892-05_00.jpg,Georgia2025,251355,PI329286,2420889,14.699645386046306,4,CV2,ok
251355_LeafPhotoA_2025-10-10 10_51_29.943,data/externalsourcerequired/fvsu2025/images/251355_LeafPhotoA_2025-10-10 10_51_29.943-05_00.jpg,Georgia2025,251355,PI329286,2215616,14.61104102663514,4,CV2,ok
251356_LeafPhotoA_2025-10-10 10_49_30.774,data/externalsourcerequired/fvsu2025/images/251356_LeafPhotoA_2025-10-10 10_49_30.774-05_00.jpg,Georgia2025,251356,PI569457,2206562,14.606946206095978,4,CV2,ok
251356_LeafPhotoA_2025-10-10 10_49_39.367,data/externalsourcerequired/fvsu2025/images/251356_LeafPhotoA_2025-10-10 10_49_39.367-05_00.jpg,Georgia2025,251356,PI569457,2639839,14.786228488414363,4,CV2,ok
251356_LeafPhotoA_2025-10-10 10_50_06.137,data/externalsourcerequired/fvsu2025/images/251356_LeafPhotoA_2025-10-10 10_50_06.137-05_00.jpg,Georgia2025,251356,PI569457,2434346,14.705188695261693,4,CV2,ok
251357_LeafPhotoA_2025-10-10 10_48_45.512,data/externalsourcerequired/fvsu2025/images/251357_LeafPhotoA_2025-10-10 10_48_45.512-05_00.jpg,Georgia2025,251357,PI641860,2280106,14.63973249107801,4,CV2,ok
251357_LeafPhotoA_2025-10-10 10_48_55.438,data/externalsourcerequired/fvsu2025/images/251357_LeafPhotoA_2025-10-10 10_48_55.438-05_00.jpg,Georgia2025,251357,PI641860,2303422,14.649906401269709,4,CV2,ok
251357_LeafPhotoA_2025-10-10 10_49_07.662,data/externalsourcerequired/fvsu2025/images/251357_LeafPhotoA_2025-10-10 10_49_07.662-05_00.jpg,Georgia2025,251357,PI641860,2148001,14.580048200160132,4,CV2,ok
251358_LeafPhotoA_2025-10-10 10_47_54.053,data/externalsourcerequired/fvsu2025/images/251358_LeafPhotoA_2025-10-10 10_47_54.053-05_00.jpg,Georgia2025,251358,PI329702,1551814,14.254935127182447,4,CV2,ok
251358_LeafPhotoA_2025-10-10 10_48_01.144,data/externalsourcerequired/fvsu2025/images/251358_LeafPhotoA_2025-10-10 10_48_01.144-05_00.jpg,Georgia2025,251358,PI329702,1980484,14.498851817243487,4,CV2,ok
251358_LeafPhotoA_2025-10-10 10_48_24.852,data/externalsourcerequired/fvsu2025/images/251358_LeafPhotoA_2025-10-10 10_48_24.852-05_00.jpg,Georgia2025,251358,PI329702,1620674,14.298352670066736,4,CV2,ok
251359_LeafPhotoA_2025-10-10 10_46_45.066,data/externalsourcerequired/fvsu2025/images/251359_LeafPhotoA_2025-10-10 10_46_45.066-05_00.jpg,Georgia2025,251359,PI329617,2348486,14.669281423179555,4,CV2,ok
251359_LeafPhotoA_2025-10-10 10_46_56.789,data/externalsourcerequired/fvsu2025/images/251359_LeafPhotoA_2025-10-10 10_46_56.789-05_00.jpg,Georgia2025,251359,PI329617,2968116,14.903437966063617,4,CV2,ok
251359_LeafPhotoA_2025-10-10 10_47_23.480,data/externalsourcerequired/fvsu2025/images/251359_LeafPhotoA_2025-10-10 10_47_23.480-05_00.jpg,Georgia2025,251359,PI329617,2632649,14.783501121578471,4,CV2,ok
251360_LeafPhotoA_2025-10-10 14_10_39.128,data/externalsourcerequired/fvsu2025/images/251360_LeafPhotoA_2025-10-10 14_10_39.128-05_00.jpg,Georgia2025,251360,PI329519,4355352,15.286915991638494,4,CV2,ok
251360_LeafPhotoA_2025-10-10 14_10_46.734,data/externalsourcerequired/fvsu2025/images/251360_LeafPhotoA_2025-10-10 14_10_46.734-05_00.jpg,Georgia2025,251360,PI329519,3903802,15.177461508015844,4,CV2,ok
251360_LeafPhotoA_2025-10-10 14_10_55.427,data/externalsourcerequired/fvsu2025/images/251360_LeafPhotoA_2025-10-10 14_10_55.427-05_00.jpg,Georgia2025,251360,PI329519,3888438,15.173518092538433,4,CV2,ok
251361_LeafPhotoA_2025-10-10 14_11_17.921,data/externalsourcerequired/fvsu2025/images/251361_LeafPhotoA_2025-10-10 14_11_17.921-05_00.jpg,Georgia2025,251361,PI619838,3164470,14.967496142981917,4,CV2,ok
251361_LeafPhotoA_2025-10-10 14_11_34.882,data/externalsourcerequired/fvsu2025/images/251361_LeafPhotoA_2025-10-10 14_11_34.882-05_00.jpg,Georgia2025,251361,PI619838,5384795,15.499089799138616,4,CV2,ok
251361_LeafPhotoA_2025-10-10 14_12_04.513,data/externalsourcerequired/fvsu2025/images/251361_LeafPhotoA_2025-10-10 14_12_04.513-05_00.jpg,Georgia2025,251361,PI619838,3910865,15.17926913511581,4,CV2,ok
251363_LeafPhotoA_2025-10-10 14_12_36.039,data/externalsourcerequired/fvsu2025/images/251363_LeafPhotoA_2025-10-10 14_12_36.039-05_00.jpg,Georgia2025,251363,PI453696,4162413,15.241605512151509,3,CV2,ok
251363_LeafPhotoA_2025-10-10 14_12_45.243,data/externalsourcerequired/fvsu2025/images/251363_LeafPhotoA_2025-10-10 14_12_45.243-05_00.jpg,Georgia2025,251363,PI453696,4453053,15.30910048632149,4,CV2,ok
251363_LeafPhotoA_2025-10-10 14_12_57.266,data/externalsourcerequired/fvsu2025/images/251363_LeafPhotoA_2025-10-10 14_12_57.266-05_00.jpg,Georgia2025,251363,PI453696,4086569,15.223216300660573,4,CV2,ok
251364_LeafPhotoA_2025-10-10 14_13_14.044,data/externalsourcerequired/fvsu2025/images/251364_LeafPhotoA_2025-10-10 14_13_14.044-05_00.jpg,Georgia2025,251364,PI329510,3526697,15.075872296823544,2,CV2,ok
251364_LeafPhotoA_2025-10-10 14_13_30.860,data/externalsourcerequired/fvsu2025/images/251364_LeafPhotoA_2025-10-10 14_13_30.860-05_00.jpg,Georgia2025,251364,PI329510,4100144,15.226532653008995,4,CV2,ok
251364_LeafPhotoA_2025-10-10 14_13_43.200,data/externalsourcerequired/fvsu2025/images/251364_LeafPhotoA_2025-10-10 14_13_43.200-05_00.jpg,Georgia2025,251364,PI329510,4266723,15.266356643259575,4,CV2,ok
251365_LeafPhotoA_2025-10-10 14_14_12.643,data/externalsourcerequired/fvsu2025/images/251365_LeafPhotoA_2025-10-10 14_14_12.643-05_00.jpg,Georgia2025,251365,PI569459,5235895,15.471048352334918,4,CV2,ok
251365_LeafPhotoA_2025-10-10 14_14_26.159,data/externalsourcerequired/fvsu2025/images/251365_LeafPhotoA_2025-10-10 14_14_26.159-05_00.jpg,Georgia2025,251365,PI569459,4384932,15.293684676256548,4,CV2,ok
251366_LeafPhotoA_2025-10-10 14_15_15.180,data/externalsourcerequired/fvsu2025/images/251366_LeafPhotoA_2025-10-10 14_15_15.180-05_00.jpg,Georgia2025,251366,PI562981,3565978,15.086948908008738,4,CV2,ok
251366_LeafPhotoA_2025-10-10 14_15_31.220,data/externalsourcerequired/fvsu2025/images/251366_LeafPhotoA_2025-10-10 14_15_31.220-05_00.jpg,Georgia2025,251366,PI562981,3483756,15.063621580058836,4,CV2,ok
251366_LeafPhotoA_2025-10-10 14_15_45.931,data/externalsourcerequired/fvsu2025/images/251366_LeafPhotoA_2025-10-10 14_15_45.931-05_00.jpg,Georgia2025,251366,PI562981,4857130,15.395958286462795,4,CV2,ok
251367_LeafPhotoA_2025-10-10 14_15_59.632,data/externalsourcerequired/fvsu2025/images/251367_LeafPhotoA_2025-10-10 14_15_59.632-05_00.jpg,Georgia2025,251367,PI569148,4096901,15.225741392214598,4,CV2,ok
251367_LeafPhotoA_2025-10-10 14_16_14.777,data/externalsourcerequired/fvsu2025/images/251367_LeafPhotoA_2025-10-10 14_16_14.777-05_00.jpg,Georgia2025,251367,PI569148,3657933,15.112408791745525,4,CV2,ok
251367_LeafPhotoA_2025-10-10 14_16_37.783,data/externalsourcerequired/fvsu2025/images/251367_LeafPhotoA_2025-10-10 14_16_37.783-05_00.jpg,Georgia2025,251367,PI569148,3936536,15.18581170674457,4,CV2,ok
251368_LeafPhotoA_2025-10-10 14_16_58.862,data/externalsourcerequired/fvsu2025/images/251368_LeafPhotoA_2025-10-10 14_16_58.862-05_00.jpg,Georgia2025,251368,PI562971,4544451,15.329417486218558,4,CV2,ok
251368_LeafPhotoA_2025-10-10 14_17_10.880,data/externalsourcerequired/fvsu2025/images/251368_LeafPhotoA_2025-10-10 14_17_10.880-05_00.jpg,Georgia2025,251368,PI562971,3738016,15.134065547352316,4,CV2,ok
251368_LeafPhotoA_2025-10-10 14_17_24.516,data/externalsourcerequired/fvsu2025/images/251368_LeafPhotoA_2025-10-10 14_17_24.516-05_00.jpg,Georgia2025,251368,PI562971,3431438,15.048489973267264,4,CV2,ok
251369_LeafPhotoA_2025-10-10 14_17_44.688,data/externalsourcerequired/fvsu2025/images/251369_LeafPhotoA_2025-10-10 14_17_44.688-05_00.jpg,Georgia2025,251369,PI156268,3505863,15.069947267829898,3,CV2,ok
251369_LeafPhotoA_2025-10-10 14_17_55.206,data/externalsourcerequired/fvsu2025/images/251369_LeafPhotoA_2025-10-10 14_17_55.206-05_00.jpg,Georgia2025,251369,PI156268,3772068,15.14313395014457,4,CV2,ok
251369_LeafPhotoA_2025-10-10 14_18_08.616,data/externalsourcerequired/fvsu2025/images/251369_LeafPhotoA_2025-10-10 14_18_08.616-05_00.jpg,Georgia2025,251369,PI156268,3126857,14.955538904661966,0,CV2,failed_cropping
251370_LeafPhotoA_2025-10-10 14_19_09.756,data/externalsourcerequired/fvsu2025/images/251370_LeafPhotoA_2025-10-10 14_19_09.756-05_00.jpg,Georgia2025,251370,PI569425,3787856,15.147310717781998,4,CV2,ok
251370_LeafPhotoA_2025-10-10 14_19_20.657,data/externalsourcerequired/fvsu2025/images/251370_LeafPhotoA_2025-10-10 14_19_20.657-05_00.jpg,Georgia2025,251370,PI569425,3590434,15.093783644522592,4,CV2,ok
251371_LeafPhotoA_2025-10-10 14_19_40.877,data/externalsourcerequired/fvsu2025/images/251371_LeafPhotoA_2025-10-10 14_19_40.877-05_00.jpg,Georgia2025,251371,PI156018,3571246,15.08842511247049,4,CV2,ok
251371_LeafPhotoA_2025-10-10 14_19_58.510,data/externalsourcerequired/fvsu2025/images/251371_LeafPhotoA_2025-10-10 14_19_58.510-05_00.jpg,Georgia2025,251371,PI156018,3151979,14.963541067501165,4,CV2,ok
251371_LeafPhotoA_2025-10-10 14_20_08.103,data/externalsourcerequired/fvsu2025/images/251371_LeafPhotoA_2025-10-10 14_20_08.103-05_00.jpg,Georgia2025,251371,PI156018,2469809,14.719651377678979,4,CV2,ok
