image_path,image_id,plotNumber,environment,ExG_P20_disease_pct
1745_LeafPhotoA_2025-09-09 10_01_53.164-05_00_leaf.png,1745_LeafPhotoA_2025-09-09 10_01_53.164-05_00,1745,Nebraska2025,8.48
1745_LeafPhotoA_2025-09-09 10_02_04.517-05_00_leaf.png,1745_LeafPhotoA_2025-09-09 10_02_04.517-05_00,1745,Nebraska2025,10.99
1746_LeafPhotoA_2025-09-09 10_03_19.051-05_00_leaf.png,1746_LeafPhotoA_2025-09-09 10_03_19.051-05_00,1746,Nebraska2025,1.14
1746_LeafPhotoA_2025-09-09 10_03_34.287-05_00_leaf.png,1746_LeafPhotoA_2025-09-09 10_03_34.287-05_00,1746,Nebraska2025,0.08
1746_LeafPhotoA_2025-09-09 10_03_46.262-05_00_leaf.png,1746_LeafPhotoA_2025-09-09 10_03_46.262-05_00,1746,Nebraska2025,0.14
1747_LeafPhotoA_2025-09-09 10_04_42.065-05_00_leaf.png,1747_LeafPhotoA_2025-09-09 10_04_42.065-05_00,1747,Nebraska2025,2.71
1747_LeafPhotoA_2025-09-09 10_04_59.320-05_00_leaf.png,1747_LeafPhotoA_2025-09-09 10_04_59.320-05_00,1747,Nebraska2025,20.05
1747_LeafPhotoA_2025-09-09 10_05_14.099-05_00_leaf.png,1747_LeafPhotoA_2025-09-09 10_05_14.099-05_00,1747,Nebraska2025,17.27
1748_LeafPhotoA_2025-09-09 10_05_59.202-05_00_leaf.png,1748_LeafPhotoA_2025-09-09 10_05_59.202-05_00,1748,Nebraska2025,2.35
1748_LeafPhotoA_2025-09-09 10_06_14.568-05_00_leaf.png,1748_LeafPhotoA_2025-09-09 10_06_14.568-05_00,1748,Nebraska2025,1.2
1748_LeafPhotoA_2025-09-09 10_06_29.195-05_00_leaf.png,1748_LeafPhotoA_2025-09-09 10_06_29.195-05_00,1748,Nebraska2025,5.92
1749_LeafPhotoA_2025-09-09 10_07_40.842-05_00_leaf.png,1749_LeafPhotoA_2025-09-09 10_07_40.842-05_00,1749,Nebraska2025,4.81
1749_LeafPhotoA_2025-09-09 10_07_54.381-05_00_leaf.png,1749_LeafPhotoA_2025-09-09 10_07_54.381-05_00,1749,Nebraska2025,0.54
1749_LeafPhotoA_2025-09-09 10_08_07.956-05_00_leaf.png,1749_LeafPhotoA_2025-09-09 10_08_07.956-05_00,1749,Nebraska2025,1.79
1750_LeafPhotoA_2025-09-09 10_09_04.573-05_00_leaf.png,1750_LeafPhotoA_2025-09-09 10_09_04.573-05_00,1750,Nebraska2025,2.08
1750_LeafPhotoA_2025-09-09 10_09_17.886-05_00_leaf.png,1750_LeafPhotoA_2025-09-09 10_09_17.886-05_00,1750,Nebraska2025,0.55
1750_LeafPhotoA_2025-09-09 10_09_28.880-05_00_leaf.png,1750_LeafPhotoA_2025-09-09 10_09_28.880-05_00,1750,Nebraska2025,1.49
1752_LeafPhotoA_2025-09-09 10_44_38.144-05_00_leaf.png,1752_LeafPhotoA_2025-09-09 10_44_38.144-05_00,1752,Nebraska2025,0.1
1752_LeafPhotoA_2025-09-09 10_45_23.344-05_00_leaf.png,1752_LeafPhotoA_2025-09-09 10_45_23.344-05_00,1752,Nebraska2025,0.44
1752_LeafPhotoA_2025-09-09 10_46_22.850-05_00_leaf.png,1752_LeafPhotoA_2025-09-09 10_46_22.850-05_00,1752,Nebraska2025,0.0
1753_LeafPhotoA_2025-09-09 10_42_13.331-05_00_leaf.png,1753_LeafPhotoA_2025-09-09 10_42_13.331-05_00,1753,Nebraska2025,0.2
1753_LeafPhotoA_2025-09-09 10_42_49.649-05_00_leaf.png,1753_LeafPhotoA_2025-09-09 10_42_49.649-05_00,1753,Nebraska2025,0.2
1753_LeafPhotoA_2025-09-09 10_43_44.994-05_00_leaf.png,1753_LeafPhotoA_2025-09-09 10_43_44.994-05_00,1753,Nebraska2025,2.28
1754_LeafPhotoA_2025-09-09 10_40_15.655-05_00_leaf.png,1754_LeafPhotoA_2025-09-09 10_40_15.655-05_00,1754,Nebraska2025,0.01
1754_LeafPhotoA_2025-09-09 10_40_56.346-05_00_leaf.png,1754_LeafPhotoA_2025-09-09 10_40_56.346-05_00,1754,Nebraska2025,0.08
1754_LeafPhotoA_2025-09-09 10_41_21.345-05_00_leaf.png,1754_LeafPhotoA_2025-09-09 10_41_21.345-05_00,1754,Nebraska2025,0.12
1755_LeafPhotoA_2025-09-09 10_36_38.241-05_00_leaf.png,1755_LeafPhotoA_2025-09-09 10_36_38.241-05_00,1755,Nebraska2025,0.05
1755_LeafPhotoA_2025-09-09 10_37_23.912-05_00_leaf.png,1755_LeafPhotoA_2025-09-09 10_37_23.912-05_00,1755,Nebraska2025,0.31
1755_LeafPhotoA_2025-09-09 10_37_59.166-05_00_leaf.png,1755_LeafPhotoA_2025-09-09 10_37_59.166-05_00,1755,Nebraska2025,0.16
1756_LeafPhotoA_2025-09-09 10_35_17.499-05_00_leaf.png,1756_LeafPhotoA_2025-09-09 10_35_17.499-05_00,1756,Nebraska2025,0.0
1756_LeafPhotoA_2025-09-09 10_35_51.473-05_00_leaf.png,1756_LeafPhotoA_2025-09-09 10_35_51.473-05_00,1756,Nebraska2025,0.9
1757_LeafPhotoA_2025-09-09 10_32_45.935-05_00_leaf.png,1757_LeafPhotoA_2025-09-09 10_32_45.935-05_00,1757,Nebraska2025,0.83
1757_LeafPhotoA_2025-09-09 10_33_53.494-05_00_leaf.png,1757_LeafPhotoA_2025-09-09 10_33_53.494-05_00,1757,Nebraska2025,0.63
1757_LeafPhotoA_2025-09-09 10_34_52.788-05_00_leaf.png,1757_LeafPhotoA_2025-09-09 10_34_52.788-05_00,1757,Nebraska2025,1.06
1758_LeafPhotoA_2025-09-09 10_31_19.555-05_00_leaf.png,1758_LeafPhotoA_2025-09-09 10_31_19.555-05_00,1758,Nebraska2025,0.39
1759_LeafPhotoA_2025-09-09 10_29_45.151-05_00_leaf.png,1759_LeafPhotoA_2025-09-09 10_29_45.151-05_00,1759,Nebraska2025,0.01
1760_LeafPhotoA_2025-09-09 10_26_32.033-05_00_leaf.png,1760_LeafPhotoA_2025-09-09 10_26_32.033-05_00,1760,Nebraska2025,0.01
1760_LeafPhotoA_2025-09-09 10_27_12.051-05_00_masked.png,1760_LeafPhotoA_2025-09-09 10_27_12.051-05_00_masked.png,1760,Nebraska2025,0.01
1760_LeafPhotoA_2025-09-09 10_27_45.490-05_00_leaf.png,1760_LeafPhotoA_2025-09-09 10_27_45.490-05_00,1760,Nebraska2025,0.9
1761_LeafPhotoA_2025-09-09 10_24_16.104-05_00_leaf.png,1761_LeafPhotoA_2025-09-09 10_24_16.104-05_00,1761,Nebraska2025,0.01
1761_LeafPhotoA_2025-09-09 10_25_02.889-05_00_leaf.png,1761_LeafPhotoA_2025-09-09 10_25_02.889-05_00,1761,Nebraska2025,0.15
1761_LeafPhotoA_2025-09-09 10_25_38.313-05_00_leaf.png,1761_LeafPhotoA_2025-09-09 10_25_38.313-05_00,1761,Nebraska2025,0.08
1762_LeafPhotoA_2025-09-09 10_16_53.342-05_00_leaf.png,1762_LeafPhotoA_2025-09-09 10_16_53.342-05_00,1762,Nebraska2025,0.01
1762_LeafPhotoA_2025-09-09 10_17_32.741-05_00_leaf.png,1762_LeafPhotoA_2025-09-09 10_17_32.741-05_00,1762,Nebraska2025,0.15
1762_LeafPhotoA_2025-09-09 10_18_19.216-05_00_leaf.png,1762_LeafPhotoA_2025-09-09 10_18_19.216-05_00,1762,Nebraska2025,0.21
1764_LeafPhotoA_2025-09-09 10_13_04.700-05_00_leaf.png,1764_LeafPhotoA_2025-09-09 10_13_04.700-05_00,1764,Nebraska2025,0.22
1764_LeafPhotoA_2025-09-09 10_14_17.460-05_00_leaf.png,1764_LeafPhotoA_2025-09-09 10_14_17.460-05_00,1764,Nebraska2025,1.19
1764_LeafPhotoA_2025-09-09 10_14_51.736-05_00_leaf.png,1764_LeafPhotoA_2025-09-09 10_14_51.736-05_00,1764,Nebraska2025,1.11
1765_LeafPhotoA_2025-09-09 10_09_28.465-05_00_leaf.png,1765_LeafPhotoA_2025-09-09 10_09_28.465-05_00,1765,Nebraska2025,0.77
1769_LeafPhotoA_2025-09-09 10_04_20.425-05_00_leaf.png,1769_LeafPhotoA_2025-09-09 10_04_20.425-05_00,1769,Nebraska2025,0.13
1769_LeafPhotoA_2025-09-09 10_05_11.145-05_00_leaf.png,1769_LeafPhotoA_2025-09-09 10_05_11.145-05_00,1769,Nebraska2025,0.06
1769_LeafPhotoA_2025-09-09 10_05_53.456-05_00_leaf.png,1769_LeafPhotoA_2025-09-09 10_05_53.456-05_00,1769,Nebraska2025,0.03
1770_LeafPhotoA_2025-09-09 10_02_23.992-05_00_leaf.png,1770_LeafPhotoA_2025-09-09 10_02_23.992-05_00,1770,Nebraska2025,0.02
1770_LeafPhotoA_2025-09-09 10_02_55.627-05_00_leaf.png,1770_LeafPhotoA_2025-09-09 10_02_55.627-05_00,1770,Nebraska2025,0.02
1770_LeafPhotoA_2025-09-09 10_03_34.347-05_00_leaf.png,1770_LeafPhotoA_2025-09-09 10_03_34.347-05_00,1770,Nebraska2025,10.33
1771_LeafPhotoA_2025-09-09 09_59_39.083-05_00_leaf.png,1771_LeafPhotoA_2025-09-09 09_59_39.083-05_00,1771,Nebraska2025,0.18
1771_LeafPhotoA_2025-09-09 10_00_12.248-05_00_leaf.png,1771_LeafPhotoA_2025-09-09 10_00_12.248-05_00,1771,Nebraska2025,0.05
1771_LeafPhotoA_2025-09-09 10_01_15.348-05_00_leaf.png,1771_LeafPhotoA_2025-09-09 10_01_15.348-05_00,1771,Nebraska2025,0.01
1772_LeafPhotoA_2025-09-09 09_57_17.313-05_00_leaf.png,1772_LeafPhotoA_2025-09-09 09_57_17.313-05_00,1772,Nebraska2025,0.01
1772_LeafPhotoA_2025-09-09 09_57_59.162-05_00_leaf.png,1772_LeafPhotoA_2025-09-09 09_57_59.162-05_00,1772,Nebraska2025,0.42
1772_LeafPhotoA_2025-09-09 09_58_55.525-05_00_leaf.png,1772_LeafPhotoA_2025-09-09 09_58_55.525-05_00,1772,Nebraska2025,13.14
1773_LeafPhotoA_2025-09-09 09_54_55.821-05_00_leaf.png,1773_LeafPhotoA_2025-09-09 09_54_55.821-05_00,1773,Nebraska2025,0.01
1773_LeafPhotoA_2025-09-09 09_55_43.906-05_00_leaf.png,1773_LeafPhotoA_2025-09-09 09_55_43.906-05_00,1773,Nebraska2025,0.55
1773_LeafPhotoA_2025-09-09 09_56_25.622-05_00_leaf.png,1773_LeafPhotoA_2025-09-09 09_56_25.622-05_00,1773,Nebraska2025,0.01
1774_LeafPhotoA_2025-09-09 09_52_28.091-05_00_leaf.png,1774_LeafPhotoA_2025-09-09 09_52_28.091-05_00,1774,Nebraska2025,0.0
1774_LeafPhotoA_2025-09-09 09_53_13.789-05_00_leaf.png,1774_LeafPhotoA_2025-09-09 09_53_13.789-05_00,1774,Nebraska2025,0.08
1774_LeafPhotoA_2025-09-09 09_54_11.896-05_00_leaf.png,1774_LeafPhotoA_2025-09-09 09_54_11.896-05_00,1774,Nebraska2025,0.09
1776_LeafPhotoA_2025-09-09 09_48_11.724-05_00_leaf.png,1776_LeafPhotoA_2025-09-09 09_48_11.724-05_00,1776,Nebraska2025,1.14
1776_LeafPhotoA_2025-09-09 09_49_10.916-05_00_leaf.png,1776_LeafPhotoA_2025-09-09 09_49_10.916-05_00,1776,Nebraska2025,0.69
1776_LeafPhotoA_2025-09-09 09_50_01.565-05_00_leaf.png,1776_LeafPhotoA_2025-09-09 09_50_01.565-05_00,1776,Nebraska2025,0.02
1777_LeafPhotoA_2025-09-09 09_45_44.096-05_00_leaf.png,1777_LeafPhotoA_2025-09-09 09_45_44.096-05_00,1777,Nebraska2025,0.23
1777_LeafPhotoA_2025-09-09 09_46_18.165-05_00_leaf.png,1777_LeafPhotoA_2025-09-09 09_46_18.165-05_00,1777,Nebraska2025,0.22
1777_LeafPhotoA_2025-09-09 09_47_11.350-05_00_leaf.png,1777_LeafPhotoA_2025-09-09 09_47_11.350-05_00,1777,Nebraska2025,0.1
1778_LeafPhotoA_2025-09-09 09_42_58.720-05_00_leaf.png,1778_LeafPhotoA_2025-09-09 09_42_58.720-05_00,1778,Nebraska2025,0.0
1778_LeafPhotoA_2025-09-09 09_43_24.277-05_00_leaf.png,1778_LeafPhotoA_2025-09-09 09_43_24.277-05_00,1778,Nebraska2025,0.0
1778_LeafPhotoA_2025-09-09 09_44_21.005-05_00_leaf.png,1778_LeafPhotoA_2025-09-09 09_44_21.005-05_00,1778,Nebraska2025,0.01
1779_LeafPhotoA_2025-09-09 09_40_21.975-05_00_leaf.png,1779_LeafPhotoA_2025-09-09 09_40_21.975-05_00,1779,Nebraska2025,0.01
1779_LeafPhotoA_2025-09-09 09_41_03.611-05_00_leaf.png,1779_LeafPhotoA_2025-09-09 09_41_03.611-05_00,1779,Nebraska2025,0.03
1779_LeafPhotoA_2025-09-09 09_42_00.197-05_00_leaf.png,1779_LeafPhotoA_2025-09-09 09_42_00.197-05_00,1779,Nebraska2025,0.01
1780_LeafPhotoA_2025-09-09 09_38_23.059-05_00_leaf.png,1780_LeafPhotoA_2025-09-09 09_38_23.059-05_00,1780,Nebraska2025,0.25
1780_LeafPhotoA_2025-09-09 09_38_45.607-05_00_leaf.png,1780_LeafPhotoA_2025-09-09 09_38_45.607-05_00,1780,Nebraska2025,3.84
1780_LeafPhotoA_2025-09-09 09_39_37.221-05_00_leaf.png,1780_LeafPhotoA_2025-09-09 09_39_37.221-05_00,1780,Nebraska2025,4.18
1781_LeafPhotoA_2025-09-09 09_35_35.490-05_00_leaf.png,1781_LeafPhotoA_2025-09-09 09_35_35.490-05_00,1781,Nebraska2025,0.14
1781_LeafPhotoA_2025-09-09 09_36_38.482-05_00_leaf.png,1781_LeafPhotoA_2025-09-09 09_36_38.482-05_00,1781,Nebraska2025,0.03
1781_LeafPhotoA_2025-09-09 09_37_23.734-05_00_leaf.png,1781_LeafPhotoA_2025-09-09 09_37_23.734-05_00,1781,Nebraska2025,0.1
1783_LeafPhotoA_2025-09-09 09_31_42.902-05_00_leaf.png,1783_LeafPhotoA_2025-09-09 09_31_42.902-05_00,1783,Nebraska2025,0.04
1783_LeafPhotoA_2025-09-09 09_32_23.737-05_00_leaf.png,1783_LeafPhotoA_2025-09-09 09_32_23.737-05_00,1783,Nebraska2025,0.04
1783_LeafPhotoA_2025-09-09 09_32_42.480-05_00_leaf.png,1783_LeafPhotoA_2025-09-09 09_32_42.480-05_00,1783,Nebraska2025,0.29
1784_LeafPhotoA_2025-09-09 09_28_34.876-05_00_leaf.png,1784_LeafPhotoA_2025-09-09 09_28_34.876-05_00,1784,Nebraska2025,0.06
1784_LeafPhotoA_2025-09-09 09_29_14.968-05_00_leaf.png,1784_LeafPhotoA_2025-09-09 09_29_14.968-05_00,1784,Nebraska2025,2.53
1784_LeafPhotoA_2025-09-09 09_29_57.480-05_00_leaf.png,1784_LeafPhotoA_2025-09-09 09_29_57.480-05_00,1784,Nebraska2025,0.02
1785_LeafPhotoA_2025-09-09 09_25_46.446-05_00_leaf.png,1785_LeafPhotoA_2025-09-09 09_25_46.446-05_00,1785,Nebraska2025,0.43
1785_LeafPhotoA_2025-09-09 09_26_37.713-05_00_leaf.png,1785_LeafPhotoA_2025-09-09 09_26_37.713-05_00,1785,Nebraska2025,0.33
1785_LeafPhotoA_2025-09-09 09_27_17.457-05_00_leaf.png,1785_LeafPhotoA_2025-09-09 09_27_17.457-05_00,1785,Nebraska2025,0.35
1786_LeafPhotoA_2025-09-09 09_23_28.313-05_00_leaf.png,1786_LeafPhotoA_2025-09-09 09_23_28.313-05_00,1786,Nebraska2025,0.05
1786_LeafPhotoA_2025-09-09 09_23_54.596-05_00_leaf.png,1786_LeafPhotoA_2025-09-09 09_23_54.596-05_00,1786,Nebraska2025,0.0
1786_LeafPhotoA_2025-09-09 09_24_52.454-05_00_leaf.png,1786_LeafPhotoA_2025-09-09 09_24_52.454-05_00,1786,Nebraska2025,0.02
1787_LeafPhotoA_2025-09-09 09_21_24.292-05_00_leaf.png,1787_LeafPhotoA_2025-09-09 09_21_24.292-05_00,1787,Nebraska2025,0.0
1787_LeafPhotoA_2025-09-09 09_22_02.350-05_00_leaf.png,1787_LeafPhotoA_2025-09-09 09_22_02.350-05_00,1787,Nebraska2025,0.01
1787_LeafPhotoA_2025-09-09 09_22_29.658-05_00_leaf.png,1787_LeafPhotoA_2025-09-09 09_22_29.658-05_00,1787,Nebraska2025,0.0
1788_LeafPhotoA_2025-09-09 09_18_43.980-05_00_leaf.png,1788_LeafPhotoA_2025-09-09 09_18_43.980-05_00,1788,Nebraska2025,0.11
1788_LeafPhotoA_2025-09-09 09_19_27.881-05_00_leaf.png,1788_LeafPhotoA_2025-09-09 09_19_27.881-05_00,1788,Nebraska2025,0.01
1788_LeafPhotoA_2025-09-09 09_19_58.828-05_00_leaf.png,1788_LeafPhotoA_2025-09-09 09_19_58.828-05_00,1788,Nebraska2025,0.06
1789_LeafPhotoA_2025-09-09 09_15_57.914-05_00_leaf.png,1789_LeafPhotoA_2025-09-09 09_15_57.914-05_00,1789,Nebraska2025,0.0
1789_LeafPhotoA_2025-09-09 09_16_33.878-05_00_leaf.png,1789_LeafPhotoA_2025-09-09 09_16_33.878-05_00,1789,Nebraska2025,0.03
1789_LeafPhotoA_2025-09-09 09_17_24.094-05_00_leaf.png,1789_LeafPhotoA_2025-09-09 09_17_24.094-05_00,1789,Nebraska2025,0.01
1790_LeafPhotoA_2025-09-09 09_13_05.798-05_00_leaf.png,1790_LeafPhotoA_2025-09-09 09_13_05.798-05_00,1790,Nebraska2025,1.0
1791_LeafPhotoA_2025-09-09 09_10_53.533-05_00_leaf.png,1791_LeafPhotoA_2025-09-09 09_10_53.533-05_00,1791,Nebraska2025,0.12
1791_LeafPhotoA_2025-09-09 09_11_25.476-05_00_leaf.png,1791_LeafPhotoA_2025-09-09 09_11_25.476-05_00,1791,Nebraska2025,0.05
1791_LeafPhotoA_2025-09-09 09_12_06.315-05_00_leaf.png,1791_LeafPhotoA_2025-09-09 09_12_06.315-05_00,1791,Nebraska2025,0.09
1792_LeafPhotoA_2025-09-09 09_08_36.909-05_00_leaf.png,1792_LeafPhotoA_2025-09-09 09_08_36.909-05_00,1792,Nebraska2025,0.68
1792_LeafPhotoA_2025-09-09 09_09_06.607-05_00_leaf.png,1792_LeafPhotoA_2025-09-09 09_09_06.607-05_00,1792,Nebraska2025,0.11
1792_LeafPhotoA_2025-09-09 09_09_32.758-05_00_leaf.png,1792_LeafPhotoA_2025-09-09 09_09_32.758-05_00,1792,Nebraska2025,0.05
1793_LeafPhotoA_2025-09-09 09_06_27.392-05_00_leaf.png,1793_LeafPhotoA_2025-09-09 09_06_27.392-05_00,1793,Nebraska2025,0.0
1793_LeafPhotoA_2025-09-09 09_07_14.912-05_00_leaf.png,1793_LeafPhotoA_2025-09-09 09_07_14.912-05_00,1793,Nebraska2025,0.25
1793_LeafPhotoA_2025-09-09 09_08_05.381-05_00_leaf.png,1793_LeafPhotoA_2025-09-09 09_08_05.381-05_00,1793,Nebraska2025,0.04
1794_LeafPhotoA_2025-09-09 09_03_39.792-05_00_leaf.png,1794_LeafPhotoA_2025-09-09 09_03_39.792-05_00,1794,Nebraska2025,0.06
1794_LeafPhotoA_2025-09-09 09_04_33.415-05_00_leaf.png,1794_LeafPhotoA_2025-09-09 09_04_33.415-05_00,1794,Nebraska2025,0.01
1794_LeafPhotoA_2025-09-09 09_05_29.819-05_00_leaf.png,1794_LeafPhotoA_2025-09-09 09_05_29.819-05_00,1794,Nebraska2025,0.03
1795_LeafPhotoA_2025-09-09 09_01_35.038-05_00_leaf.png,1795_LeafPhotoA_2025-09-09 09_01_35.038-05_00,1795,Nebraska2025,0.03
1795_LeafPhotoA_2025-09-09 09_02_23.607-05_00_leaf.png,1795_LeafPhotoA_2025-09-09 09_02_23.607-05_00,1795,Nebraska2025,0.15
1795_LeafPhotoA_2025-09-09 09_03_05.375-05_00_leaf.png,1795_LeafPhotoA_2025-09-09 09_03_05.375-05_00,1795,Nebraska2025,0.08
1796_LeafPhotoA_2025-09-09 08_59_14.635-05_00_leaf.png,1796_LeafPhotoA_2025-09-09 08_59_14.635-05_00,1796,Nebraska2025,5.17
1796_LeafPhotoA_2025-09-09 09_00_05.778-05_00_leaf.png,1796_LeafPhotoA_2025-09-09 09_00_05.778-05_00,1796,Nebraska2025,0.59
1796_LeafPhotoA_2025-09-09 09_00_31.771-05_00_leaf.png,1796_LeafPhotoA_2025-09-09 09_00_31.771-05_00,1796,Nebraska2025,1.94
1797_LeafPhotoA_2025-09-09 08_57_28.901-05_00_leaf.png,1797_LeafPhotoA_2025-09-09 08_57_28.901-05_00,1797,Nebraska2025,0.21
1797_LeafPhotoA_2025-09-09 08_57_54.375-05_00_leaf.png,1797_LeafPhotoA_2025-09-09 08_57_54.375-05_00,1797,Nebraska2025,0.44
1797_LeafPhotoA_2025-09-09 08_58_28.460-05_00_leaf.png,1797_LeafPhotoA_2025-09-09 08_58_28.460-05_00,1797,Nebraska2025,0.49
1798_LeafPhotoA_2025-09-09 08_54_11.996-05_00_leaf.png,1798_LeafPhotoA_2025-09-09 08_54_11.996-05_00,1798,Nebraska2025,1.51
1798_LeafPhotoA_2025-09-09 08_54_43.161-05_00_leaf.png,1798_LeafPhotoA_2025-09-09 08_54_43.161-05_00,1798,Nebraska2025,0.47
1798_LeafPhotoA_2025-09-09 08_56_01.715-05_00_leaf.png,1798_LeafPhotoA_2025-09-09 08_56_01.715-05_00,1798,Nebraska2025,0.78
1799_LeafPhotoA_2025-09-09 10_54_39.834-05_00_leaf.png,1799_LeafPhotoA_2025-09-09 10_54_39.834-05_00,1799,Nebraska2025,0.01
1799_LeafPhotoA_2025-09-09 10_55_19.600-05_00_leaf.png,1799_LeafPhotoA_2025-09-09 10_55_19.600-05_00,1799,Nebraska2025,0.51
1799_LeafPhotoA_2025-09-09 10_55_52.861-05_00_leaf.png,1799_LeafPhotoA_2025-09-09 10_55_52.861-05_00,1799,Nebraska2025,0.01
1800_LeafPhotoA_2025-09-09 10_51_00.873-05_00_leaf.png,1800_LeafPhotoA_2025-09-09 10_51_00.873-05_00,1800,Nebraska2025,0.27
1800_LeafPhotoA_2025-09-09 10_52_27.692-05_00_leaf.png,1800_LeafPhotoA_2025-09-09 10_52_27.692-05_00,1800,Nebraska2025,0.04
1800_LeafPhotoA_2025-09-09 10_53_17.816-05_00_leaf.png,1800_LeafPhotoA_2025-09-09 10_53_17.816-05_00,1800,Nebraska2025,0.05
1801_LeafPhotoA_2025-09-09 10_04_53.383-05_00_leaf.png,1801_LeafPhotoA_2025-09-09 10_04_53.383-05_00,1801,Nebraska2025,0.02
1801_LeafPhotoA_2025-09-09 10_05_08.118-05_00_leaf.png,1801_LeafPhotoA_2025-09-09 10_05_08.118-05_00,1801,Nebraska2025,0.0
1801_LeafPhotoA_2025-09-09 10_05_27.778-05_00_leaf.png,1801_LeafPhotoA_2025-09-09 10_05_27.778-05_00,1801,Nebraska2025,0.18
1802_LeafPhotoA_2025-09-09 10_05_52.814-05_00_leaf.png,1802_LeafPhotoA_2025-09-09 10_05_52.814-05_00,1802,Nebraska2025,0.02
1802_LeafPhotoA_2025-09-09 10_06_24.747-05_00_leaf.png,1802_LeafPhotoA_2025-09-09 10_06_24.747-05_00,1802,Nebraska2025,0.07
1802_LeafPhotoA_2025-09-09 10_06_55.886-05_00_leaf.png,1802_LeafPhotoA_2025-09-09 10_06_55.886-05_00,1802,Nebraska2025,0.0
1803_LeafPhotoA_2025-09-09 08_52_14.872-05_00_leaf.png,1803_LeafPhotoA_2025-09-09 08_52_14.872-05_00,1803,Nebraska2025,0.08
1803_LeafPhotoA_2025-09-09 08_52_53.796-05_00_leaf.png,1803_LeafPhotoA_2025-09-09 08_52_53.796-05_00,1803,Nebraska2025,0.17
1803_LeafPhotoA_2025-09-09 08_53_39.810-05_00_leaf.png,1803_LeafPhotoA_2025-09-09 08_53_39.810-05_00,1803,Nebraska2025,0.03
1804_LeafPhotoA_2025-09-09 08_55_56.459-05_00_leaf.png,1804_LeafPhotoA_2025-09-09 08_55_56.459-05_00,1804,Nebraska2025,0.04
1804_LeafPhotoA_2025-09-09 08_56_30.954-05_00_leaf.png,1804_LeafPhotoA_2025-09-09 08_56_30.954-05_00,1804,Nebraska2025,0.02
1805_LeafPhotoA_2025-09-09 08_56_51.680-05_00_leaf.png,1805_LeafPhotoA_2025-09-09 08_56_51.680-05_00,1805,Nebraska2025,7.69
1805_LeafPhotoA_2025-09-09 08_57_18.762-05_00_leaf.png,1805_LeafPhotoA_2025-09-09 08_57_18.762-05_00,1805,Nebraska2025,0.02
1805_LeafPhotoA_2025-09-09 08_57_47.562-05_00_leaf.png,1805_LeafPhotoA_2025-09-09 08_57_47.562-05_00,1805,Nebraska2025,0.02
1806_LeafPhotoA_2025-09-09 08_58_19.870-05_00_leaf.png,1806_LeafPhotoA_2025-09-09 08_58_19.870-05_00,1806,Nebraska2025,22.71
1806_LeafPhotoA_2025-09-09 08_58_32.090-05_00_leaf.png,1806_LeafPhotoA_2025-09-09 08_58_32.090-05_00,1806,Nebraska2025,0.15
1806_LeafPhotoA_2025-09-09 08_58_50.435-05_00_leaf.png,1806_LeafPhotoA_2025-09-09 08_58_50.435-05_00,1806,Nebraska2025,18.89
1807_LeafPhotoA_2025-09-09 08_59_43.526-05_00_leaf.png,1807_LeafPhotoA_2025-09-09 08_59_43.526-05_00,1807,Nebraska2025,0.01
1807_LeafPhotoA_2025-09-09 09_00_00.050-05_00_leaf.png,1807_LeafPhotoA_2025-09-09 09_00_00.050-05_00,1807,Nebraska2025,0.12
1807_LeafPhotoA_2025-09-09 09_00_41.013-05_00_leaf.png,1807_LeafPhotoA_2025-09-09 09_00_41.013-05_00,1807,Nebraska2025,1.09
1808_LeafPhotoA_2025-09-09 09_01_19.684-05_00_leaf.png,1808_LeafPhotoA_2025-09-09 09_01_19.684-05_00,1808,Nebraska2025,0.5
1808_LeafPhotoA_2025-09-09 09_02_48.471-05_00_masked.png,1808_LeafPhotoA_2025-09-09 09_02_48.471-05_00_masked.png,1808,Nebraska2025,3.71
1808_LeafPhotoA_2025-09-09 09_03_06.187-05_00_leaf.png,1808_LeafPhotoA_2025-09-09 09_03_06.187-05_00,1808,Nebraska2025,3.37
1809_LeafPhotoA_2025-09-09 09_03_24.660-05_00_leaf.png,1809_LeafPhotoA_2025-09-09 09_03_24.660-05_00,1809,Nebraska2025,0.39
1809_LeafPhotoA_2025-09-09 09_03_42.438-05_00_leaf.png,1809_LeafPhotoA_2025-09-09 09_03_42.438-05_00,1809,Nebraska2025,0.12
1809_LeafPhotoA_2025-09-09 09_04_05.610-05_00_leaf.png,1809_LeafPhotoA_2025-09-09 09_04_05.610-05_00,1809,Nebraska2025,0.17
1810_LeafPhotoA_2025-09-09 09_04_45.716-05_00_leaf.png,1810_LeafPhotoA_2025-09-09 09_04_45.716-05_00,1810,Nebraska2025,0.36
1810_LeafPhotoA_2025-09-09 09_05_10.870-05_00_leaf.png,1810_LeafPhotoA_2025-09-09 09_05_10.870-05_00,1810,Nebraska2025,1.06
1810_LeafPhotoA_2025-09-09 09_05_30.894-05_00_leaf.png,1810_LeafPhotoA_2025-09-09 09_05_30.894-05_00,1810,Nebraska2025,33.86
1811_LeafPhotoA_2025-09-09 09_05_51.708-05_00_leaf.png,1811_LeafPhotoA_2025-09-09 09_05_51.708-05_00,1811,Nebraska2025,0.06
1811_LeafPhotoA_2025-09-09 09_06_09.841-05_00_leaf.png,1811_LeafPhotoA_2025-09-09 09_06_09.841-05_00,1811,Nebraska2025,0.05
