image_path,image_id,plotNumber,environment,ExG_P20_disease_pct
2459_LeafPhotoB_2025-09-08 11_36_49.568-05_00_leaf.png,2459_LeafPhotoB_2025-09-08 11_36_49.568-05_00,2459,Nebraska2025,0.65
2459_LeafPhotoB_2025-09-08 11_37_09.757-05_00_leaf.png,2459_LeafPhotoB_2025-09-08 11_37_09.757-05_00,2459,Nebraska2025,0.57
2460_LeafPhotoB_2025-09-08 11_37_28.626-05_00_leaf.png,2460_LeafPhotoB_2025-09-08 11_37_28.626-05_00,2460,Nebraska2025,0.4
2460_LeafPhotoB_2025-09-08 11_37_49.196-05_00_leaf.png,2460_LeafPhotoB_2025-09-08 11_37_49.196-05_00,2460,Nebraska2025,1.64
2460_LeafPhotoB_2025-09-08 11_38_12.910-05_00_leaf.png,2460_LeafPhotoB_2025-09-08 11_38_12.910-05_00,2460,Nebraska2025,0.29
2461_LeafPhotoB_2025-09-08 11_38_28.563-05_00_leaf.png,2461_LeafPhotoB_2025-09-08 11_38_28.563-05_00,2461,Nebraska2025,0.19
2461_LeafPhotoB_2025-09-08 11_38_43.859-05_00_leaf.png,2461_LeafPhotoB_2025-09-08 11_38_43.859-05_00,2461,Nebraska2025,0.64
2461_LeafPhotoB_2025-09-08 11_38_57.202-05_00_leaf.png,2461_LeafPhotoB_2025-09-08 11_38_57.202-05_00,2461,Nebraska2025,0.0
2462_LeafPhotoB_2025-09-08 11_39_17.131-05_00_leaf.png,2462_LeafPhotoB_2025-09-08 11_39_17.131-05_00,2462,Nebraska2025,0.2
2462_LeafPhotoB_2025-09-08 11_39_36.705-05_00_leaf.png,2462_LeafPhotoB_2025-09-08 11_39_36.705-05_00,2462,Nebraska2025,0.03
2462_LeafPhotoB_2025-09-08 11_39_52.765-05_00_leaf.png,2462_LeafPhotoB_2025-09-08 11_39_52.765-05_00,2462,Nebraska2025,0.98
2463_LeafPhotoB_2025-09-08 11_40_13.151-05_00_leaf.png,2463_LeafPhotoB_2025-09-08 11_40_13.151-05_00,2463,Nebraska2025,0.56
2463_LeafPhotoB_2025-09-08 11_40_37.342-05_00_leaf.png,2463_LeafPhotoB_2025-09-08 11_40_37.342-05_00,2463,Nebraska2025,0.01
2463_LeafPhotoB_2025-09-08 11_41_05.461-05_00_leaf.png,2463_LeafPhotoB_2025-09-08 11_41_05.461-05_00,2463,Nebraska2025,0.16
2464_LeafPhotoB_2025-09-08 11_41_27.674-05_00_leaf.png,2464_LeafPhotoB_2025-09-08 11_41_27.674-05_00,2464,Nebraska2025,4.74
2464_LeafPhotoB_2025-09-08 11_41_40.408-05_00_leaf.png,2464_LeafPhotoB_2025-09-08 11_41_40.408-05_00,2464,Nebraska2025,2.0
2464_LeafPhotoB_2025-09-08 11_41_58.706-05_00_leaf.png,2464_LeafPhotoB_2025-09-08 11_41_58.706-05_00,2464,Nebraska2025,0.81
2466_LeafPhotoB_2025-09-08 11_42_42.225-05_00_leaf.png,2466_LeafPhotoB_2025-09-08 11_42_42.225-05_00,2466,Nebraska2025,0.0
2466_LeafPhotoB_2025-09-08 11_43_07.816-05_00_leaf.png,2466_LeafPhotoB_2025-09-08 11_43_07.816-05_00,2466,Nebraska2025,0.0
2466_LeafPhotoB_2025-09-08 11_43_32.013-05_00_leaf.png,2466_LeafPhotoB_2025-09-08 11_43_32.013-05_00,2466,Nebraska2025,0.0
2467_LeafPhotoB_2025-09-08 11_43_53.177-05_00_leaf.png,2467_LeafPhotoB_2025-09-08 11_43_53.177-05_00,2467,Nebraska2025,0.03
2467_LeafPhotoB_2025-09-08 11_44_04.738-05_00_leaf.png,2467_LeafPhotoB_2025-09-08 11_44_04.738-05_00,2467,Nebraska2025,0.04
2467_LeafPhotoB_2025-09-08 11_44_24.631-05_00_leaf.png,2467_LeafPhotoB_2025-09-08 11_44_24.631-05_00,2467,Nebraska2025,0.04
2468_LeafPhotoB_2025-09-08 11_44_50.567-05_00_leaf.png,2468_LeafPhotoB_2025-09-08 11_44_50.567-05_00,2468,Nebraska2025,0.0
2468_LeafPhotoB_2025-09-08 11_45_06.529-05_00_leaf.png,2468_LeafPhotoB_2025-09-08 11_45_06.529-05_00,2468,Nebraska2025,0.0
2469_LeafPhotoB_2025-09-08 11_45_54.424-05_00_leaf.png,2469_LeafPhotoB_2025-09-08 11_45_54.424-05_00,2469,Nebraska2025,0.07
2469_LeafPhotoB_2025-09-08 11_46_05.633-05_00_leaf.png,2469_LeafPhotoB_2025-09-08 11_46_05.633-05_00,2469,Nebraska2025,0.0
2469_LeafPhotoB_2025-09-08 11_46_21.698-05_00_leaf.png,2469_LeafPhotoB_2025-09-08 11_46_21.698-05_00,2469,Nebraska2025,0.0
2470_LeafPhotoB_2025-09-08 11_46_55.188-05_00_leaf.png,2470_LeafPhotoB_2025-09-08 11_46_55.188-05_00,2470,Nebraska2025,0.14
2470_LeafPhotoB_2025-09-08 11_47_16.377-05_00_leaf.png,2470_LeafPhotoB_2025-09-08 11_47_16.377-05_00,2470,Nebraska2025,3.11
2470_LeafPhotoB_2025-09-08 11_47_37.543-05_00_leaf.png,2470_LeafPhotoB_2025-09-08 11_47_37.543-05_00,2470,Nebraska2025,0.58
2471_LeafPhotoB_2025-09-08 11_47_57.632-05_00_leaf.png,2471_LeafPhotoB_2025-09-08 11_47_57.632-05_00,2471,Nebraska2025,0.14
2471_LeafPhotoB_2025-09-08 11_48_18.471-05_00_leaf.png,2471_LeafPhotoB_2025-09-08 11_48_18.471-05_00,2471,Nebraska2025,0.03
2471_LeafPhotoB_2025-09-08 11_48_37.758-05_00_leaf.png,2471_LeafPhotoB_2025-09-08 11_48_37.758-05_00,2471,Nebraska2025,0.07
2473_LeafPhotoB_2025-09-08 11_49_19.311-05_00_leaf.png,2473_LeafPhotoB_2025-09-08 11_49_19.311-05_00,2473,Nebraska2025,0.01
2473_LeafPhotoB_2025-09-08 11_49_33.165-05_00_leaf.png,2473_LeafPhotoB_2025-09-08 11_49_33.165-05_00,2473,Nebraska2025,0.0
2473_LeafPhotoB_2025-09-08 11_49_44.783-05_00_leaf.png,2473_LeafPhotoB_2025-09-08 11_49_44.783-05_00,2473,Nebraska2025,0.05
2474_LeafPhotoB_2025-09-08 11_50_06.958-05_00_leaf.png,2474_LeafPhotoB_2025-09-08 11_50_06.958-05_00,2474,Nebraska2025,0.0
2474_LeafPhotoB_2025-09-08 11_50_19.735-05_00_leaf.png,2474_LeafPhotoB_2025-09-08 11_50_19.735-05_00,2474,Nebraska2025,0.12
2474_LeafPhotoB_2025-09-08 11_50_37.859-05_00_leaf.png,2474_LeafPhotoB_2025-09-08 11_50_37.859-05_00,2474,Nebraska2025,0.0
2475_LeafPhotoB_2025-09-08 11_50_55.527-05_00_leaf.png,2475_LeafPhotoB_2025-09-08 11_50_55.527-05_00,2475,Nebraska2025,0.06
2475_LeafPhotoB_2025-09-08 11_51_18.068-05_00_leaf.png,2475_LeafPhotoB_2025-09-08 11_51_18.068-05_00,2475,Nebraska2025,0.0
2475_LeafPhotoB_2025-09-08 11_51_32.508-05_00_leaf.png,2475_LeafPhotoB_2025-09-08 11_51_32.508-05_00,2475,Nebraska2025,0.01
2476_LeafPhotoB_2025-09-08 11_51_54.468-05_00_leaf.png,2476_LeafPhotoB_2025-09-08 11_51_54.468-05_00,2476,Nebraska2025,0.13
2476_LeafPhotoB_2025-09-08 11_52_12.277-05_00_leaf.png,2476_LeafPhotoB_2025-09-08 11_52_12.277-05_00,2476,Nebraska2025,0.4
2476_LeafPhotoB_2025-09-08 11_52_28.192-05_00_leaf.png,2476_LeafPhotoB_2025-09-08 11_52_28.192-05_00,2476,Nebraska2025,0.1
2477_LeafPhotoB_2025-09-08 11_52_47.408-05_00_leaf.png,2477_LeafPhotoB_2025-09-08 11_52_47.408-05_00,2477,Nebraska2025,12.42
2477_LeafPhotoB_2025-09-08 11_53_02.439-05_00_leaf.png,2477_LeafPhotoB_2025-09-08 11_53_02.439-05_00,2477,Nebraska2025,0.56
2477_LeafPhotoB_2025-09-08 11_53_18.561-05_00_leaf.png,2477_LeafPhotoB_2025-09-08 11_53_18.561-05_00,2477,Nebraska2025,0.39
2478_LeafPhotoB_2025-09-08 11_53_38.180-05_00_leaf.png,2478_LeafPhotoB_2025-09-08 11_53_38.180-05_00,2478,Nebraska2025,0.49
2478_LeafPhotoB_2025-09-08 11_53_59.656-05_00_leaf.png,2478_LeafPhotoB_2025-09-08 11_53_59.656-05_00,2478,Nebraska2025,0.11
2478_LeafPhotoB_2025-09-08 11_54_11.812-05_00_leaf.png,2478_LeafPhotoB_2025-09-08 11_54_11.812-05_00,2478,Nebraska2025,0.44
2479_LeafPhotoB_2025-09-08 11_54_28.900-05_00_leaf.png,2479_LeafPhotoB_2025-09-08 11_54_28.900-05_00,2479,Nebraska2025,24.28
2479_LeafPhotoB_2025-09-08 11_54_48.256-05_00_leaf.png,2479_LeafPhotoB_2025-09-08 11_54_48.256-05_00,2479,Nebraska2025,10.29
2479_LeafPhotoB_2025-09-08 11_55_27.735-05_00_leaf.png,2479_LeafPhotoB_2025-09-08 11_55_27.735-05_00,2479,Nebraska2025,5.65
2480_LeafPhotoB_2025-09-08 11_56_26.663-05_00_leaf.png,2480_LeafPhotoB_2025-09-08 11_56_26.663-05_00,2480,Nebraska2025,0.02
2480_LeafPhotoB_2025-09-08 11_56_42.017-05_00_leaf.png,2480_LeafPhotoB_2025-09-08 11_56_42.017-05_00,2480,Nebraska2025,0.03
2480_LeafPhotoB_2025-09-08 11_56_53.343-05_00_leaf.png,2480_LeafPhotoB_2025-09-08 11_56_53.343-05_00,2480,Nebraska2025,0.28
2481_LeafPhotoB_2025-09-08 11_57_15.133-05_00_leaf.png,2481_LeafPhotoB_2025-09-08 11_57_15.133-05_00,2481,Nebraska2025,21.6
2481_LeafPhotoB_2025-09-08 11_57_43.381-05_00_leaf.png,2481_LeafPhotoB_2025-09-08 11_57_43.381-05_00,2481,Nebraska2025,6.49
2481_LeafPhotoB_2025-09-08 11_58_03.951-05_00_leaf.png,2481_LeafPhotoB_2025-09-08 11_58_03.951-05_00,2481,Nebraska2025,4.84
2482_LeafPhotoB_2025-09-08 11_58_20.522-05_00_leaf.png,2482_LeafPhotoB_2025-09-08 11_58_20.522-05_00,2482,Nebraska2025,0.0
2482_LeafPhotoB_2025-09-08 11_58_37.076-05_00_leaf.png,2482_LeafPhotoB_2025-09-08 11_58_37.076-05_00,2482,Nebraska2025,0.0
2482_LeafPhotoB_2025-09-08 11_58_49.297-05_00_leaf.png,2482_LeafPhotoB_2025-09-08 11_58_49.297-05_00,2482,Nebraska2025,0.0
2483_LeafPhotoB_2025-09-08 11_59_11.721-05_00_leaf.png,2483_LeafPhotoB_2025-09-08 11_59_11.721-05_00,2483,Nebraska2025,0.04
2483_LeafPhotoB_2025-09-08 11_59_30.421-05_00_leaf.png,2483_LeafPhotoB_2025-09-08 11_59_30.421-05_00,2483,Nebraska2025,0.0
2483_LeafPhotoB_2025-09-08 11_59_55.157-05_00_leaf.png,2483_LeafPhotoB_2025-09-08 11_59_55.157-05_00,2483,Nebraska2025,0.01
2485_LeafPhotoB_2025-09-08 12_00_29.273-05_00_leaf.png,2485_LeafPhotoB_2025-09-08 12_00_29.273-05_00,2485,Nebraska2025,0.0
2485_LeafPhotoB_2025-09-08 12_00_41.756-05_00_leaf.png,2485_LeafPhotoB_2025-09-08 12_00_41.756-05_00,2485,Nebraska2025,0.0
2485_LeafPhotoB_2025-09-08 12_00_56.370-05_00_leaf.png,2485_LeafPhotoB_2025-09-08 12_00_56.370-05_00,2485,Nebraska2025,0.06
2486_LeafPhotoB_2025-09-08 12_01_15.501-05_00_leaf.png,2486_LeafPhotoB_2025-09-08 12_01_15.501-05_00,2486,Nebraska2025,0.01
2486_LeafPhotoB_2025-09-08 12_02_07.247-05_00_leaf.png,2486_LeafPhotoB_2025-09-08 12_02_07.247-05_00,2486,Nebraska2025,0.01
2486_LeafPhotoB_2025-09-08 12_02_19.467-05_00_leaf.png,2486_LeafPhotoB_2025-09-08 12_02_19.467-05_00,2486,Nebraska2025,0.0
2487_LeafPhotoB_2025-09-08 12_02_35.681-05_00_leaf.png,2487_LeafPhotoB_2025-09-08 12_02_35.681-05_00,2487,Nebraska2025,0.45
2487_LeafPhotoB_2025-09-08 12_02_46.707-05_00_leaf.png,2487_LeafPhotoB_2025-09-08 12_02_46.707-05_00,2487,Nebraska2025,0.7
2487_LeafPhotoB_2025-09-08 12_02_57.464-05_00_leaf.png,2487_LeafPhotoB_2025-09-08 12_02_57.464-05_00,2487,Nebraska2025,0.85
2488_LeafPhotoB_2025-09-08 12_03_35.014-05_00_leaf.png,2488_LeafPhotoB_2025-09-08 12_03_35.014-05_00,2488,Nebraska2025,0.2
2488_LeafPhotoB_2025-09-08 12_03_51.164-05_00_leaf.png,2488_LeafPhotoB_2025-09-08 12_03_51.164-05_00,2488,Nebraska2025,0.23
2488_LeafPhotoB_2025-09-08 12_04_17.623-05_00_leaf.png,2488_LeafPhotoB_2025-09-08 12_04_17.623-05_00,2488,Nebraska2025,0.39
2489_LeafPhotoB_2025-09-08 12_04_36.797-05_00_leaf.png,2489_LeafPhotoB_2025-09-08 12_04_36.797-05_00,2489,Nebraska2025,4.14
2489_LeafPhotoB_2025-09-08 12_04_49.131-05_00_leaf.png,2489_LeafPhotoB_2025-09-08 12_04_49.131-05_00,2489,Nebraska2025,4.59
2489_LeafPhotoB_2025-09-08 12_05_01.783-05_00_leaf.png,2489_LeafPhotoB_2025-09-08 12_05_01.783-05_00,2489,Nebraska2025,1.44
2490_LeafPhotoB_2025-09-08 12_05_22.252-05_00_leaf.png,2490_LeafPhotoB_2025-09-08 12_05_22.252-05_00,2490,Nebraska2025,0.07
2490_LeafPhotoB_2025-09-08 12_05_34.710-05_00_leaf.png,2490_LeafPhotoB_2025-09-08 12_05_34.710-05_00,2490,Nebraska2025,0.07
2490_LeafPhotoB_2025-09-08 12_05_51.103-05_00_leaf.png,2490_LeafPhotoB_2025-09-08 12_05_51.103-05_00,2490,Nebraska2025,0.04
2491_LeafPhotoB_2025-09-08 12_06_12.641-05_00_leaf.png,2491_LeafPhotoB_2025-09-08 12_06_12.641-05_00,2491,Nebraska2025,0.11
2491_LeafPhotoB_2025-09-08 12_06_22.307-05_00_leaf.png,2491_LeafPhotoB_2025-09-08 12_06_22.307-05_00,2491,Nebraska2025,0.62
2491_LeafPhotoB_2025-09-08 12_06_33.972-05_00_leaf.png,2491_LeafPhotoB_2025-09-08 12_06_33.972-05_00,2491,Nebraska2025,0.05
2492_LeafPhotoB_2025-09-08 12_07_02.332-05_00_leaf.png,2492_LeafPhotoB_2025-09-08 12_07_02.332-05_00,2492,Nebraska2025,0.01
2492_LeafPhotoB_2025-09-08 12_07_17.613-05_00_leaf.png,2492_LeafPhotoB_2025-09-08 12_07_17.613-05_00,2492,Nebraska2025,0.03
2492_LeafPhotoB_2025-09-08 12_07_35.878-05_00_leaf.png,2492_LeafPhotoB_2025-09-08 12_07_35.878-05_00,2492,Nebraska2025,0.02
2494_LeafPhotoB_2025-09-08 12_08_08.304-05_00_leaf.png,2494_LeafPhotoB_2025-09-08 12_08_08.304-05_00,2494,Nebraska2025,0.03
2494_LeafPhotoB_2025-09-08 12_08_28.619-05_00_leaf.png,2494_LeafPhotoB_2025-09-08 12_08_28.619-05_00,2494,Nebraska2025,0.11
2494_LeafPhotoB_2025-09-08 12_08_43.290-05_00_leaf.png,2494_LeafPhotoB_2025-09-08 12_08_43.290-05_00,2494,Nebraska2025,0.09
2495_LeafPhotoB_2025-09-08 12_19_09.877-05_00_leaf.png,2495_LeafPhotoB_2025-09-08 12_19_09.877-05_00,2495,Nebraska2025,0.0
2495_LeafPhotoB_2025-09-08 12_19_33.263-05_00_leaf.png,2495_LeafPhotoB_2025-09-08 12_19_33.263-05_00,2495,Nebraska2025,0.01
2495_LeafPhotoB_2025-09-08 12_20_03.955-05_00_leaf.png,2495_LeafPhotoB_2025-09-08 12_20_03.955-05_00,2495,Nebraska2025,0.0
2497_LeafPhotoB_2025-09-08 12_20_41.266-05_00_leaf.png,2497_LeafPhotoB_2025-09-08 12_20_41.266-05_00,2497,Nebraska2025,0.11
2497_LeafPhotoB_2025-09-08 12_21_06.775-05_00_leaf.png,2497_LeafPhotoB_2025-09-08 12_21_06.775-05_00,2497,Nebraska2025,1.59
2497_LeafPhotoB_2025-09-08 12_21_27.211-05_00_leaf.png,2497_LeafPhotoB_2025-09-08 12_21_27.211-05_00,2497,Nebraska2025,0.03
2498_LeafPhotoB_2025-09-08 12_21_48.900-05_00_leaf.png,2498_LeafPhotoB_2025-09-08 12_21_48.900-05_00,2498,Nebraska2025,0.07
2498_LeafPhotoB_2025-09-08 12_22_01.714-05_00_leaf.png,2498_LeafPhotoB_2025-09-08 12_22_01.714-05_00,2498,Nebraska2025,0.28
2498_LeafPhotoB_2025-09-08 12_22_17.705-05_00_leaf.png,2498_LeafPhotoB_2025-09-08 12_22_17.705-05_00,2498,Nebraska2025,0.03
2499_LeafPhotoB_2025-09-08 12_22_54.693-05_00_leaf.png,2499_LeafPhotoB_2025-09-08 12_22_54.693-05_00,2499,Nebraska2025,0.04
2499_LeafPhotoB_2025-09-08 12_23_08.774-05_00_leaf.png,2499_LeafPhotoB_2025-09-08 12_23_08.774-05_00,2499,Nebraska2025,0.05
2499_LeafPhotoB_2025-09-08 12_23_25.734-05_00_leaf.png,2499_LeafPhotoB_2025-09-08 12_23_25.734-05_00,2499,Nebraska2025,0.09
2500_LeafPhotoB_2025-09-08 12_23_42.593-05_00_leaf.png,2500_LeafPhotoB_2025-09-08 12_23_42.593-05_00,2500,Nebraska2025,0.09
2500_LeafPhotoB_2025-09-08 12_23_57.392-05_00_leaf.png,2500_LeafPhotoB_2025-09-08 12_23_57.392-05_00,2500,Nebraska2025,0.03
2500_LeafPhotoB_2025-09-08 12_24_10.861-05_00_leaf.png,2500_LeafPhotoB_2025-09-08 12_24_10.861-05_00,2500,Nebraska2025,0.0
2501_LeafPhotoA_2025-09-09 09_55_22.011-05_00_leaf.png,2501_LeafPhotoA_2025-09-09 09_55_22.011-05_00,2501,Nebraska2025,0.19
2501_LeafPhotoA_2025-09-09 09_55_35.522-05_00_leaf.png,2501_LeafPhotoA_2025-09-09 09_55_35.522-05_00,2501,Nebraska2025,0.23
2501_LeafPhotoA_2025-09-09 09_55_51.660-05_00_leaf.png,2501_LeafPhotoA_2025-09-09 09_55_51.660-05_00,2501,Nebraska2025,13.24
2502_LeafPhotoA_2025-09-09 09_56_19.849-05_00_leaf.png,2502_LeafPhotoA_2025-09-09 09_56_19.849-05_00,2502,Nebraska2025,0.05
2502_LeafPhotoA_2025-09-09 09_56_36.827-05_00_leaf.png,2502_LeafPhotoA_2025-09-09 09_56_36.827-05_00,2502,Nebraska2025,0.37
2502_LeafPhotoA_2025-09-09 09_56_59.534-05_00_leaf.png,2502_LeafPhotoA_2025-09-09 09_56_59.534-05_00,2502,Nebraska2025,1.82
2503_LeafPhotoA_2025-09-09 09_57_24.721-05_00_leaf.png,2503_LeafPhotoA_2025-09-09 09_57_24.721-05_00,2503,Nebraska2025,4.63
2503_LeafPhotoA_2025-09-09 09_58_02.824-05_00_leaf.png,2503_LeafPhotoA_2025-09-09 09_58_02.824-05_00,2503,Nebraska2025,6.7
2503_LeafPhotoA_2025-09-09 09_58_27.327-05_00_leaf.png,2503_LeafPhotoA_2025-09-09 09_58_27.327-05_00,2503,Nebraska2025,13.61
2504_LeafPhotoA_2025-09-09 09_58_58.195-05_00_leaf.png,2504_LeafPhotoA_2025-09-09 09_58_58.195-05_00,2504,Nebraska2025,0.07
2504_LeafPhotoA_2025-09-09 09_59_15.494-05_00_leaf.png,2504_LeafPhotoA_2025-09-09 09_59_15.494-05_00,2504,Nebraska2025,0.01
2504_LeafPhotoA_2025-09-09 10_00_01.419-05_00_leaf.png,2504_LeafPhotoA_2025-09-09 10_00_01.419-05_00,2504,Nebraska2025,0.02
2505_LeafPhotoA_2025-09-09 10_00_24.966-05_00_leaf.png,2505_LeafPhotoA_2025-09-09 10_00_24.966-05_00,2505,Nebraska2025,0.04
2505_LeafPhotoA_2025-09-09 10_00_42.737-05_00_leaf.png,2505_LeafPhotoA_2025-09-09 10_00_42.737-05_00,2505,Nebraska2025,0.03
2505_LeafPhotoA_2025-09-09 10_00_57.054-05_00_leaf.png,2505_LeafPhotoA_2025-09-09 10_00_57.054-05_00,2505,Nebraska2025,0.0
2506_LeafPhotoA_2025-09-09 10_01_22.923-05_00_leaf.png,2506_LeafPhotoA_2025-09-09 10_01_22.923-05_00,2506,Nebraska2025,2.34
2506_LeafPhotoA_2025-09-09 10_01_46.426-05_00_leaf.png,2506_LeafPhotoA_2025-09-09 10_01_46.426-05_00,2506,Nebraska2025,1.52
2506_LeafPhotoA_2025-09-09 10_02_00.313-05_00_leaf.png,2506_LeafPhotoA_2025-09-09 10_02_00.313-05_00,2506,Nebraska2025,0.1
2507_LeafPhotoA_2025-09-09 10_02_20.723-05_00_leaf.png,2507_LeafPhotoA_2025-09-09 10_02_20.723-05_00,2507,Nebraska2025,0.0
2507_LeafPhotoA_2025-09-09 10_02_36.291-05_00_leaf.png,2507_LeafPhotoA_2025-09-09 10_02_36.291-05_00,2507,Nebraska2025,0.17
2507_LeafPhotoA_2025-09-09 10_02_50.023-05_00_leaf.png,2507_LeafPhotoA_2025-09-09 10_02_50.023-05_00,2507,Nebraska2025,0.0
2508_LeafPhotoA_2025-09-09 10_03_32.896-05_00_leaf.png,2508_LeafPhotoA_2025-09-09 10_03_32.896-05_00,2508,Nebraska2025,1.29
2508_LeafPhotoA_2025-09-09 10_03_45.478-05_00_leaf.png,2508_LeafPhotoA_2025-09-09 10_03_45.478-05_00,2508,Nebraska2025,0.39
2508_LeafPhotoA_2025-09-09 10_04_04.166-05_00_leaf.png,2508_LeafPhotoA_2025-09-09 10_04_04.166-05_00,2508,Nebraska2025,0.13
2510_LeafPhotoA_2025-09-09 10_05_09.669-05_00_leaf.png,2510_LeafPhotoA_2025-09-09 10_05_09.669-05_00,2510,Nebraska2025,0.06
2510_LeafPhotoA_2025-09-09 10_05_24.878-05_00_leaf.png,2510_LeafPhotoA_2025-09-09 10_05_24.878-05_00,2510,Nebraska2025,0.25
2510_LeafPhotoA_2025-09-09 10_05_41.945-05_00_leaf.png,2510_LeafPhotoA_2025-09-09 10_05_41.945-05_00,2510,Nebraska2025,0.07
2511_LeafPhotoA_2025-09-09 10_06_08.538-05_00_leaf.png,2511_LeafPhotoA_2025-09-09 10_06_08.538-05_00,2511,Nebraska2025,0.07
2511_LeafPhotoA_2025-09-09 10_06_22.712-05_00_leaf.png,2511_LeafPhotoA_2025-09-09 10_06_22.712-05_00,2511,Nebraska2025,0.22
2511_LeafPhotoA_2025-09-09 10_06_43.007-05_00_leaf.png,2511_LeafPhotoA_2025-09-09 10_06_43.007-05_00,2511,Nebraska2025,0.12
2513_LeafPhotoA_2025-09-09 10_09_51.890-05_00_leaf.png,2513_LeafPhotoA_2025-09-09 10_09_51.890-05_00,2513,Nebraska2025,0.94
2513_LeafPhotoA_2025-09-09 10_10_08.520-05_00_leaf.png,2513_LeafPhotoA_2025-09-09 10_10_08.520-05_00,2513,Nebraska2025,0.24
2513_LeafPhotoA_2025-09-09 10_10_22.944-05_00_leaf.png,2513_LeafPhotoA_2025-09-09 10_10_22.944-05_00,2513,Nebraska2025,0.44
2514_LeafPhotoA_2025-09-09 10_11_17.660-05_00_leaf.png,2514_LeafPhotoA_2025-09-09 10_11_17.660-05_00,2514,Nebraska2025,15.31
2514_LeafPhotoA_2025-09-09 10_11_35.245-05_00_leaf.png,2514_LeafPhotoA_2025-09-09 10_11_35.245-05_00,2514,Nebraska2025,17.82
2514_LeafPhotoA_2025-09-09 10_12_03.398-05_00_leaf.png,2514_LeafPhotoA_2025-09-09 10_12_03.398-05_00,2514,Nebraska2025,7.04
2515_LeafPhotoA_2025-09-09 10_12_37.469-05_00_leaf.png,2515_LeafPhotoA_2025-09-09 10_12_37.469-05_00,2515,Nebraska2025,0.32
2515_LeafPhotoA_2025-09-09 10_12_50.255-05_00_leaf.png,2515_LeafPhotoA_2025-09-09 10_12_50.255-05_00,2515,Nebraska2025,0.01
2515_LeafPhotoA_2025-09-09 10_13_03.695-05_00_leaf.png,2515_LeafPhotoA_2025-09-09 10_13_03.695-05_00,2515,Nebraska2025,0.01
2516_LeafPhotoA_2025-09-09 10_13_35.191-05_00_leaf.png,2516_LeafPhotoA_2025-09-09 10_13_35.191-05_00,2516,Nebraska2025,1.2
2516_LeafPhotoA_2025-09-09 10_13_47.907-05_00_leaf.png,2516_LeafPhotoA_2025-09-09 10_13_47.907-05_00,2516,Nebraska2025,0.26
2516_LeafPhotoA_2025-09-09 10_14_00.183-05_00_leaf.png,2516_LeafPhotoA_2025-09-09 10_14_00.183-05_00,2516,Nebraska2025,0.19
2518_LeafPhotoA_2025-09-09 10_14_44.963-05_00_leaf.png,2518_LeafPhotoA_2025-09-09 10_14_44.963-05_00,2518,Nebraska2025,1.81
2518_LeafPhotoA_2025-09-09 10_15_00.835-05_00_leaf.png,2518_LeafPhotoA_2025-09-09 10_15_00.835-05_00,2518,Nebraska2025,1.53
2518_LeafPhotoA_2025-09-09 10_15_15.738-05_00_leaf.png,2518_LeafPhotoA_2025-09-09 10_15_15.738-05_00,2518,Nebraska2025,1.59
2519_LeafPhotoA_2025-09-09 10_15_37.717-05_00_leaf.png,2519_LeafPhotoA_2025-09-09 10_15_37.717-05_00,2519,Nebraska2025,0.05
2519_LeafPhotoA_2025-09-09 10_15_51.881-05_00_leaf.png,2519_LeafPhotoA_2025-09-09 10_15_51.881-05_00,2519,Nebraska2025,0.86
2519_LeafPhotoA_2025-09-09 10_16_07.193-05_00_leaf.png,2519_LeafPhotoA_2025-09-09 10_16_07.193-05_00,2519,Nebraska2025,0.14
2520_LeafPhotoA_2025-09-09 10_16_27.887-05_00_leaf.png,2520_LeafPhotoA_2025-09-09 10_16_27.887-05_00,2520,Nebraska2025,0.0
2520_LeafPhotoA_2025-09-09 10_17_04.786-05_00_leaf.png,2520_LeafPhotoA_2025-09-09 10_17_04.786-05_00,2520,Nebraska2025,0.0
2520_LeafPhotoA_2025-09-09 10_17_35.049-05_00_leaf.png,2520_LeafPhotoA_2025-09-09 10_17_35.049-05_00,2520,Nebraska2025,0.12
2521_LeafPhotoA_2025-09-09 10_18_10.988-05_00_leaf.png,2521_LeafPhotoA_2025-09-09 10_18_10.988-05_00,2521,Nebraska2025,9.37
2521_LeafPhotoA_2025-09-09 10_18_25.933-05_00_leaf.png,2521_LeafPhotoA_2025-09-09 10_18_25.933-05_00,2521,Nebraska2025,5.59
2521_LeafPhotoA_2025-09-09 10_18_41.098-05_00_leaf.png,2521_LeafPhotoA_2025-09-09 10_18_41.098-05_00,2521,Nebraska2025,16.16
2522_LeafPhotoA_2025-09-09 10_19_08.671-05_00_leaf.png,2522_LeafPhotoA_2025-09-09 10_19_08.671-05_00,2522,Nebraska2025,0.16
2522_LeafPhotoA_2025-09-09 10_19_25.309-05_00_leaf.png,2522_LeafPhotoA_2025-09-09 10_19_25.309-05_00,2522,Nebraska2025,0.21
2522_LeafPhotoA_2025-09-09 10_19_43.870-05_00_leaf.png,2522_LeafPhotoA_2025-09-09 10_19_43.870-05_00,2522,Nebraska2025,0.04
2523_LeafPhotoA_2025-09-09 10_20_42.859-05_00_leaf.png,2523_LeafPhotoA_2025-09-09 10_20_42.859-05_00,2523,Nebraska2025,0.15
2523_LeafPhotoA_2025-09-09 10_20_56.437-05_00_leaf.png,2523_LeafPhotoA_2025-09-09 10_20_56.437-05_00,2523,Nebraska2025,1.09
