image_path,image_id,plotNumber,environment,block,row,column,genotype,device,estimated_leaf_area,sam3_n_crops,leaf_area_segmentation_method,leaf_area_status
data/externalsourcerequired/aamu2025/block2/20218_LeafPhotoA_2025-10-23 11_38_42.800-05_00.jpg,20218_LeafPhotoA_2025-10-23 11_38_42.800,20218,Alabama2025,2.0,18,18,PI656083,AL2,1553624,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20218_LeafPhotoA_2025-10-23 11_38_55.486-05_00.jpg,20218_LeafPhotoA_2025-10-23 11_38_55.486,20218,Alabama2025,2.0,18,18,PI656083,AL2,2177898,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20218_LeafPhotoA_2025-10-23 11_39_12.090-05_00.jpg,20218_LeafPhotoA_2025-10-23 11_39_12.090,20218,Alabama2025,2.0,18,18,PI656083,AL2,1403645,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20219_LeafPhotoA_2025-10-23 11_39_36.159-05_00.jpg,20219_LeafPhotoA_2025-10-23 11_39_36.159,20219,Alabama2025,2.0,18,19,PI534070,AL2,1664127,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20219_LeafPhotoA_2025-10-23 11_39_51.653-05_00.jpg,20219_LeafPhotoA_2025-10-23 11_39_51.653,20219,Alabama2025,2.0,18,19,PI534070,AL2,1735830,0,CV2,failed_cropping
data/externalsourcerequired/aamu2025/block2/20219_LeafPhotoA_2025-10-23 11_40_13.147-05_00.jpg,20219_LeafPhotoA_2025-10-23 11_40_13.147,20219,Alabama2025,2.0,18,19,PI534070,AL2,2133784,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20220_LeafPhotoA_2025-10-23 11_40_52.128-05_00.jpg,20220_LeafPhotoA_2025-10-23 11_40_52.128,20220,Alabama2025,2.0,18,20,PI533758,AL2,1999619,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20220_LeafPhotoA_2025-10-23 11_41_03.425-05_00.jpg,20220_LeafPhotoA_2025-10-23 11_41_03.425,20220,Alabama2025,2.0,18,20,PI533758,AL2,2137359,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20220_LeafPhotoA_2025-10-23 11_41_10.635-05_00.jpg,20220_LeafPhotoA_2025-10-23 11_41_10.635,20220,Alabama2025,2.0,18,20,PI533758,AL2,1769520,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20221_LeafPhotoA_2025-10-23 11_41_38.137-05_00.jpg,20221_LeafPhotoA_2025-10-23 11_41_38.137,20221,Alabama2025,2.0,18,21,PI533910,AL2,2130116,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20221_LeafPhotoA_2025-10-23 11_41_53.254-05_00.jpg,20221_LeafPhotoA_2025-10-23 11_41_53.254,20221,Alabama2025,2.0,18,21,PI533910,AL2,1553410,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20221_LeafPhotoA_2025-10-23 11_42_07.435-05_00.jpg,20221_LeafPhotoA_2025-10-23 11_42_07.435,20221,Alabama2025,2.0,18,21,PI533910,AL2,1455865,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20222_LeafPhotoA_2025-10-23 11_42_35.946-05_00.jpg,20222_LeafPhotoA_2025-10-23 11_42_35.946,20222,Alabama2025,2.0,18,22,PI597965,AL2,1789189,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20222_LeafPhotoA_2025-10-23 11_42_46.360-05_00.jpg,20222_LeafPhotoA_2025-10-23 11_42_46.360,20222,Alabama2025,2.0,18,22,PI597965,AL2,2312522,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20222_LeafPhotoA_2025-10-23 11_42_54.435-05_00.jpg,20222_LeafPhotoA_2025-10-23 11_42_54.435,20222,Alabama2025,2.0,18,22,PI597965,AL2,1984685,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20223_LeafPhotoA_2025-10-23 11_44_02.231-05_00.jpg,20223_LeafPhotoA_2025-10-23 11_44_02.231,20223,Alabama2025,2.0,18,23,PI534101,AL2,1369467,0,CV2,failed_cropping
data/externalsourcerequired/aamu2025/block2/20223_LeafPhotoA_2025-10-23 11_44_24.652-05_00.jpg,20223_LeafPhotoA_2025-10-23 11_44_24.652,20223,Alabama2025,2.0,18,23,PI534101,AL2,2222233,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20223_LeafPhotoA_2025-10-23 11_44_55.572-05_00.jpg,20223_LeafPhotoA_2025-10-23 11_44_55.572,20223,Alabama2025,2.0,18,23,PI534101,AL2,1100628,3,CV2,ok
data/externalsourcerequired/aamu2025/block2/20224_LeafPhotoA_2025-10-23 11_45_23.431-05_00.jpg,20224_LeafPhotoA_2025-10-23 11_45_23.431,20224,Alabama2025,2.0,18,24,PI597952,AL2,0,0,SAM3,failed_segmentation
data/externalsourcerequired/aamu2025/block2/20224_LeafPhotoA_2025-10-23 11_45_36.332-05_00.jpg,20224_LeafPhotoA_2025-10-23 11_45_36.332,20224,Alabama2025,2.0,18,24,PI597952,AL2,1483437,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20224_LeafPhotoA_2025-10-23 11_45_46.245-05_00.jpg,20224_LeafPhotoA_2025-10-23 11_45_46.245,20224,Alabama2025,2.0,18,24,PI597952,AL2,1650064,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20225_LeafPhotoA_2025-10-23 11_46_21.684-05_00.jpg,20225_LeafPhotoA_2025-10-23 11_46_21.684,20225,Alabama2025,2.0,18,25,,AL2,1667551,2,CV2,ok
data/externalsourcerequired/aamu2025/block2/20225_LeafPhotoA_2025-10-23 11_46_53.716-05_00.jpg,20225_LeafPhotoA_2025-10-23 11_46_53.716,20225,Alabama2025,2.0,18,25,,AL2,2230982,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20225_LeafPhotoA_2025-10-23 11_47_03.889-05_00.jpg,20225_LeafPhotoA_2025-10-23 11_47_03.889,20225,Alabama2025,2.0,18,25,,AL2,2187571,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20226_LeafPhotoA_2025-10-23 11_48_04.050-05_00.jpg,20226_LeafPhotoA_2025-10-23 11_48_04.050,20226,Alabama2025,2.0,18,26,PI655993,AL2,1985716,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20226_LeafPhotoA_2025-10-23 11_48_22.903-05_00.jpg,20226_LeafPhotoA_2025-10-23 11_48_22.903,20226,Alabama2025,2.0,18,26,PI655993,AL2,1926338,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20226_LeafPhotoA_2025-10-23 11_48_35.550-05_00.jpg,20226_LeafPhotoA_2025-10-23 11_48_35.550,20226,Alabama2025,2.0,18,26,PI655993,AL2,1565660,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20227_LeafPhotoA_2025-10-23 11_49_14.226-05_00.jpg,20227_LeafPhotoA_2025-10-23 11_49_14.226,20227,Alabama2025,2.0,18,27,,AL2,1807539,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20227_LeafPhotoA_2025-10-23 11_49_26.026-05_00.jpg,20227_LeafPhotoA_2025-10-23 11_49_26.026,20227,Alabama2025,2.0,18,27,,AL2,1605529,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20227_LeafPhotoA_2025-10-23 11_49_36.615-05_00.jpg,20227_LeafPhotoA_2025-10-23 11_49_36.615,20227,Alabama2025,2.0,18,27,,AL2,1636012,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20301_LeafPhotoA_2025-10-23 11_52_35.162-05_00.jpg,20301_LeafPhotoA_2025-10-23 11_52_35.162,20301,Alabama2025,2.0,19,1,,AL2,1256421,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20301_LeafPhotoA_2025-10-23 11_52_54.865-05_00.jpg,20301_LeafPhotoA_2025-10-23 11_52_54.865,20301,Alabama2025,2.0,19,1,,AL2,1702008,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20301_LeafPhotoA_2025-10-23 11_53_11.360-05_00.jpg,20301_LeafPhotoA_2025-10-23 11_53_11.360,20301,Alabama2025,2.0,19,1,,AL2,1444797,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20302_LeafPhotoA_2025-10-23 11_54_18.296-05_00.jpg,20302_LeafPhotoA_2025-10-23 11_54_18.296,20302,Alabama2025,2.0,19,2,PI533998,AL2,1123143,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20302_LeafPhotoA_2025-10-23 11_54_35.732-05_00.jpg,20302_LeafPhotoA_2025-10-23 11_54_35.732,20302,Alabama2025,2.0,19,2,PI533998,AL2,0,0,SAM3,failed_segmentation
data/externalsourcerequired/aamu2025/block2/20302_LeafPhotoA_2025-10-23 11_54_46.885-05_00.jpg,20302_LeafPhotoA_2025-10-23 11_54_46.885,20302,Alabama2025,2.0,19,2,PI533998,AL2,1062499,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20303_LeafPhotoA_2025-10-23 11_55_15.203-05_00.jpg,20303_LeafPhotoA_2025-10-23 11_55_15.203,20303,Alabama2025,2.0,19,3,PI534053,AL2,1474284,2,CV2,ok
data/externalsourcerequired/aamu2025/block2/20303_LeafPhotoA_2025-10-23 11_55_31.538-05_00.jpg,20303_LeafPhotoA_2025-10-23 11_55_31.538,20303,Alabama2025,2.0,19,3,PI534053,AL2,2057819,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20303_LeafPhotoA_2025-10-23 11_55_43.315-05_00.jpg,20303_LeafPhotoA_2025-10-23 11_55_43.315,20303,Alabama2025,2.0,19,3,PI534053,AL2,2070491,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20305_LeafPhotoA_2025-10-23 11_56_49.380-05_00.jpg,20305_LeafPhotoA_2025-10-23 11_56_49.380,20305,Alabama2025,2.0,19,5,,AL2,2283671,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20305_LeafPhotoA_2025-10-23 11_57_01.825-05_00.jpg,20305_LeafPhotoA_2025-10-23 11_57_01.825,20305,Alabama2025,2.0,19,5,,AL2,1773653,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20305_LeafPhotoA_2025-10-23 11_57_25.143-05_00.jpg,20305_LeafPhotoA_2025-10-23 11_57_25.143,20305,Alabama2025,2.0,19,5,,AL2,2887945,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20306_LeafPhotoA_2025-10-23 11_58_51.573-05_00.jpg,20306_LeafPhotoA_2025-10-23 11_58_51.573,20306,Alabama2025,2.0,19,6,PI656002,AL2,1535349,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20306_LeafPhotoA_2025-10-23 11_59_06.168-05_00.jpg,20306_LeafPhotoA_2025-10-23 11_59_06.168,20306,Alabama2025,2.0,19,6,PI656002,AL2,1634856,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20306_LeafPhotoA_2025-10-23 11_59_21.124-05_00.jpg,20306_LeafPhotoA_2025-10-23 11_59_21.124,20306,Alabama2025,2.0,19,6,PI656002,AL2,1926812,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20308_LeafPhotoA_2025-10-23 12_02_39.486-05_00.jpg,20308_LeafPhotoA_2025-10-23 12_02_39.486,20308,Alabama2025,2.0,19,8,PI656069,AL2,2280853,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20308_LeafPhotoA_2025-10-23 12_02_57.735-05_00.jpg,20308_LeafPhotoA_2025-10-23 12_02_57.735,20308,Alabama2025,2.0,19,8,PI656069,AL2,1454092,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20308_LeafPhotoA_2025-10-23 12_03_13.991-05_00.jpg,20308_LeafPhotoA_2025-10-23 12_03_13.991,20308,Alabama2025,2.0,19,8,PI656069,AL2,1677200,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20309_LeafPhotoA_2025-10-23 12_03_42.946-05_00.jpg,20309_LeafPhotoA_2025-10-23 12_03_42.946,20309,Alabama2025,2.0,19,9,,AL2,2285648,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20309_LeafPhotoA_2025-10-23 12_03_54.616-05_00.jpg,20309_LeafPhotoA_2025-10-23 12_03_54.616,20309,Alabama2025,2.0,19,9,,AL2,2151981,0,CV2,failed_cropping
data/externalsourcerequired/aamu2025/block2/20309_LeafPhotoA_2025-10-23 12_04_27.463-05_00.jpg,20309_LeafPhotoA_2025-10-23 12_04_27.463,20309,Alabama2025,2.0,19,9,,AL2,2413354,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20310_LeafPhotoA_2025-10-23 12_05_05.420-05_00.jpg,20310_LeafPhotoA_2025-10-23 12_05_05.420,20310,Alabama2025,2.0,19,10,PI24969,AL2,1586494,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20310_LeafPhotoA_2025-10-23 12_05_18.279-05_00.jpg,20310_LeafPhotoA_2025-10-23 12_05_18.279,20310,Alabama2025,2.0,19,10,PI24969,AL2,1560375,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20310_LeafPhotoA_2025-10-23 12_05_33.810-05_00.jpg,20310_LeafPhotoA_2025-10-23 12_05_33.810,20310,Alabama2025,2.0,19,10,PI24969,AL2,1544188,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20312_LeafPhotoA_2025-10-23 12_06_47.107-05_00.jpg,20312_LeafPhotoA_2025-10-23 12_06_47.107,20312,Alabama2025,2.0,19,12,PI576380,AL2,2193064,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20312_LeafPhotoA_2025-10-23 12_06_57.593-05_00.jpg,20312_LeafPhotoA_2025-10-23 12_06_57.593,20312,Alabama2025,2.0,19,12,PI576380,AL2,2789761,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20312_LeafPhotoA_2025-10-23 12_07_08.740-05_00.jpg,20312_LeafPhotoA_2025-10-23 12_07_08.740,20312,Alabama2025,2.0,19,12,PI576380,AL2,2019561,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20313_LeafPhotoA_2025-10-23 12_07_44.170-05_00.jpg,20313_LeafPhotoA_2025-10-23 12_07_44.170,20313,Alabama2025,2.0,19,13,PI609456,AL2,1467901,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20313_LeafPhotoA_2025-10-23 12_07_58.956-05_00.jpg,20313_LeafPhotoA_2025-10-23 12_07_58.956,20313,Alabama2025,2.0,19,13,PI609456,AL2,1707312,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20313_LeafPhotoA_2025-10-23 12_08_26.306-05_00.jpg,20313_LeafPhotoA_2025-10-23 12_08_26.306,20313,Alabama2025,2.0,19,13,PI609456,AL2,1331491,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20314_LeafPhotoA_2025-10-23 12_09_11.461-05_00.jpg,20314_LeafPhotoA_2025-10-23 12_09_11.461,20314,Alabama2025,2.0,19,14,PI656008,AL2,2441790,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20314_LeafPhotoA_2025-10-23 12_09_23.026-05_00.jpg,20314_LeafPhotoA_2025-10-23 12_09_23.026,20314,Alabama2025,2.0,19,14,PI656008,AL2,2988488,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20314_LeafPhotoA_2025-10-23 12_09_34.812-05_00.jpg,20314_LeafPhotoA_2025-10-23 12_09_34.812,20314,Alabama2025,2.0,19,14,PI656008,AL2,3295691,2,CV2,ok
data/externalsourcerequired/aamu2025/block2/20315_LeafPhotoA_2025-10-23 12_10_06.491-05_00.jpg,20315_LeafPhotoA_2025-10-23 12_10_06.491,20315,Alabama2025,2.0,19,15,PI656028,AL2,2907650,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20315_LeafPhotoA_2025-10-23 12_10_15.992-05_00.jpg,20315_LeafPhotoA_2025-10-23 12_10_15.992,20315,Alabama2025,2.0,19,15,PI656028,AL2,2212438,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20315_LeafPhotoA_2025-10-23 12_10_30.658-05_00.jpg,20315_LeafPhotoA_2025-10-23 12_10_30.658,20315,Alabama2025,2.0,19,15,PI656028,AL2,2155130,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20316_LeafPhotoA_2025-10-23 12_10_46.508-05_00.jpg,20316_LeafPhotoA_2025-10-23 12_10_46.508,20316,Alabama2025,2.0,19,16,PI656062,AL2,2485447,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20316_LeafPhotoA_2025-10-23 12_10_59.306-05_00.jpg,20316_LeafPhotoA_2025-10-23 12_10_59.306,20316,Alabama2025,2.0,19,16,PI656062,AL2,2885750,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20316_LeafPhotoA_2025-10-23 12_11_16.099-05_00.jpg,20316_LeafPhotoA_2025-10-23 12_11_16.099,20316,Alabama2025,2.0,19,16,PI656062,AL2,2555875,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20317_LeafPhotoA_2025-10-23 12_11_34.026-05_00.jpg,20317_LeafPhotoA_2025-10-23 12_11_34.026,20317,Alabama2025,2.0,19,17,PI656099,AL2,3316848,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20317_LeafPhotoA_2025-10-23 12_11_55.674-05_00.jpg,20317_LeafPhotoA_2025-10-23 12_11_55.674,20317,Alabama2025,2.0,19,17,PI656099,AL2,3154068,1,CV2,ok
data/externalsourcerequired/aamu2025/block2/20317_LeafPhotoA_2025-10-23 12_12_11.948-05_00.jpg,20317_LeafPhotoA_2025-10-23 12_12_11.948,20317,Alabama2025,2.0,19,17,PI656099,AL2,2548375,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20318_LeafPhotoA_2025-10-23 12_12_50.290-05_00.jpg,20318_LeafPhotoA_2025-10-23 12_12_50.290,20318,Alabama2025,2.0,19,18,PI655988,AL2,1241108,3,CV2,ok
data/externalsourcerequired/aamu2025/block2/20318_LeafPhotoA_2025-10-23 12_13_01.610-05_00.jpg,20318_LeafPhotoA_2025-10-23 12_13_01.610,20318,Alabama2025,2.0,19,18,PI655988,AL2,1765073,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20318_LeafPhotoA_2025-10-23 12_13_12.665-05_00.jpg,20318_LeafPhotoA_2025-10-23 12_13_12.665,20318,Alabama2025,2.0,19,18,PI655988,AL2,2177373,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20319_LeafPhotoA_2025-10-23 12_13_40.613-05_00.jpg,20319_LeafPhotoA_2025-10-23 12_13_40.613,20319,Alabama2025,2.0,19,19,PI533915,AL2,2760260,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20319_LeafPhotoA_2025-10-23 12_13_53.323-05_00.jpg,20319_LeafPhotoA_2025-10-23 12_13_53.323,20319,Alabama2025,2.0,19,19,PI533915,AL2,2319586,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20319_LeafPhotoA_2025-10-23 12_14_05.178-05_00.jpg,20319_LeafPhotoA_2025-10-23 12_14_05.178,20319,Alabama2025,2.0,19,19,PI533915,AL2,3371654,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20320_LeafPhotoA_2025-10-23 12_14_40.262-05_00.jpg,20320_LeafPhotoA_2025-10-23 12_14_40.262,20320,Alabama2025,2.0,19,20,,AL2,2637530,0,CV2,failed_cropping
data/externalsourcerequired/aamu2025/block2/20320_LeafPhotoA_2025-10-23 12_14_55.981-05_00.jpg,20320_LeafPhotoA_2025-10-23 12_14_55.981,20320,Alabama2025,2.0,19,20,,AL2,2322274,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20320_LeafPhotoA_2025-10-23 12_15_12.712-05_00.jpg,20320_LeafPhotoA_2025-10-23 12_15_12.712,20320,Alabama2025,2.0,19,20,,AL2,1865275,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20321_LeafPhotoA_2025-10-23 12_15_33.445-05_00.jpg,20321_LeafPhotoA_2025-10-23 12_15_33.445,20321,Alabama2025,2.0,19,21,PI534037,AL2,2537751,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20321_LeafPhotoA_2025-10-23 12_15_51.795-05_00.jpg,20321_LeafPhotoA_2025-10-23 12_15_51.795,20321,Alabama2025,2.0,19,21,PI534037,AL2,2568744,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20321_LeafPhotoA_2025-10-23 12_16_29.758-05_00.jpg,20321_LeafPhotoA_2025-10-23 12_16_29.758,20321,Alabama2025,2.0,19,21,PI534037,AL2,2586708,0,CV2,failed_cropping
data/externalsourcerequired/aamu2025/block2/20322_LeafPhotoA_2025-10-23 12_17_05.004-05_00.jpg,20322_LeafPhotoA_2025-10-23 12_17_05.004,20322,Alabama2025,2.0,19,22,,AL2,2149173,3,CV2,ok
data/externalsourcerequired/aamu2025/block2/20322_LeafPhotoA_2025-10-23 12_17_17.299-05_00.jpg,20322_LeafPhotoA_2025-10-23 12_17_17.299,20322,Alabama2025,2.0,19,22,,AL2,2116182,0,CV2,failed_cropping
data/externalsourcerequired/aamu2025/block2/20322_LeafPhotoA_2025-10-23 12_17_29.876-05_00.jpg,20322_LeafPhotoA_2025-10-23 12_17_29.876,20322,Alabama2025,2.0,19,22,,AL2,2049745,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20324_LeafPhotoA_2025-10-23 12_18_27.618-05_00.jpg,20324_LeafPhotoA_2025-10-23 12_18_27.618,20324,Alabama2025,2.0,19,24,PI576364,AL2,1993423,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20324_LeafPhotoA_2025-10-23 12_18_40.868-05_00.jpg,20324_LeafPhotoA_2025-10-23 12_18_40.868,20324,Alabama2025,2.0,19,24,PI576364,AL2,2095229,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20324_LeafPhotoA_2025-10-23 12_18_58.136-05_00.jpg,20324_LeafPhotoA_2025-10-23 12_18_58.136,20324,Alabama2025,2.0,19,24,PI576364,AL2,1284504,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20325_LeafPhotoA_2025-10-23 12_19_13.863-05_00.jpg,20325_LeafPhotoA_2025-10-23 12_19_13.863,20325,Alabama2025,2.0,19,25,PI655989,AL2,1703670,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20325_LeafPhotoA_2025-10-23 12_19_26.576-05_00.jpg,20325_LeafPhotoA_2025-10-23 12_19_26.576,20325,Alabama2025,2.0,19,25,PI655989,AL2,1597684,0,CV2,failed_cropping
data/externalsourcerequired/aamu2025/block2/20325_LeafPhotoA_2025-10-23 12_19_37.960-05_00.jpg,20325_LeafPhotoA_2025-10-23 12_19_37.960,20325,Alabama2025,2.0,19,25,PI655989,AL2,1262728,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20327_LeafPhotoA_2025-10-23 12_20_18.862-05_00.jpg,20327_LeafPhotoA_2025-10-23 12_20_18.862,20327,Alabama2025,2.0,19,27,PI656089,AL2,1598011,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20327_LeafPhotoA_2025-10-23 12_20_30.219-05_00.jpg,20327_LeafPhotoA_2025-10-23 12_20_30.219,20327,Alabama2025,2.0,19,27,PI656089,AL2,1874230,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20327_LeafPhotoA_2025-10-23 12_20_43.870-05_00.jpg,20327_LeafPhotoA_2025-10-23 12_20_43.870,20327,Alabama2025,2.0,19,27,PI656089,AL2,1965253,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20401_LeafPhotoA_2025-10-23 13_56_39.523-05_00.jpg,20401_LeafPhotoA_2025-10-23 13_56_39.523,20401,Alabama2025,2.0,20,1,PI533831,AL2,1168033,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20401_LeafPhotoA_2025-10-23 13_57_03.873-05_00.jpg,20401_LeafPhotoA_2025-10-23 13_57_03.873,20401,Alabama2025,2.0,20,1,PI533831,AL2,1358627,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20401_LeafPhotoA_2025-10-23 13_57_22.979-05_00.jpg,20401_LeafPhotoA_2025-10-23 13_57_22.979,20401,Alabama2025,2.0,20,1,PI533831,AL2,1623415,0,CV2,failed_cropping
data/externalsourcerequired/aamu2025/block2/20402_LeafPhotoA_2025-10-23 13_58_10.346-05_00.jpg,20402_LeafPhotoA_2025-10-23 13_58_10.346,20402,Alabama2025,2.0,20,2,PI533972,AL2,1807974,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20402_LeafPhotoA_2025-10-23 13_58_20.086-05_00.jpg,20402_LeafPhotoA_2025-10-23 13_58_20.086,20402,Alabama2025,2.0,20,2,PI533972,AL2,2312115,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20402_LeafPhotoA_2025-10-23 13_58_28.141-05_00.jpg,20402_LeafPhotoA_2025-10-23 13_58_28.141,20402,Alabama2025,2.0,20,2,PI533972,AL2,2069785,0,CV2,failed_cropping
data/externalsourcerequired/aamu2025/block2/20403_LeafPhotoA_2025-10-23 13_58_53.281-05_00.jpg,20403_LeafPhotoA_2025-10-23 13_58_53.281,20403,Alabama2025,2.0,20,3,PI534133,AL2,1527490,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20403_LeafPhotoA_2025-10-23 13_59_05.443-05_00.jpg,20403_LeafPhotoA_2025-10-23 13_59_05.443,20403,Alabama2025,2.0,20,3,PI534133,AL2,2327125,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20403_LeafPhotoA_2025-10-23 13_59_16.115-05_00.jpg,20403_LeafPhotoA_2025-10-23 13_59_16.115,20403,Alabama2025,2.0,20,3,PI534133,AL2,2638853,3,SAM3,ok
data/externalsourcerequired/aamu2025/block2/20404_LeafPhotoA_2025-10-23 13_59_34.890-05_00.jpg,20404_LeafPhotoA_2025-10-23 13_59_34.890,20404,Alabama2025,2.0,20,4,,AL2,2128566,3,CV2,ok
data/externalsourcerequired/aamu2025/block2/20404_LeafPhotoA_2025-10-23 13_59_46.462-05_00.jpg,20404_LeafPhotoA_2025-10-23 13_59_46.462,20404,Alabama2025,2.0,20,4,,AL2,2137362,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20404_LeafPhotoA_2025-10-23 14_00_01.002-05_00.jpg,20404_LeafPhotoA_2025-10-23 14_00_01.002,20404,Alabama2025,2.0,20,4,,AL2,1913972,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20405_LeafPhotoA_2025-10-23 14_00_22.380-05_00.jpg,20405_LeafPhotoA_2025-10-23 14_00_22.380,20405,Alabama2025,2.0,20,5,,AL2,2007996,2,CV2,ok
data/externalsourcerequired/aamu2025/block2/20405_LeafPhotoA_2025-10-23 14_00_34.088-05_00.jpg,20405_LeafPhotoA_2025-10-23 14_00_34.088,20405,Alabama2025,2.0,20,5,,AL2,1927970,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20405_LeafPhotoA_2025-10-23 14_00_44.013-05_00.jpg,20405_LeafPhotoA_2025-10-23 14_00_44.013,20405,Alabama2025,2.0,20,5,,AL2,1947514,1,CV2,ok
data/externalsourcerequired/aamu2025/block2/20406_LeafPhotoA_2025-10-23 14_01_07.378-05_00.jpg,20406_LeafPhotoA_2025-10-23 14_01_07.378,20406,Alabama2025,2.0,20,6,PI629040,AL2,1921526,0,CV2,failed_cropping
data/externalsourcerequired/aamu2025/block2/20406_LeafPhotoA_2025-10-23 14_01_23.390-05_00.jpg,20406_LeafPhotoA_2025-10-23 14_01_23.390,20406,Alabama2025,2.0,20,6,PI629040,AL2,2180949,4,CV2,ok
data/externalsourcerequired/aamu2025/block2/20406_LeafPhotoA_2025-10-23 14_01_33.544-05_00.jpg,20406_LeafPhotoA_2025-10-23 14_01_33.544,20406,Alabama2025,2.0,20,6,PI629040,AL2,1732769,4,CV2,ok
