image_path,image_id,plotNumber,environment,block,row,column,genotype,device,estimated_leaf_area,sam3_n_crops,leaf_area_segmentation_method,leaf_area_status
data/externalsourcerequired/ne2025/device6/1192_LeafPhotoA_2025-09-08 15_52_44.412-05_00.jpg,1192_LeafPhotoA_2025-09-08 15_52_44.412,1192,Nebraska2025,1.0,11,5,,NE6,4499172,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1192_LeafPhotoA_2025-09-08 15_53_09.891-05_00.jpg,1192_LeafPhotoA_2025-09-08 15_53_09.891,1192,Nebraska2025,1.0,11,5,,NE6,3761969,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1193_LeafPhotoA_2025-09-08 15_50_58.786-05_00.jpg,1193_LeafPhotoA_2025-09-08 15_50_58.786,1193,Nebraska2025,1.0,10,5,PI533848,NE6,2479896,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1193_LeafPhotoA_2025-09-08 15_51_23.244-05_00.jpg,1193_LeafPhotoA_2025-09-08 15_51_23.244,1193,Nebraska2025,1.0,10,5,PI533848,NE6,2844551,3,CV2,ok
data/externalsourcerequired/ne2025/device6/1193_LeafPhotoA_2025-09-08 15_51_41.936-05_00.jpg,1193_LeafPhotoA_2025-09-08 15_51_41.936,1193,Nebraska2025,1.0,10,5,PI533848,NE6,2037915,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1194_LeafPhotoA_2025-09-08 15_49_13.610-05_00.jpg,1194_LeafPhotoA_2025-09-08 15_49_13.610,1194,Nebraska2025,1.0,9,5,PI533866,NE6,3139274,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1194_LeafPhotoA_2025-09-08 15_49_50.617-05_00.jpg,1194_LeafPhotoA_2025-09-08 15_49_50.617,1194,Nebraska2025,1.0,9,5,PI533866,NE6,4132073,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1194_LeafPhotoA_2025-09-08 15_50_20.191-05_00.jpg,1194_LeafPhotoA_2025-09-08 15_50_20.191,1194,Nebraska2025,1.0,9,5,PI533866,NE6,2150808,1,CV2,ok
data/externalsourcerequired/ne2025/device6/1195_LeafPhotoA_2025-09-08 15_47_39.608-05_00.jpg,1195_LeafPhotoA_2025-09-08 15_47_39.608,1195,Nebraska2025,1.0,8,5,PI576362,NE6,3114708,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1195_LeafPhotoA_2025-09-08 15_48_23.868-05_00.jpg,1195_LeafPhotoA_2025-09-08 15_48_23.868,1195,Nebraska2025,1.0,8,5,PI576362,NE6,2998560,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1196_LeafPhotoA_2025-09-08 15_45_29.366-05_00.jpg,1196_LeafPhotoA_2025-09-08 15_45_29.366,1196,Nebraska2025,1.0,7,5,SC0854,NE6,4304006,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1196_LeafPhotoA_2025-09-08 15_46_27.438-05_00.jpg,1196_LeafPhotoA_2025-09-08 15_46_27.438,1196,Nebraska2025,1.0,7,5,SC0854,NE6,2627021,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1196_LeafPhotoA_2025-09-08 15_47_01.365-05_00.jpg,1196_LeafPhotoA_2025-09-08 15_47_01.365,1196,Nebraska2025,1.0,7,5,SC0854,NE6,3373430,4,CV2,ok
data/externalsourcerequired/ne2025/device2/1197_LeafPhotoA_2025-09-08 09_32_09.193-05_00.jpg,1197_LeafPhotoA_2025-09-08 09_32_09.193,1197,Nebraska2025,1.0,6,5,PI659692,NE2,1527911,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device6/1197_LeafPhotoA_2025-09-08 15_42_33.635-05_00.jpg,1197_LeafPhotoA_2025-09-08 15_42_33.635,1197,Nebraska2025,1.0,6,5,PI659692,NE6,1515007,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1197_LeafPhotoA_2025-09-08 15_43_16.821-05_00.jpg,1197_LeafPhotoA_2025-09-08 15_43_16.821,1197,Nebraska2025,1.0,6,5,PI659692,NE6,1405888,2,CV2,ok
data/externalsourcerequired/ne2025/device6/1197_LeafPhotoA_2025-09-08 15_43_50.293-05_00.jpg,1197_LeafPhotoA_2025-09-08 15_43_50.293,1197,Nebraska2025,1.0,6,5,PI659692,NE6,1141517,4,CV2,ok
data/externalsourcerequired/ne2025/device2/1198_LeafPhotoA_2025-09-08 09_25_24.531-05_00.jpg,1198_LeafPhotoA_2025-09-08 09_25_24.531,1198,Nebraska2025,1.0,5,5,PI534080,NE2,3548849,4,CV2,ok
data/externalsourcerequired/ne2025/device2/1198_LeafPhotoA_2025-09-08 09_27_02.711-05_00.jpg,1198_LeafPhotoA_2025-09-08 09_27_02.711,1198,Nebraska2025,1.0,5,5,PI534080,NE2,2513077,4,CV2,ok
data/externalsourcerequired/ne2025/device2/1198_LeafPhotoA_2025-09-08 09_27_47.775-05_00.jpg,1198_LeafPhotoA_2025-09-08 09_27_47.775,1198,Nebraska2025,1.0,5,5,PI534080,NE2,2245459,4,CV2,ok
data/externalsourcerequired/ne2025/device7/1198_LeafPhotoA_2025-09-08 15_40_27.792-05_00.jpg,1198_LeafPhotoA_2025-09-08 15_40_27.792,1198,Nebraska2025,1.0,5,5,PI534080,NE7,1927709,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device7/1198_LeafPhotoA_2025-09-08 15_40_47.993-05_00.jpg,1198_LeafPhotoA_2025-09-08 15_40_47.993,1198,Nebraska2025,1.0,5,5,PI534080,NE7,3177550,3,CV2,ok
data/externalsourcerequired/ne2025/device7/1198_LeafPhotoA_2025-09-08 15_41_15.856-05_00.jpg,1198_LeafPhotoA_2025-09-08 15_41_15.856,1198,Nebraska2025,1.0,5,5,PI534080,NE7,4438583,4,CV2,ok
data/externalsourcerequired/ne2025/device2/1198_LeafPhotoA_2025-09-09 08_45_40.843-05_00.jpg,1198_LeafPhotoA_2025-09-09 08_45_40.843,1198,Nebraska2025,1.0,5,5,PI534080,NE2,2257082,1,CV2,ok
data/externalsourcerequired/ne2025/device2/1198_LeafPhotoA_2025-09-09 08_46_13.604-05_00.jpg,1198_LeafPhotoA_2025-09-09 08_46_13.604,1198,Nebraska2025,1.0,5,5,PI534080,NE2,2591634,1,CV2,ok
data/externalsourcerequired/ne2025/device2/1198_LeafPhotoA_2025-09-09 08_47_22.322-05_00.jpg,1198_LeafPhotoA_2025-09-09 08_47_22.322,1198,Nebraska2025,1.0,5,5,PI534080,NE2,2273182,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device6/1199_LeafPhotoA_2025-09-08 17_02_26.759-05_00.jpg,1199_LeafPhotoA_2025-09-08 17_02_26.759,1199,Nebraska2025,1.0,54,5,PI533972,NE6,4824759,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1199_LeafPhotoA_2025-09-08 17_02_43.707-05_00.jpg,1199_LeafPhotoA_2025-09-08 17_02_43.707,1199,Nebraska2025,1.0,54,5,PI533972,NE6,3475533,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1199_LeafPhotoA_2025-09-08 17_03_02.869-05_00.jpg,1199_LeafPhotoA_2025-09-08 17_03_02.869,1199,Nebraska2025,1.0,54,5,PI533972,NE6,4008190,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device6/1200_LeafPhotoA_2025-09-08 17_00_53.346-05_00.jpg,1200_LeafPhotoA_2025-09-08 17_00_53.346,1200,Nebraska2025,1.0,53,5,PI656037,NE6,5102930,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1200_LeafPhotoA_2025-09-08 17_01_20.552-05_00.jpg,1200_LeafPhotoA_2025-09-08 17_01_20.552,1200,Nebraska2025,1.0,53,5,PI656037,NE6,4775410,4,CV2,ok
data/externalsourcerequired/ne2025/device6/1200_LeafPhotoA_2025-09-08 17_01_52.096-05_00.jpg,1200_LeafPhotoA_2025-09-08 17_01_52.096,1200,Nebraska2025,1.0,53,5,PI656037,NE6,3814234,3,CV2,ok
data/externalsourcerequired/ne2025/device1/1201_LeafPhotoA_2025-09-08 10_44_12.793-05_00.jpg,1201_LeafPhotoA_2025-09-08 10_44_12.793,1201,Nebraska2025,1.0,53,6,PI548797,NE1,3553943,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1201_LeafPhotoA_2025-09-08 10_44_32.680-05_00.jpg,1201_LeafPhotoA_2025-09-08 10_44_32.680,1201,Nebraska2025,1.0,53,6,PI548797,NE1,3842303,3,CV2,ok
data/externalsourcerequired/ne2025/device1/1201_LeafPhotoA_2025-09-08 10_45_01.777-05_00.jpg,1201_LeafPhotoA_2025-09-08 10_45_01.777,1201,Nebraska2025,1.0,53,6,PI548797,NE1,4123142,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1202_LeafPhotoA_2025-09-08 10_45_39.926-05_00.jpg,1202_LeafPhotoA_2025-09-08 10_45_39.926,1202,Nebraska2025,1.0,54,6,PI576356,NE1,4409185,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1202_LeafPhotoA_2025-09-08 10_45_58.475-05_00.jpg,1202_LeafPhotoA_2025-09-08 10_45_58.475,1202,Nebraska2025,1.0,54,6,PI576356,NE1,4964320,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1202_LeafPhotoA_2025-09-08 10_46_25.784-05_00.jpg,1202_LeafPhotoA_2025-09-08 10_46_25.784,1202,Nebraska2025,1.0,54,6,PI576356,NE1,4215359,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1203_LeafPhotoA_2025-09-08 09_17_24.189-05_00.jpg,1203_LeafPhotoA_2025-09-08 09_17_24.189,1203,Nebraska2025,1.0,5,6,SC1166,NE1,4530765,3,CV2,ok
data/externalsourcerequired/ne2025/device1/1203_LeafPhotoA_2025-09-08 09_17_50.777-05_00.jpg,1203_LeafPhotoA_2025-09-08 09_17_50.777,1203,Nebraska2025,1.0,5,6,SC1166,NE1,3938269,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1203_LeafPhotoA_2025-09-08 09_19_50.867-05_00.jpg,1203_LeafPhotoA_2025-09-08 09_19_50.867,1203,Nebraska2025,1.0,5,6,SC1166,NE1,4077752,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1204_LeafPhotoA_2025-09-08 09_23_23.652-05_00.jpg,1204_LeafPhotoA_2025-09-08 09_23_23.652,1204,Nebraska2025,1.0,6,6,PI534038,NE1,1916681,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1204_LeafPhotoA_2025-09-08 09_24_34.513-05_00.jpg,1204_LeafPhotoA_2025-09-08 09_24_34.513,1204,Nebraska2025,1.0,6,6,PI534038,NE1,2603342,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1204_LeafPhotoA_2025-09-08 09_25_21.477-05_00.jpg,1204_LeafPhotoA_2025-09-08 09_25_21.477,1204,Nebraska2025,1.0,6,6,PI534038,NE1,4014712,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1205_LeafPhotoA_2025-09-08 09_26_48.852-05_00.jpg,1205_LeafPhotoA_2025-09-08 09_26_48.852,1205,Nebraska2025,1.0,7,6,PI655991,NE1,4097143,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1205_LeafPhotoA_2025-09-08 09_27_17.999-05_00.jpg,1205_LeafPhotoA_2025-09-08 09_27_17.999,1205,Nebraska2025,1.0,7,6,PI655991,NE1,3785235,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1205_LeafPhotoA_2025-09-08 09_28_04.109-05_00.jpg,1205_LeafPhotoA_2025-09-08 09_28_04.109,1205,Nebraska2025,1.0,7,6,PI655991,NE1,2567760,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1206_LeafPhotoA_2025-09-08 09_30_08.342-05_00.jpg,1206_LeafPhotoA_2025-09-08 09_30_08.342,1206,Nebraska2025,1.0,8,6,PI655992,NE1,3919559,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1206_LeafPhotoA_2025-09-08 09_30_31.899-05_00.jpg,1206_LeafPhotoA_2025-09-08 09_30_31.899,1206,Nebraska2025,1.0,8,6,PI655992,NE1,3236905,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1206_LeafPhotoA_2025-09-08 09_31_09.977-05_00.jpg,1206_LeafPhotoA_2025-09-08 09_31_09.977,1206,Nebraska2025,1.0,8,6,PI655992,NE1,3432792,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1207_LeafPhotoA_2025-09-08 09_33_35.033-05_00.jpg,1207_LeafPhotoA_2025-09-08 09_33_35.033,1207,Nebraska2025,1.0,9,6,PI533855,NE1,4482121,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1207_LeafPhotoA_2025-09-08 09_34_30.630-05_00.jpg,1207_LeafPhotoA_2025-09-08 09_34_30.630,1207,Nebraska2025,1.0,9,6,PI533855,NE1,4414446,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1207_LeafPhotoA_2025-09-08 09_35_06.843-05_00.jpg,1207_LeafPhotoA_2025-09-08 09_35_06.843,1207,Nebraska2025,1.0,9,6,PI533855,NE1,2906901,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device1/1209_LeafPhotoA_2025-09-08 09_36_46.496-05_00.jpg,1209_LeafPhotoA_2025-09-08 09_36_46.496,1209,Nebraska2025,1.0,11,6,PI595736,NE1,3320570,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1209_LeafPhotoA_2025-09-08 09_37_14.965-05_00.jpg,1209_LeafPhotoA_2025-09-08 09_37_14.965,1209,Nebraska2025,1.0,11,6,PI595736,NE1,4936270,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1209_LeafPhotoA_2025-09-08 09_37_46.150-05_00.jpg,1209_LeafPhotoA_2025-09-08 09_37_46.150,1209,Nebraska2025,1.0,11,6,PI595736,NE1,4940926,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1210_LeafPhotoA_2025-09-08 09_38_24.164-05_00.jpg,1210_LeafPhotoA_2025-09-08 09_38_24.164,1210,Nebraska2025,1.0,12,6,PI533878,NE1,5084979,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1210_LeafPhotoA_2025-09-08 09_39_04.129-05_00.jpg,1210_LeafPhotoA_2025-09-08 09_39_04.129,1210,Nebraska2025,1.0,12,6,PI533878,NE1,4831169,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1210_LeafPhotoA_2025-09-08 09_39_32.955-05_00.jpg,1210_LeafPhotoA_2025-09-08 09_39_32.955,1210,Nebraska2025,1.0,12,6,PI533878,NE1,4209578,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1211_LeafPhotoA_2025-09-08 09_40_17.651-05_00.jpg,1211_LeafPhotoA_2025-09-08 09_40_17.651,1211,Nebraska2025,1.0,13,6,PI533890,NE1,2148464,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device1/1211_LeafPhotoA_2025-09-08 09_40_41.006-05_00.jpg,1211_LeafPhotoA_2025-09-08 09_40_41.006,1211,Nebraska2025,1.0,13,6,PI533890,NE1,3102962,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device1/1211_LeafPhotoA_2025-09-08 09_41_08.074-05_00.jpg,1211_LeafPhotoA_2025-09-08 09_41_08.074,1211,Nebraska2025,1.0,13,6,PI533890,NE1,2475282,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device1/1212_LeafPhotoA_2025-09-08 09_42_02.733-05_00.jpg,1212_LeafPhotoA_2025-09-08 09_42_02.733,1212,Nebraska2025,1.0,14,6,PI534083,NE1,3012177,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1212_LeafPhotoA_2025-09-08 09_42_24.685-05_00.jpg,1212_LeafPhotoA_2025-09-08 09_42_24.685,1212,Nebraska2025,1.0,14,6,PI534083,NE1,4132833,2,CV2,ok
data/externalsourcerequired/ne2025/device1/1212_LeafPhotoA_2025-09-08 09_42_54.332-05_00.jpg,1212_LeafPhotoA_2025-09-08 09_42_54.332,1212,Nebraska2025,1.0,14,6,PI534083,NE1,2682163,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1213_LeafPhotoA_2025-09-08 09_43_59.948-05_00.jpg,1213_LeafPhotoA_2025-09-08 09_43_59.948,1213,Nebraska2025,1.0,15,6,PI533800,NE1,3385956,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1213_LeafPhotoA_2025-09-08 09_44_31.820-05_00.jpg,1213_LeafPhotoA_2025-09-08 09_44_31.820,1213,Nebraska2025,1.0,15,6,PI533800,NE1,4168652,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1213_LeafPhotoA_2025-09-08 09_45_05.304-05_00.jpg,1213_LeafPhotoA_2025-09-08 09_45_05.304,1213,Nebraska2025,1.0,15,6,PI533800,NE1,4952917,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1214_LeafPhotoA_2025-09-08 09_46_06.613-05_00.jpg,1214_LeafPhotoA_2025-09-08 09_46_06.613,1214,Nebraska2025,1.0,16,6,PI533763,NE1,2870300,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1214_LeafPhotoA_2025-09-08 09_46_46.292-05_00.jpg,1214_LeafPhotoA_2025-09-08 09_46_46.292,1214,Nebraska2025,1.0,16,6,PI533763,NE1,2604261,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1214_LeafPhotoA_2025-09-08 09_47_10.824-05_00.jpg,1214_LeafPhotoA_2025-09-08 09_47_10.824,1214,Nebraska2025,1.0,16,6,PI533763,NE1,2995174,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1215_LeafPhotoA_2025-09-08 09_48_15.511-05_00.jpg,1215_LeafPhotoA_2025-09-08 09_48_15.511,1215,Nebraska2025,1.0,17,6,PI534118,NE1,5320777,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1215_LeafPhotoA_2025-09-08 09_49_06.447-05_00.jpg,1215_LeafPhotoA_2025-09-08 09_49_06.447,1215,Nebraska2025,1.0,17,6,PI534118,NE1,3260783,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device1/1215_LeafPhotoA_2025-09-08 09_50_40.556-05_00.jpg,1215_LeafPhotoA_2025-09-08 09_50_40.556,1215,Nebraska2025,1.0,17,6,PI534118,NE1,5579377,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1216_LeafPhotoA_2025-09-08 09_51_18.258-05_00.jpg,1216_LeafPhotoA_2025-09-08 09_51_18.258,1216,Nebraska2025,1.0,18,6,PI595714,NE1,3151885,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1216_LeafPhotoA_2025-09-08 09_51_38.597-05_00.jpg,1216_LeafPhotoA_2025-09-08 09_51_38.597,1216,Nebraska2025,1.0,18,6,PI595714,NE1,4201935,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1216_LeafPhotoA_2025-09-08 09_52_09.164-05_00.jpg,1216_LeafPhotoA_2025-09-08 09_52_09.164,1216,Nebraska2025,1.0,18,6,PI595714,NE1,2991165,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1217_LeafPhotoA_2025-09-08 09_52_51.663-05_00.jpg,1217_LeafPhotoA_2025-09-08 09_52_51.663,1217,Nebraska2025,1.0,19,6,PI655974,NE1,3902735,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1217_LeafPhotoA_2025-09-08 09_53_36.339-05_00.jpg,1217_LeafPhotoA_2025-09-08 09_53_36.339,1217,Nebraska2025,1.0,19,6,PI655974,NE1,4292154,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1217_LeafPhotoA_2025-09-08 09_54_02.015-05_00.jpg,1217_LeafPhotoA_2025-09-08 09_54_02.015,1217,Nebraska2025,1.0,19,6,PI655974,NE1,2760749,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1218_LeafPhotoA_2025-09-08 09_55_19.524-05_00.jpg,1218_LeafPhotoA_2025-09-08 09_55_19.524,1218,Nebraska2025,1.0,20,6,PI533931,NE1,3464610,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1218_LeafPhotoA_2025-09-08 09_55_48.140-05_00.jpg,1218_LeafPhotoA_2025-09-08 09_55_48.140,1218,Nebraska2025,1.0,20,6,PI533931,NE1,4245974,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1218_LeafPhotoA_2025-09-08 09_56_20.034-05_00.jpg,1218_LeafPhotoA_2025-09-08 09_56_20.034,1218,Nebraska2025,1.0,20,6,PI533931,NE1,3169319,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1219_LeafPhotoA_2025-09-08 09_57_12.021-05_00.jpg,1219_LeafPhotoA_2025-09-08 09_57_12.021,1219,Nebraska2025,1.0,21,6,PI533822,NE1,3129205,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device1/1219_LeafPhotoA_2025-09-08 09_57_23.701-05_00.jpg,1219_LeafPhotoA_2025-09-08 09_57_23.701,1219,Nebraska2025,1.0,21,6,PI533822,NE1,2516557,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1219_LeafPhotoA_2025-09-08 09_57_43.225-05_00.jpg,1219_LeafPhotoA_2025-09-08 09_57_43.225,1219,Nebraska2025,1.0,21,6,PI533822,NE1,2756327,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1220_LeafPhotoA_2025-09-08 09_58_33.442-05_00.jpg,1220_LeafPhotoA_2025-09-08 09_58_33.442,1220,Nebraska2025,1.0,22,6,PI534060,NE1,3473073,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1220_LeafPhotoA_2025-09-08 09_59_06.171-05_00.jpg,1220_LeafPhotoA_2025-09-08 09_59_06.171,1220,Nebraska2025,1.0,22,6,PI534060,NE1,2973463,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device1/1220_LeafPhotoA_2025-09-08 09_59_32.289-05_00.jpg,1220_LeafPhotoA_2025-09-08 09_59_32.289,1220,Nebraska2025,1.0,22,6,PI534060,NE1,3125780,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1221_LeafPhotoA_2025-09-08 10_00_11.226-05_00.jpg,1221_LeafPhotoA_2025-09-08 10_00_11.226,1221,Nebraska2025,1.0,23,6,PI533839,NE1,3316898,3,CV2,ok
data/externalsourcerequired/ne2025/device1/1221_LeafPhotoA_2025-09-08 10_00_47.447-05_00.jpg,1221_LeafPhotoA_2025-09-08 10_00_47.447,1221,Nebraska2025,1.0,23,6,PI533839,NE1,2730667,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1221_LeafPhotoA_2025-09-08 10_01_01.790-05_00.jpg,1221_LeafPhotoA_2025-09-08 10_01_01.790,1221,Nebraska2025,1.0,23,6,PI533839,NE1,3393979,2,CV2,ok
data/externalsourcerequired/ne2025/device1/1222_LeafPhotoA_2025-09-08 10_01_43.423-05_00.jpg,1222_LeafPhotoA_2025-09-08 10_01_43.423,1222,Nebraska2025,1.0,24,6,PI533789,NE1,4364824,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1222_LeafPhotoA_2025-09-08 10_02_04.448-05_00.jpg,1222_LeafPhotoA_2025-09-08 10_02_04.448,1222,Nebraska2025,1.0,24,6,PI533789,NE1,3847711,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1222_LeafPhotoA_2025-09-08 10_02_22.746-05_00.jpg,1222_LeafPhotoA_2025-09-08 10_02_22.746,1222,Nebraska2025,1.0,24,6,PI533789,NE1,3722545,1,CV2,ok
data/externalsourcerequired/ne2025/device1/1223_LeafPhotoA_2025-09-08 10_02_54.221-05_00.jpg,1223_LeafPhotoA_2025-09-08 10_02_54.221,1223,Nebraska2025,1.0,25,6,PI655983,NE1,3809074,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1223_LeafPhotoA_2025-09-08 10_03_13.455-05_00.jpg,1223_LeafPhotoA_2025-09-08 10_03_13.455,1223,Nebraska2025,1.0,25,6,PI655983,NE1,3452741,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1223_LeafPhotoA_2025-09-08 10_03_37.290-05_00.jpg,1223_LeafPhotoA_2025-09-08 10_03_37.290,1223,Nebraska2025,1.0,25,6,PI655983,NE1,4187976,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1224_LeafPhotoA_2025-09-08 10_04_30.822-05_00.jpg,1224_LeafPhotoA_2025-09-08 10_04_30.822,1224,Nebraska2025,1.0,26,6,,NE1,2768681,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1224_LeafPhotoA_2025-09-08 10_04_48.677-05_00.jpg,1224_LeafPhotoA_2025-09-08 10_04_48.677,1224,Nebraska2025,1.0,26,6,,NE1,3027357,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device1/1224_LeafPhotoA_2025-09-08 10_05_08.517-05_00.jpg,1224_LeafPhotoA_2025-09-08 10_05_08.517,1224,Nebraska2025,1.0,26,6,,NE1,3887722,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1225_LeafPhotoA_2025-09-08 10_05_53.630-05_00.jpg,1225_LeafPhotoA_2025-09-08 10_05_53.630,1225,Nebraska2025,1.0,27,6,SC0965,NE1,4643415,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1225_LeafPhotoA_2025-09-08 10_06_05.269-05_00.jpg,1225_LeafPhotoA_2025-09-08 10_06_05.269,1225,Nebraska2025,1.0,27,6,SC0965,NE1,3228664,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1226_LeafPhotoA_2025-09-08 10_07_41.534-05_00.jpg,1226_LeafPhotoA_2025-09-08 10_07_41.534,1226,Nebraska2025,1.0,28,6,,NE1,3430597,3,CV2,ok
data/externalsourcerequired/ne2025/device1/1226_LeafPhotoA_2025-09-08 10_07_58.660-05_00.jpg,1226_LeafPhotoA_2025-09-08 10_07_58.660,1226,Nebraska2025,1.0,28,6,,NE1,3971781,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1226_LeafPhotoA_2025-09-08 10_08_53.325-05_00.jpg,1226_LeafPhotoA_2025-09-08 10_08_53.325,1226,Nebraska2025,1.0,28,6,,NE1,5203926,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1227_LeafPhotoA_2025-09-08 10_09_23.405-05_00.jpg,1227_LeafPhotoA_2025-09-08 10_09_23.405,1227,Nebraska2025,1.0,29,6,PI595710,NE1,4018430,2,CV2,ok
data/externalsourcerequired/ne2025/device1/1227_LeafPhotoA_2025-09-08 10_09_53.429-05_00.jpg,1227_LeafPhotoA_2025-09-08 10_09_53.429,1227,Nebraska2025,1.0,29,6,PI595710,NE1,5680330,3,CV2,ok
data/externalsourcerequired/ne2025/device1/1227_LeafPhotoA_2025-09-08 10_10_08.331-05_00.jpg,1227_LeafPhotoA_2025-09-08 10_10_08.331,1227,Nebraska2025,1.0,29,6,PI595710,NE1,3348147,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device1/1228_LeafPhotoA_2025-09-08 10_10_42.828-05_00.jpg,1228_LeafPhotoA_2025-09-08 10_10_42.828,1228,Nebraska2025,1.0,30,6,PI576351,NE1,4428792,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1228_LeafPhotoA_2025-09-08 10_11_20.554-05_00.jpg,1228_LeafPhotoA_2025-09-08 10_11_20.554,1228,Nebraska2025,1.0,30,6,PI576351,NE1,4809677,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1228_LeafPhotoA_2025-09-08 10_11_36.583-05_00.jpg,1228_LeafPhotoA_2025-09-08 10_11_36.583,1228,Nebraska2025,1.0,30,6,PI576351,NE1,5020766,4,CV2,ok
data/externalsourcerequired/ne2025/device1/1229_LeafPhotoA_2025-09-08 10_12_28.613-05_00.jpg,1229_LeafPhotoA_2025-09-08 10_12_28.613,1229,Nebraska2025,1.0,31,6,PI656077,NE1,2553120,0,CV2,failed_cropping
