plotNumber,environment,genotype,genotype_clean,rep,row,column,days_to_flower
1915,Nebraska2025,SC0448,SC0448,1,17,20,72.0
1916,Nebraska2025,PI533989,PI533989,1,18,20,63.0
1917,Nebraska2025,PI533898,PI533898,1,19,20,47.0
1918,Nebraska2025,PI595730,PI595730,1,20,20,63.0
1919,Nebraska2025,PI595737,PI595737,1,21,20,57.0
1920,Nebraska2025,PI534047,PI534047,1,22,20,49.0
1921,Nebraska2025,PI533884,PI533884,1,23,20,58.0
1922,Nebraska2025,PI564163,PI564163,1,24,20,62.0
1923,Nebraska2025,PI533919,PI533919,1,25,20,67.0
1924,Nebraska2025,PI656032,PI656032,1,26,20,80.0
1925,Nebraska2025,PI534105,PI534105,1,27,20,58.0
1926,Nebraska2025,PI533761,PI533761,1,28,20,69.0
1927,Nebraska2025,PI576340,PI576340,1,29,20,62.0
1928,Nebraska2025,SC1021,SC1021,1,30,20,69.0
1929,Nebraska2025,PI534058,PI534058,1,31,20,50.0
1930,Nebraska2025,PI595699,PI595699,1,32,20,70.0
1931,Nebraska2025,PI533973,PI533973,1,33,20,69.0
1932,Nebraska2025,SC0864,SC0864,1,34,20,52.0
1933,Nebraska2025,PI534051,PI534051,1,35,20,63.0
1934,Nebraska2025,PI595706,PI595706,1,36,20,57.0
1935,Nebraska2025,PI533955,PI533955,1,37,20,55.0
1936,Nebraska2025,PI576348,PI576348,1,38,20,56.0
1937,Nebraska2025,PI597970,PI597970,1,39,20,56.0
1938,Nebraska2025,SC0400,SC0400,1,40,20,49.0
1939,Nebraska2025,PI534025,PI534025,1,41,20,69.0
1940,Nebraska2025,PI576357,PI576357,1,42,20,60.0
1941,Nebraska2025,PI533797,PI533797,1,43,20,69.0
1942,Nebraska2025,PI533783,PI533783,1,44,20,49.0
1943,Nebraska2025,PI655984,PI655984,1,45,20,59.0
1944,Nebraska2025,PI576334,PI576334,1,46,20,52.0
1945,Nebraska2025,PI597963,PI597963,1,47,20,69.0
1946,Nebraska2025,PI585295,PI585295,1,48,20,64.0
1947,Nebraska2025,PI533990,PI533990,1,49,20,52.0
1948,Nebraska2025,PI533952,PI533952,1,50,20,63.0
1949,Nebraska2025,PI534045,PI534045,1,51,20,53.0
1950,Nebraska2025,PI533752,PI533752,1,52,20,61.0
1951,Nebraska2025,PI533821,PI533821,1,52,21,61.0
1952,Nebraska2025,PI564163,PI564163,1,51,21,58.0
1953,Nebraska2025,PI576377,PI576377,1,50,21,55.0
1954,Nebraska2025,PI576343,PI576343,1,49,21,55.0
1956,Nebraska2025,PI534043,PI534043,1,47,21,63.0
1957,Nebraska2025,PI564163,PI564163,1,46,21,61.0
1958,Nebraska2025,PI595738,PI595738,1,45,21,61.0
1959,Nebraska2025,PI533754,PI533754,1,44,21,54.0
1960,Nebraska2025,PI534000,PI534000,1,43,21,55.0
1961,Nebraska2025,PI597960,PI597960,1,42,21,58.0
1962,Nebraska2025,PI533820,PI533820,1,41,21,71.0
1963,Nebraska2025,SC0266,SC0266,1,40,21,48.0
1964,Nebraska2025,PI564163,PI564163,1,39,21,59.0
1965,Nebraska2025,PI595716,PI595716,1,38,21,51.0
1966,Nebraska2025,PI656039,PI656039,1,37,21,65.0
1967,Nebraska2025,PI542406,PI542406,1,36,21,76.0
1968,Nebraska2025,PI533784,PI533784,1,35,21,51.0
1969,Nebraska2025,PI564163,PI564163,1,34,21,59.0
1970,Nebraska2025,PI534023,PI534023,1,33,21,70.0
1971,Nebraska2025,PI564163,PI564163,1,32,21,61.0
1972,Nebraska2025,PI576386,PI576386,1,31,21,62.0
1973,Nebraska2025,PI656099,PI656099,1,30,21,52.0
1974,Nebraska2025,PI576346,PI576346,1,29,21,49.0
1975,Nebraska2025,PI561472,PI561472,1,28,21,65.0
1976,Nebraska2025,PI534078,PI534078,1,27,21,50.0
1977,Nebraska2025,PI597951,PI597951,1,26,21,55.0
1978,Nebraska2025,PI656026,PI656026,1,25,21,64.0
1979,Nebraska2025,PI656062,PI656062,1,24,21,71.0
1980,Nebraska2025,PI655976,PI655976,1,23,21,55.0
1981,Nebraska2025,PI629034,PI629034,1,22,21,61.0
1982,Nebraska2025,PI564163,PI564163,1,21,21,59.0
1983,Nebraska2025,SC1107,SC1107,1,20,21,55.0
1984,Nebraska2025,PI655979,PI655979,1,19,21,54.0
1985,Nebraska2025,PI534007,PI534007,1,18,21,53.0
1986,Nebraska2025,SC1023,SC1023,1,17,21,58.0
1987,Nebraska2025,PI595701,PI595701,1,16,21,58.0
1988,Nebraska2025,PI564163,PI564163,1,15,21,62.0
1989,Nebraska2025,PI534019,PI534019,1,14,21,69.0
1990,Nebraska2025,PI576429,PI576429,1,13,21,53.0
1991,Nebraska2025,PI564163,PI564163,1,12,21,62.0
1992,Nebraska2025,PI656016,PI656016,1,11,21,55.0
1993,Nebraska2025,PI533771,PI533771,1,10,21,56.0
1994,Nebraska2025,PI534156,PI534156,1,9,21,70.0
1995,Nebraska2025,PI533946,PI533946,1,8,21,69.0
1996,Nebraska2025,PI533799,PI533799,1,7,21,68.0
1997,Nebraska2025,PI597957,PI597957,1,6,21,58.0
1998,Nebraska2025,SC1114,SC1114,1,5,21,55.0
1999,Nebraska2025,PI576391,PI576391,1,54,21,63.0
2001,Nebraska2025,PI576411,PI576411,2,55,2,66.0
2002,Nebraska2025,PI655987,PI655987,2,56,2,58.0
2003,Nebraska2025,PI533938,PI533938,2,57,2,62.0
2004,Nebraska2025,PI564163,PI564163,2,58,2,61.0
2005,Nebraska2025,PI533825,PI533825,2,59,2,61.0
2006,Nebraska2025,SC1107,SC1107,2,60,2,56.0
2007,Nebraska2025,PI533895,PI533895,2,61,2,51.0
2008,Nebraska2025,PI576340,PI576340,2,62,2,65.0
2009,Nebraska2025,PI533757,PI533757,2,63,2,68.0
2010,Nebraska2025,PI533810,PI533810,2,64,2,68.0
2011,Nebraska2025,PI656083,PI656083,2,65,2,64.0
2012,Nebraska2025,PI533861,PI533861,2,66,2,66.0
2013,Nebraska2025,SC0470,SC0470,2,67,2,69.0
2014,Nebraska2025,PI576392,PI576392,2,68,2,63.0
2015,Nebraska2025,PI564163,PI564163,2,69,2,62.0
2016,Nebraska2025,PI595711,PI595711,2,70,2,68.0
2017,Nebraska2025,PI533889,PI533889,2,71,2,56.0
2018,Nebraska2025,PI534062,PI534062,2,72,2,68.0
2019,Nebraska2025,PI641874,PI641874,2,73,2,66.0
2020,Nebraska2025,PI576424,PI576424,2,74,2,71.0
2021,Nebraska2025,PI656095,PI656095,2,75,2,56.0
2022,Nebraska2025,SC0159,SC0159,2,76,2,65.0
2023,Nebraska2025,SC0640,SC0640,2,77,2,58.0
2024,Nebraska2025,SC0652,SC0652,2,78,2,56.0
2025,Nebraska2025,PI655976,PI655976,2,79,2,63.0
2026,Nebraska2025,PI534105,PI534105,2,80,2,62.0
2027,Nebraska2025,PI534097,PI534097,2,81,2,63.0
2028,Nebraska2025,SC1446,SC1446,2,82,2,52.0
2029,Nebraska2025,PI533777,PI533777,2,83,2,53.0
2031,Nebraska2025,PI533877,PI533877,2,85,2,58.0
2032,Nebraska2025,PI564163,PI564163,2,86,2,61.0
2033,Nebraska2025,SC1170,SC1170,2,87,2,56.0
2034,Nebraska2025,PI534124,PI534124,2,88,2,69.0
2035,Nebraska2025,PI597961,PI597961,2,89,2,66.0
2036,Nebraska2025,PI655980,PI655980,2,90,2,67.0
2037,Nebraska2025,PI533920,PI533920,2,91,2,68.0
2038,Nebraska2025,PI533848,PI533848,2,92,2,58.0
2039,Nebraska2025,PI534107,PI534107,2,93,2,69.0
2040,Nebraska2025,PI533958,PI533958,2,94,2,73.0
2041,Nebraska2025,PI533751,PI533751,2,95,2,66.0
2042,Nebraska2025,PI534110,PI534110,2,96,2,62.0
2043,Nebraska2025,SC0860,SC0860,2,97,2,57.0
2044,Nebraska2025,SC0456,SC0456,2,98,2,63.0
2045,Nebraska2025,PI576428,PI576428,2,99,2,67.0
2046,Nebraska2025,PI576383,PI576383,2,100,2,51.0
2047,Nebraska2025,PI576417,PI576417,2,101,2,63.0
2048,Nebraska2025,PI576364,PI576364,2,102,2,63.0
2049,Nebraska2025,PI656060,PI656060,2,103,2,69.0
2050,Nebraska2025,PI564163,PI564163,2,104,2,60.0
2051,Nebraska2025,PI533763,PI533763,2,104,3,49.0
2052,Nebraska2025,PI534164,PI534164,2,103,3,58.0
2053,Nebraska2025,PI576419,PI576419,2,102,3,56.0
2054,Nebraska2025,PI534046,PI534046,2,101,3,55.0
2055,Nebraska2025,PI534038,PI534038,2,100,3,66.0
2056,Nebraska2025,PI533903,PI533903,2,99,3,59.0
2057,Nebraska2025,PI533814,PI533814,2,98,3,69.0
2058,Nebraska2025,PI533904,PI533904,2,97,3,67.0
2059,Nebraska2025,PI595732,PI595732,2,96,3,69.0
2060,Nebraska2025,PI534167,PI534167,2,95,3,66.0
2061,Nebraska2025,PI534037,PI534037,2,94,3,63.0
2062,Nebraska2025,PI564163,PI564163,2,93,3,63.0
2063,Nebraska2025,PI534150,PI534150,2,92,3,67.0
2064,Nebraska2025,PI533841,PI533841,2,91,3,69.0
2065,Nebraska2025,PI534055,PI534055,2,90,3,58.0
2066,Nebraska2025,PI595737,PI595737,2,89,3,61.0
2067,Nebraska2025,PI595704,PI595704,2,88,3,62.0
2068,Nebraska2025,PI659695,PI659695,2,87,3,58.0
2069,Nebraska2025,SC0893,SC0893,2,86,3,63.0
2070,Nebraska2025,PI656051,PI656051,2,85,3,67.0
2071,Nebraska2025,PI533876,PI533876,2,84,3,44.0
2072,Nebraska2025,PI533884,PI533884,2,83,3,57.0
2073,Nebraska2025,PI576391,PI576391,2,82,3,65.0
2074,Nebraska2025,PI533817,PI533817,2,81,3,58.0
2075,Nebraska2025,PI655984,PI655984,2,80,3,58.0
2076,Nebraska2025,PI564163,PI564163,2,79,3,61.0
2077,Nebraska2025,PI534153,PI534153,2,78,3,55.0
2078,Nebraska2025,PI533900,PI533900,2,77,3,54.0
2079,Nebraska2025,PI533915,PI533915,2,76,3,59.0
2080,Nebraska2025,PI597953,PI597953,2,75,3,48.0
2081,Nebraska2025,PI533783,PI533783,2,74,3,55.0
2082,Nebraska2025,PI534158,PI534158,2,73,3,64.0
2083,Nebraska2025,SC0157,SC0157,2,72,3,66.0
2084,Nebraska2025,PI534022,PI534022,2,71,3,64.0
2085,Nebraska2025,PI534048,PI534048,2,70,3,64.0
2086,Nebraska2025,SC0297,SC0297,2,69,3,49.0
2087,Nebraska2025,PI534143,PI534143,2,68,3,63.0
2088,Nebraska2025,PI534071,PI534071,2,67,3,56.0
2089,Nebraska2025,PI533789,PI533789,2,66,3,69.0
2090,Nebraska2025,PI534009,PI534009,2,65,3,69.0
2091,Nebraska2025,PI534003,PI534003,2,64,3,68.0
2092,Nebraska2025,SC0753,SC0753,2,63,3,55.0
2093,Nebraska2025,PI533888,PI533888,2,62,3,58.0
2094,Nebraska2025,PI656099,PI656099,2,61,3,49.0
2095,Nebraska2025,PI597945,PI597945,2,60,3,52.0
2096,Nebraska2025,PI533767,PI533767,2,59,3,53.0
2097,Nebraska2025,PI533893,PI533893,2,58,3,64.0
2098,Nebraska2025,PI656075,PI656075,2,57,3,68.0
2099,Nebraska2025,PI656039,PI656039,2,56,3,64.0
2100,Nebraska2025,PI534033,PI534033,2,55,3,64.0
2101,Nebraska2025,SC0814,SC0814,2,55,4,61.0
2102,Nebraska2025,PI533899,PI533899,2,56,4,50.0
2104,Nebraska2025,PI613610,PI613610,2,58,4,58.0
2106,Nebraska2025,PI601554,PI601554,2,60,4,73.0
2107,Nebraska2025,PI533910,PI533910,2,61,4,52.0
2108,Nebraska2025,PI564163,PI564163,2,62,4,58.0
2109,Nebraska2025,PI534108,PI534108,2,63,4,61.0
2110,Nebraska2025,PI548797,PI548797,2,64,4,64.0
2111,Nebraska2025,PI542406,PI542406,2,65,4,73.0
2112,Nebraska2025,PI533831,PI533831,2,66,4,59.0
2113,Nebraska2025,PI576395,PI576395,2,67,4,52.0
2114,Nebraska2025,PI533804,PI533804,2,68,4,44.0
2115,Nebraska2025,PI656035,PI656035,2,69,4,57.0
2116,Nebraska2025,PI564163,PI564163,2,70,4,61.0
2117,Nebraska2025,PI533846,PI533846,2,71,4,62.0
2118,Nebraska2025,SC0858,SC0858,2,72,4,55.0
2119,Nebraska2025,PI534004,PI534004,2,73,4,62.0
2120,Nebraska2025,PI533944,PI533944,2,74,4,67.0
2121,Nebraska2025,PI533832,PI533832,2,75,4,61.0
2122,Nebraska2025,PI534064,PI534064,2,76,4,48.0
2123,Nebraska2025,PI597963,PI597963,2,77,4,68.0
2124,Nebraska2025,PI533833,PI533833,2,78,4,62.0
2125,Nebraska2025,PI656003,PI656003,2,79,4,68.0
2126,Nebraska2025,PI24969,PI24969,2,80,4,69.0
2127,Nebraska2025,PI534144,PI534144,2,81,4,66.0
2128,Nebraska2025,PI595709,PI595709,2,82,4,56.0
2129,Nebraska2025,PI564163,PI564163,2,83,4,60.0
2130,Nebraska2025,PI656015,PI656015,2,84,4,62.0
2131,Nebraska2025,PI533979,PI533979,2,85,4,59.0
2132,Nebraska2025,PI534018,PI534018,2,86,4,58.0
2133,Nebraska2025,PI576333,PI576333,2,87,4,62.0
2134,Nebraska2025,PI534041,PI534041,2,88,4,66.0
2135,Nebraska2025,PI655992,PI655992,2,89,4,62.0
2136,Nebraska2025,PI533891,PI533891,2,90,4,56.0
2137,Nebraska2025,PI656022,PI656022,2,91,4,63.0
2138,Nebraska2025,PI534163,PI534163,2,92,4,66.0
2139,Nebraska2025,PI656087,PI656087,2,93,4,69.0
2140,Nebraska2025,PI534088,PI534088,2,94,4,66.0
2141,Nebraska2025,PI576332,PI576332,2,95,4,59.0
2142,Nebraska2025,PI564163,PI564163,2,96,4,67.0
2143,Nebraska2025,PI576376,PI576376,2,97,4,63.0
2144,Nebraska2025,PI533902,PI533902,2,98,4,68.0
2145,Nebraska2025,PI656014,PI656014,2,99,4,60.0
2146,Nebraska2025,SC0201,SC0201,2,100,4,69.0
2147,Nebraska2025,PI533941,PI533941,2,101,4,58.0
2148,Nebraska2025,PI576348,PI576348,2,102,4,62.0
2149,Nebraska2025,PI533835,PI533835,2,103,4,63.0
2150,Nebraska2025,PI533801,PI533801,2,104,4,63.0
2151,Nebraska2025,PI533935,PI533935,2,104,5,57.0
2152,Nebraska2025,PI564163,PI564163,2,103,5,61.0
2153,Nebraska2025,PI534013,PI534013,2,102,5,69.0
2154,Nebraska2025,PI534086,PI534086,2,101,5,67.0
2156,Nebraska2025,PI533778,PI533778,2,99,5,57.0
2157,Nebraska2025,PI659692,PI659692,2,98,5,67.0
2158,Nebraska2025,PI534103,PI534103,2,97,5,56.0
2159,Nebraska2025,PI533770,PI533770,2,96,5,54.0
2160,Nebraska2025,PI597976,PI597976,2,95,5,62.0
2161,Nebraska2025,SC0371,SC0371,2,94,5,63.0
2162,Nebraska2025,PI552861,PI552861,2,93,5,67.0
2163,Nebraska2025,PI576431,PI576431,2,92,5,59.0
2164,Nebraska2025,PI576130,PI576130,2,91,5,82.0
2165,Nebraska2025,PI564163,PI564163,2,90,5,60.0
2166,Nebraska2025,PI597966,PI597966,2,89,5,56.0
2167,Nebraska2025,PI564163,PI564163,2,88,5,56.0
2168,Nebraska2025,PI595741,PI595741,2,87,5,55.0
2169,Nebraska2025,PI534111,PI534111,2,86,5,56.0
2170,Nebraska2025,PI656094,PI656094,2,85,5,63.0
2171,Nebraska2025,PI153846,PI153846,2,84,5,66.0
2172,Nebraska2025,PI534146,PI534146,2,83,5,69.0
2173,Nebraska2025,PI534053,PI534053,2,82,5,64.0
2174,Nebraska2025,PI595745,PI595745,2,81,5,56.0
2175,Nebraska2025,PI534060,PI534060,2,80,5,48.0
2176,Nebraska2025,PI595743,PI595743,2,79,5,69.0
2177,Nebraska2025,PI659691,PI659691,2,78,5,70.0
2178,Nebraska2025,PI656118,PI656118,2,77,5,67.0
2179,Nebraska2025,PI533919,PI533919,2,76,5,65.0
2180,Nebraska2025,PI576371,PI576371,2,75,5,61.0
2181,Nebraska2025,PI533840,PI533840,2,74,5,50.0
2182,Nebraska2025,SC0505,SC0505,2,73,5,67.0
2183,Nebraska2025,PI656038,PI656038,2,72,5,73.0
2184,Nebraska2025,PI595726,PI595726,2,71,5,58.0
2185,Nebraska2025,PI533760,PI533760,2,70,5,59.0
2186,Nebraska2025,PI533794,PI533794,2,69,5,62.0
2187,Nebraska2025,PI564163,PI564163,2,68,5,63.0
2188,Nebraska2025,SC0777,SC0777,2,67,5,64.0
2190,Nebraska2025,PI534127,PI534127,2,65,5,68.0
2191,Nebraska2025,PI533974,PI533974,2,64,5,66.0
2192,Nebraska2025,PI656084,PI656084,2,63,5,62.0
2193,Nebraska2025,PI597962,PI597962,2,62,5,69.0
2194,Nebraska2025,PI533953,PI533953,2,61,5,52.0
2195,Nebraska2025,PI595712,PI595712,2,60,5,51.0
2196,Nebraska2025,PI534077,PI534077,2,59,5,56.0
2197,Nebraska2025,PI595713,PI595713,2,58,5,68.0
2198,Nebraska2025,PI534074,PI534074,2,57,5,58.0
2199,Nebraska2025,PI542718,PI542718,2,56,5,52.0
2200,Nebraska2025,PI534135,PI534135,2,55,5,71.0
2201,Nebraska2025,PI595733,PI595733,2,55,6,58.0
2202,Nebraska2025,PI576380,PI576380,2,56,6,59.0
2203,Nebraska2025,SC0604,SC0604,2,57,6,50.0
2204,Nebraska2025,PI656031,PI656031,2,58,6,61.0
2205,Nebraska2025,PI576385,PI576385,2,59,6,55.0
2206,Nebraska2025,PI656048,PI656048,2,60,6,63.0
2207,Nebraska2025,PI533766,PI533766,2,61,6,49.0
2208,Nebraska2025,PI656109,PI656109,2,62,6,44.0
2209,Nebraska2025,PI642992,PI642992,2,63,6,45.0
2210,Nebraska2025,SC0837,SC0837,2,64,6,66.0
2211,Nebraska2025,PI595736,PI595736,2,65,6,54.0
2212,Nebraska2025,SC0235,SC0235,2,66,6,67.0
2213,Nebraska2025,PI534019,PI534019,2,67,6,66.0
2214,Nebraska2025,SC0615,SC0615,2,68,6,50.0
2215,Nebraska2025,PI534069,PI534069,2,69,6,56.0
2216,Nebraska2025,PI564163,PI564163,2,70,6,58.0
2217,Nebraska2025,PI533843,PI533843,2,71,6,58.0
2218,Nebraska2025,SC0581,SC0581,2,72,6,71.0
2219,Nebraska2025,PI561072,PI561072,2,73,6,54.0
2220,Nebraska2025,PI597951,PI597951,2,74,6,51.0
2221,Nebraska2025,PI651492,PI651492,2,75,6,66.0
2222,Nebraska2025,PI534123,PI534123,2,76,6,69.0
2223,Nebraska2025,PI576360,PI576360,2,77,6,67.0
2224,Nebraska2025,SC0190,SC0190,2,78,6,58.0
2225,Nebraska2025,PI564163,PI564163,2,79,6,58.0
2226,Nebraska2025,PI533954,PI533954,2,80,6,55.0
2227,Nebraska2025,SC0178,SC0178,2,81,6,66.0
2228,Nebraska2025,PI655978,PI655978,2,82,6,59.0
2229,Nebraska2025,PI534016,PI534016,2,83,6,69.0
2230,Nebraska2025,PI564163,PI564163,2,84,6,62.0
2231,Nebraska2025,PI533775,PI533775,2,85,6,52.0
2232,Nebraska2025,PI597973,PI597973,2,86,6,65.0
2233,Nebraska2025,PI533939,PI533939,2,87,6,50.0
2234,Nebraska2025,SC0616,SC0616,2,88,6,57.0
2235,Nebraska2025,PI576433,PI576433,2,89,6,63.0
2236,Nebraska2025,SC1178,SC1178,2,90,6,49.0
2237,Nebraska2025,PI534008,PI534008,2,91,6,66.0
2238,Nebraska2025,PI533951,PI533951,2,92,6,53.0
2239,Nebraska2025,PI533934,PI533934,2,93,6,69.0
2240,Nebraska2025,PI576398,PI576398,2,94,6,67.0
2241,Nebraska2025,SC0179,SC0179,2,95,6,63.0
2242,Nebraska2025,PI656081,PI656081,2,96,6,49.0
2243,Nebraska2025,PI534129,PI534129,2,97,6,73.0
2244,Nebraska2025,PI533994,PI533994,2,98,6,66.0
2245,Nebraska2025,PI533897,PI533897,2,99,6,53.0
2246,Nebraska2025,PI533916,PI533916,2,100,6,64.0
2247,Nebraska2025,PI534140,PI534140,2,101,6,64.0
2248,Nebraska2025,SC0868,SC0868,2,102,6,55.0
2249,Nebraska2025,PI534114,PI534114,2,103,6,65.0
2250,Nebraska2025,PI534109,PI534109,2,104,6,62.0
2251,Nebraska2025,PI533793,PI533793,2,104,7,69.0
2252,Nebraska2025,PI585295,PI585295,2,103,7,66.0
2254,Nebraska2025,PI533890,PI533890,2,101,7,44.0
2256,Nebraska2025,PI533772,PI533772,2,99,7,54.0
2257,Nebraska2025,PI595740,PI595740,2,98,7,69.0
2258,Nebraska2025,PI533901,PI533901,2,97,7,59.0
2259,Nebraska2025,PI564163,PI564163,2,96,7,64.0
2260,Nebraska2025,PI534134,PI534134,2,95,7,67.0
2261,Nebraska2025,PI534161,PI534161,2,94,7,71.0
2262,Nebraska2025,PI533798,PI533798,2,93,7,54.0
2263,Nebraska2025,PI534014,PI534014,2,92,7,66.0
2264,Nebraska2025,PI533882,PI533882,2,91,7,67.0
2265,Nebraska2025,PI576378,PI576378,2,90,7,58.0
2267,Nebraska2025,SC0636,SC0636,2,88,7,64.0
2268,Nebraska2025,PI576342,PI576342,2,87,7,50.0
2269,Nebraska2025,PI533860,PI533860,2,86,7,56.0
2270,Nebraska2025,PI655989,PI655989,2,85,7,59.0
2271,Nebraska2025,PI533926,PI533926,2,84,7,49.0
2272,Nebraska2025,PI533898,PI533898,2,83,7,49.0
2273,Nebraska2025,PI613536,PI613536,2,82,7,58.0
2274,Nebraska2025,PI656108,PI656108,2,81,7,51.0
2275,Nebraska2025,PI656104,PI656104,2,80,7,59.0
2276,Nebraska2025,PI656050,PI656050,2,79,7,57.0
2277,Nebraska2025,PI597947,PI597947,2,78,7,51.0
2278,Nebraska2025,SC0834,SC0834,2,77,7,63.0
2279,Nebraska2025,PI533784,PI533784,2,76,7,53.0
2280,Nebraska2025,PI533883,PI533883,2,75,7,59.0
2281,Nebraska2025,SC0923,SC0923,2,74,7,67.0
2282,Nebraska2025,PI597943,PI597943,2,73,7,63.0
2283,Nebraska2025,PI597954,PI597954,2,72,7,58.0
2284,Nebraska2025,PI576353,PI576353,2,71,7,67.0
2285,Nebraska2025,PI595747,PI595747,2,70,7,55.0
2286,Nebraska2025,PI629040,PI629040,2,69,7,64.0
2287,Nebraska2025,PI533922,PI533922,2,68,7,68.0
2288,Nebraska2025,PI534099,PI534099,2,67,7,64.0
2289,Nebraska2025,PI576410,PI576410,2,66,7,62.0
2291,Nebraska2025,PI533824,PI533824,2,64,7,69.0
2292,Nebraska2025,PI533947,PI533947,2,63,7,69.0
2293,Nebraska2025,PI564163,PI564163,2,62,7,58.0
2294,Nebraska2025,PI533845,PI533845,2,61,7,63.0
2295,Nebraska2025,PI35038,PI35038,2,60,7,68.0
2296,Nebraska2025,PI576373,PI576373,2,59,7,62.0
2297,Nebraska2025,PI576370,PI576370,2,58,7,63.0
2298,Nebraska2025,SC0517,SC0517,2,57,7,51.0
2299,Nebraska2025,PI564163,PI564163,2,56,7,58.0
2300,Nebraska2025,PI533973,PI533973,2,55,7,60.0
2301,Nebraska2025,PI656103,PI656103,2,55,8,58.0
2302,Nebraska2025,PI595742,PI595742,2,56,8,69.0
2303,Nebraska2025,PI659694,PI659694,2,57,8,64.0
2304,Nebraska2025,PI534160,PI534160,2,58,8,55.0
2305,Nebraska2025,PI533981,PI533981,2,59,8,58.0
2306,Nebraska2025,SC0747,SC0747,2,60,8,53.0
2307,Nebraska2025,PI534021,PI534021,2,61,8,69.0
2308,Nebraska2025,PI595730,PI595730,2,62,8,64.0
2309,Nebraska2025,PI533937,PI533937,2,63,8,57.0
2310,Nebraska2025,PI576420,PI576420,2,64,8,54.0
2311,Nebraska2025,PI656114,PI656114,2,65,8,62.0
2312,Nebraska2025,PI533787,PI533787,2,66,8,52.0
2313,Nebraska2025,PI576346,PI576346,2,67,8,48.0
2314,Nebraska2025,PI656009,PI656009,2,68,8,67.0
2315,Nebraska2025,PI576437,PI576437,2,69,8,64.0
2316,Nebraska2025,PI534000,PI534000,2,70,8,58.0
2317,Nebraska2025,PI534065,PI534065,2,71,8,58.0
2318,Nebraska2025,SC0602,SC0602,2,72,8,56.0
2319,Nebraska2025,PI564163,PI564163,2,73,8,61.0
2320,Nebraska2025,PI656089,PI656089,2,74,8,56.0
2321,Nebraska2025,PI656115,PI656115,2,75,8,62.0
2322,Nebraska2025,PI552856,PI552856,2,76,8,59.0
2323,Nebraska2025,SC0445,SC0445,2,77,8,67.0
2324,Nebraska2025,PI534081,PI534081,2,78,8,58.0
2325,Nebraska2025,PI564163,PI564163,2,79,8,59.0
2326,Nebraska2025,SC1133,SC1133,2,80,8,49.0
2327,Nebraska2025,PI656008,PI656008,2,81,8,66.0
2328,Nebraska2025,PI576397,PI576397,2,82,8,64.0
2329,Nebraska2025,PI533982,PI533982,2,83,8,69.0
2330,Nebraska2025,BTx399,BTx399,2,84,8,63.0
2331,Nebraska2025,PI576366,PI576366,2,85,8,59.0
2332,Nebraska2025,SC0759,SC0759,2,86,8,53.0
2333,Nebraska2025,PI655998,PI655998,2,87,8,63.0
2334,Nebraska2025,SC0412,SC0412,2,88,8,53.0
2335,Nebraska2025,PI595725,PI595725,2,89,8,50.0
2336,Nebraska2025,PI576335,PI576335,2,90,8,63.0
2337,Nebraska2025,PI564163,PI564163,2,91,8,58.0
2338,Nebraska2025,PI576404,PI576404,2,92,8,46.0
2339,Nebraska2025,PI597958,PI597958,2,93,8,58.0
2340,Nebraska2025,PI656110,PI656110,2,94,8,65.0
2341,Nebraska2025,PI656011,PI656011,2,95,8,69.0
2342,Nebraska2025,PI534052,PI534052,2,96,8,66.0
2343,Nebraska2025,SC0479,SC0479,2,97,8,67.0
2344,Nebraska2025,PI152651,PI152651,2,98,8,49.0
2345,Nebraska2025,PI533812,PI533812,2,99,8,65.0
2346,Nebraska2025,PI564163,PI564163,2,100,8,58.0
2347,Nebraska2025,PI656020,PI656020,2,101,8,61.0
2348,Nebraska2025,PI597952,PI597952,2,102,8,49.0
2349,Nebraska2025,PI534030,PI534030,2,103,8,64.0
2350,Nebraska2025,PI655985,PI655985,2,104,8,59.0
2351,Nebraska2025,PI609456,PI609456,2,104,9,73.0
2352,Nebraska2025,PI534130,PI534130,2,103,9,69.0
2353,Nebraska2025,PI595705,PI595705,2,102,9,51.0
2354,Nebraska2025,PI533956,PI533956,2,101,9,63.0
2356,Nebraska2025,PI576408,PI576408,2,99,9,63.0
2357,Nebraska2025,PI656068,PI656068,2,98,9,67.0
2358,Nebraska2025,PI655991,PI655991,2,97,9,67.0
2359,Nebraska2025,PI534078,PI534078,2,96,9,52.0
2360,Nebraska2025,PI656096,PI656096,2,95,9,53.0
2361,Nebraska2025,PI595720,PI595720,2,94,9,57.0
2362,Nebraska2025,PI533961,PI533961,2,93,9,58.0
2363,Nebraska2025,PI534119,PI534119,2,92,9,66.0
2364,Nebraska2025,PI533932,PI533932,2,91,9,64.0
2365,Nebraska2025,PI659693,PI659693,2,90,9,45.0
2366,Nebraska2025,SC0618,SC0618,2,89,9,67.0
2367,Nebraska2025,PI576434,PI576434,2,88,9,69.0
2368,Nebraska2025,PI533917,PI533917,2,87,9,58.0
2369,Nebraska2025,PI656120,PI656120,2,86,9,58.0
2370,Nebraska2025,PI564163,PI564163,2,85,9,59.0
2371,Nebraska2025,PI655990,PI655990,2,84,9,58.0
2372,Nebraska2025,PI533780,PI533780,2,83,9,63.0
2374,Nebraska2025,SC0854,SC0854,2,81,9,53.0
2375,Nebraska2025,PI597959,PI597959,2,80,9,49.0
2376,Nebraska2025,PI597978,PI597978,2,79,9,59.0
2377,Nebraska2025,PI533879,PI533879,2,78,9,56.0
